"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Clics en el enlace","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1217497953750868,100064720237286,"Alcaldía de Tuluá","🚧✨ ¡La calle 34 ahora une comunas 5 y 6!

Gracias a la obra de topping en más de 20 cuadras, la calle 34 se convierte en una vía estratégica que permitirá el paso directo entre los barrios Progresar, Pueblo Nuevo al Sajonia y Salesianos, conectando de manera segura y eficiente estas comunas.

🙌 Con esta nueva vía que llega hasta la carrera 40, transformamos la movilidad y mejoramos la calidad de vida de los tulueños. ¡Las obras siguen transformando a Tuluá! #ParaSerFelices 💙💪🏼","🚧✨ ¡La calle 34 ahora une comunas 5 y 6!

Gracias a la obra de topping en más de 20 cuadras, la calle 34 se convierte en una vía estratégica que permitirá el paso directo entre los barrios Progresar, Pueblo Nuevo al Sajonia y Salesianos, conectando de manera segura y eficiente estas comunas.

🙌 Con esta nueva vía que llega hasta la carrera 40, transformamos la movilidad y mejoramos la calidad de vida de los tulueños. ¡Las obras siguen transformando a Tuluá! #ParaSerFelices 💙💪🏼",30,"08/21/2025 07:36",uploaded,https://www.facebook.com/reel/1834543160806941/,1,0,Reels,,,,,Total,3507,2322,166,131,6,29,115,,113,2,25211.456,8.103,0,0,,
1216930867140910,100064720237286,"Alcaldía de Tuluá","🌳✅ ¡Árbol en el barrio Victoria ya no será un riesgo!🚧🏡

Con la SEDAMA, realizamos la intervención y erradicación de un árbol de caucho (ficus elástica) que se encontraba muerto en pie y representaba un riesgo para los habitantes del sector. 🙌 Con estas acciones seguimos trabajando por una Tuluá más segura y responsable con el entorno y la comunidad #ParaSerFelices 💙✨","🌳✅ ¡Árbol en el barrio Victoria ya no será un riesgo!🚧🏡

Con la SEDAMA, realizamos la intervención y erradicación de un árbol de caucho (ficus elástica) que se encontraba muerto en pie y representaba un riesgo para los habitantes del sector. 🙌 Con estas acciones seguimos trabajando por una Tuluá más segura y responsable con el entorno y la comunidad #ParaSerFelices 💙✨",40,"08/20/2025 15:39",auto,https://www.facebook.com/reel/653846723863175/,1,0,Reels,,,,,Total,2199,1503,71,61,1,9,41,,41,,20770.008,10.891,0,0,,
1216788377155159,100064720237286,"Alcaldía de Tuluá","🌟 ¡Habitantes de Barragán tendrán Puesto de Salud renovado! 🏥✨

En articulación con el Hospital Rubén Cruz Vélez, adelantamos la renovación del Puesto de Salud del corregimiento de Barragán, con obras de mantenimiento en cubiertas, muros, instalaciones hidráulicas y sanitarias, fachada y cerrajería.

🙌 Después de años sin intervención, este espacio vuelve a recibir la atención que merece, garantizando un lugar digno, moderno y seguro para la atención en salud de esta comunidad #ParaSerFelices 💙",,0,"08/20/2025 11:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02BNHKgj7jwUkrvrA3UrSVt94hdCFqAB6zNjxWsJSQ3XcczYmT5J33UtVdxA1aHP6Cl,0,0,Fotos,,,,,Total,7229,4848,79,60,0,19,376,174,184,18,,,,,,
1216073440559986,100064720237286,"Alcaldía de Tuluá","¡Río Tuluá sin residuos!💙💪🏼😎

🌊 Iniciamos los recorridos con nuestros Gestores de Convivencia para la recolección de residuos en el río Tuluá. Con estas acciones recuperamos espacios que habían sido ocupados y llenos de basura. 🙌 Una labor colectiva para devolverle vida y limpieza a nuestro río y zonas verdes aledañas, pensando en el bienestar de todos los tulueños. 🌱✨ #ParaSerFelices","¡Río Tuluá sin residuos!💙💪🏼😎

🌊 Iniciamos los recorridos con nuestros Gestores de Convivencia para la recolección de residuos en el río Tuluá. Con estas acciones recuperamos espacios que habían sido ocupados y llenos de basura. 🙌 Una labor colectiva para devolverle vida y limpieza a nuestro río y zonas verdes aledañas, pensando en el bienestar de todos los tulueños. 🌱✨ #ParaSerFelices",37,"08/19/2025 14:44",N/A,https://www.facebook.com/reel/1105068081103814/,1,0,Reels,,,,,Total,3107,1782,166,127,21,18,74,,74,,29729.483,10.901,0,0,,
1216054713895192,100064720237286,"Alcaldía de Tuluá","#Gobierno | Alcaldía Realiza Jornada de sensibilización en colegios para prevenir la violencia intrafamiliar

A través de la Secretaría de Gobierno, Convivencia y Seguridad, y su Comisaría de Familia, realizó una jornada de sensibilización en la Institución Educativa Pumarejo – Sede Sindical, dirigida a padres y madres de familia, en el marco de la Ley 2126 de 2021. El objetivo fue abordar temas clave para la prevención de la violencia intrafamiliar y el fortalecimiento de entornos familiares protectores para niñas, niños y adolescentes.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/19/2025 14:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid04b8LVacM5hvKtg31opJPCd2DSNTjmAuWHdNNcdy1qVdfnsuiEzEMBKEcfuNxWckol,0,0,Enlaces,,,,,Total,1489,915,37,27,0,10,20,,2,18,,,,,,
1216054250561905,100064720237286,"Alcaldía de Tuluá","#Juventud | Con salud y educación se “parcharon” los estudiantes de La Marina

300 estudiantes de la I. E. La Marina recibieron este martes, 12 de agosto, toda la oferta institucional y educativa por parte de la Unidad Central del Valle - UCEVA, la Universidad Latinoamericana y el SENA, la socialización de programas nacionales como Renta Joven y los Puntos INNOVA, jornadas de salud con pruebas rápidas de VIH a cargo del Hospital Rubén Cruz Vélez y charlas de prevención de Profamilia en el marco del Día Internacional de la Juventud.

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"08/19/2025 14:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02UdXAg2Ad5BHZtcGhiHALPr2rk5BegeANubF8CpM2GguQpGjKquHmbdSaiPWx8Wonl,0,0,Enlaces,,,,,Total,1507,969,38,30,0,8,8,,2,6,,,,,,
1216054047228592,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Más de 2.000 millones para atención de adultos mayores.

Más de 400 abuelitos están siendo beneficiados con esta inversión de 2.000 millones de pesos que fortalece la Atención Integral en cuatro importantes centros: La Casa de los Abuelos, el Jardín de los Abuelos, el Centro San Francisco de Asís en La Marina y el Albergue El Buen Samaritano, este último beneficiado por primera vez con una asignación de 100 millones de pesos.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"08/19/2025 14:02",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02L5AGPfFqo1CAZ3KRb9UF1uzKXvJ2geyDC333JPYzV8oFFh7y8iHCrAzoATfVmBoMl,0,0,Enlaces,,,,,Total,2215,1370,47,37,0,10,25,,7,18,,,,,,
1216051963895467,100064720237286,"Alcaldía de Tuluá","#Obras | Gustavo Vélez hace inversión histórica en infraestructura para la Primera Infancia.

Los Centros de Desarrollo Infantil Cariñositos y Semillitas del barrio Chiminangos, que anteriormente presentaban un alto estado de deterioro y condiciones no aptas para su óptimo funcionamiento, serán ahora renovados para brindar entornos seguros, modernos y acogedores a la comunidad infantil. 

Lee la noticia completa:⬇⬇⬇
",,0,"08/19/2025 13:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02PrnLeTfiar7Mo5gSEFujUbUyaVWCKyrouxjnbeNUiqNe16vtfcefPacErL9Be95il,0,0,Enlaces,,,,,Total,4332,2648,108,77,9,22,80,,51,29,,,,,,
1215823590584971,100064720237286,"Alcaldía de Tuluá","🙌 Más de 300 personas fueron atendidas en Barragán con salud, SISBÉN, vacunación, recreación y cultura.
Además, por primera vez señalizamos las calles para mejorar la movilidad y transitar más seguros. 🚸✨
¡La Ruta de la Felicidad sigue llevando bienestar a cada rincón! 💙 #ParaSerFelices","🙌 Más de 300 personas fueron atendidas en Barragán con salud, SISBÉN, vacunación, recreación y cultura.
Además, por primera vez señalizamos las calles para mejorar la movilidad y transitar más seguros. 🚸✨
¡La Ruta de la Felicidad sigue llevando bienestar a cada rincón! 💙 #ParaSerFelices",66,"08/19/2025 07:35",N/A,https://www.facebook.com/reel/1288352926298093/,1,0,Reels,,,,,Total,1002,653,65,52,1,12,14,,14,,8450.26,9.462,0,0,,
1213592974141366,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",69,"08/16/2025 16:03",N/A,https://www.facebook.com/reel/1538142313825720/,1,0,Reels,,,,,Total,3682,1998,164,128,4,32,58,,58,,42328.905,12.757,0,0,,
1213559397478057,100064720237286,"Alcaldía de Tuluá","🔥 2do día del Joven Fest 🔥

💼 Emprendimientos, 🤸‍♂️ show de stunt y 🎭 presentaciones artísticas llenan de energía el Coliseo de Ferias Manuel Victoria Rojas 🎪
🎉 ¡Así se vive el Festival de la Juventud 2025! 🚀🎶",,0,"08/16/2025 14:45",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0271a3JzJMXvjUsgjtWbcyC1G4fp7CnQe7w3M4tgGEA9achvnFMDMaXpZhSjYfEMJYl,0,0,Fotos,,,,,Total,14362,8602,103,89,0,14,873,687,186,,,,,,,
1213402980827032,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 27. Tuluá renace:

📢 En este episodio, el alcalde Gustavo Vélez cuenta cómo Tuluá avanza: obras de infraestructura, acciones sociales, cercanía con la ciudadanía, la reducción de la accidentalidad y muchos temas más. 🚧💙
📈 Descubre en este podcast, cómo nuestra ciudad ha crecido en los últimos meses. #ParaSerFelices💙✌🏽","🎙️ #ElPodcastdeVélez | Episodio 27. Tuluá renace:

📢 En este episodio, el alcalde Gustavo Vélez cuenta cómo Tuluá avanza: obras de infraestructura, acciones sociales, cercanía con la ciudadanía, la reducción de la accidentalidad y muchos temas más. 🚧💙
📈 Descubre en este podcast, cómo nuestra ciudad ha crecido en los últimos meses. #ParaSerFelices💙✌🏽",1236,"08/16/2025 10:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1387421435692050/,1,0,Videos,,,,,Total,3379,2645,275,161,38,76,182,,182,,82205.335,28.2,0,0,0,
1213198097514187,100064720237286,"Alcaldía de Tuluá","🎉📅 ¡Agéndate para un finde espectacular en Tuluá!

En la zona rural y urbana tenemos una programación cultural y tradicional que no te puedes perder.
✨ Desliza y descubre todos los eventos para que armes plan con tu familia y amigos.

💙 ¡Te esperamos en el mejor parche del fin de semana! #ParaSerFelices",,0,"08/16/2025 05:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0rswyMy1n7vLpqReUfvcoue9id3wBasJE4sYyW7nVdVRe3APzmxnV8tJef9eccBTGl,0,0,Fotos,,,,,Total,2010,1216,27,20,0,7,38,28,10,,,,,,,
1212751097558887,100064720237286,"Alcaldía de Tuluá","¡Capturados en Piques Ilegales!❌❌🚨

Gracias a la rápida acción de nuestra Policía Nacional, 3 sujetos que participaban en piques ilegales en el barrio Bosques de Maracabio fueron capturados.
🔹 Acceso carnal abusivo
🔹 Comparendos porte de armas blancas y alucinógenos

💪 Desde la Administración Municipal y la Fuerza Pública seguimos trabajando por la seguridad y tranquilidad de los tulueños. #ParaSerFelices","¡Capturados en Piques Ilegales!❌❌🚨

Gracias a la rápida acción de nuestra Policía Nacional, 3 sujetos que participaban en piques ilegales en el barrio Bosques de Maracabio fueron capturados.
🔹 Acceso carnal abusivo
🔹 Comparendos porte de armas blancas y alucinógenos

💪 Desde la Administración Municipal y la Fuerza Pública seguimos trabajando por la seguridad y tranquilidad de los tulueños. #ParaSerFelices",105,"08/15/2025 16:18",uploaded,https://www.facebook.com/reel/2831726290355030/,1,0,Reels,,,,,Total,5469,2933,249,196,16,37,246,,246,,128175.775,26.592,0,0,,
1212711704229493,100064720237286,"Alcaldía de Tuluá","📚 Foro Educativo Comunidad en Red: ¡educación que transforma!🙌🏼

Junto a los docentes de Tuluá, reflexionamos sobre los retos del futuro: inteligencia artificial, virtualidad, formación emocional y ciudadanía digital. 🌐💡
¡La educación evoluciona para formar ciudadanos integrales! 🚀 #ParaSerFelices",,0,"08/15/2025 14:55",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid032zjVhgJgpKW2ZAQ8GtppTV4VHmW1W9vcErR7NBkWeq7tUAm8dTYnLpGkswDoArMrl,0,0,Fotos,,,,,Total,7100,3428,111,88,1,22,652,445,207,,,,,,,
1212623784238285,100064720237286,"Alcaldía de Tuluá","🚐✨ ¡La Ruta de la Felicidad llegó a Barragán!

Nos descentralizamos con toda nuestra oferta institucional➡️ Llevamos salud 👩‍⚕️, Sisbén 📋, vacunación 🐶, cultura 🎨, recreación ⚽ y mucho más para los tulueños de esta zona rural alta.🌄
¡Seguimos cumpliendo con bienestar y servicios de calidad! #ParaSerFelices💙",,0,"08/15/2025 12:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0eRrLFvhwjzUenJnCN7ATenbAmYKUYWa8JEzYpWscXCvH6rfnH1cqUEwFF7mZduoyl,0,0,Fotos,,,,,Total,7477,4251,114,89,1,24,439,275,164,,,,,,,
1212457324254931,100064720237286,"Alcaldía de Tuluá","🔥🙌 ¡Ya arrancó el primer día del JOVENFEST 2025!

Estamos en el 📍Coliseo de Ferias Manuel Victoria Rojas con actividades como: 🧠 bienestar emocional, 🩺 atención primaria en salud, 💬 atención en salud sexual y reproductiva, 💼 feria de empleabilidad, presentaciones artísticas, rumboterapia, recreación y ¡mucho más! ✌🏽😎

Estaremos hasta las 12:00 m. 💙 ¡Te esperamos para que vivas la juventud al máximo! 😎 #ParaSerFelices",,0,"08/15/2025 07:49",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02qyXUiEChEJqXgPsbALeuWqqLDBTSotwJGW8ognXfyvLMxwxzVkk7ehsvHAnrTvZxl,0,0,Fotos,,,,,Total,17871,9305,208,169,1,38,1534,1187,347,,,,,,,
1211919754308688,100064720237286,"Alcaldía de Tuluá","✨ ¡Invertimos en el futuro de Tuluá! ✨

Avanzamos con obras que transforman vidas, destinando casi 600 millones de pesos a la adecuación y mejoramiento de:

🏫 Centros de Desarrollo Infantil Cariñositos y Semillitas
🎠 Parque de la Primera Infancia
🏡 Casa de los Abuelos

Espacios renovados, seguros y llenos de vida para nuestros niños, niñas, adolescentes y adultos mayores. 💙

#ParaSerFelices","✨ ¡Invertimos en el futuro de Tuluá! ✨

Avanzamos con obras que transforman vidas, destinando casi 600 millones de pesos a la adecuación y mejoramiento de:

🏫 Centros de Desarrollo Infantil Cariñositos y Semillitas
🎠 Parque de la Primera Infancia
🏡 Casa de los Abuelos

Espacios renovados, seguros y llenos de vida para nuestros niños, niñas, adolescentes y adultos mayores. 💙

#ParaSerFelices",63,"08/14/2025 17:26",uploaded,https://www.facebook.com/reel/4056149427933835/,1,0,Reels,,,,,Total,2417,1362,119,86,7,26,41,,41,,18233.87,8.437,0,0,,
1211646707669326,100064720237286,"Alcaldía de Tuluá","¡En El Diamante ahora se transita con tranquilidad! 🚧💪🏼

Un nuevo muro de contención en piedra, alcantarillado y una vía segura están transformando la movilidad y evitando accidentes en la zona rural alta de nuestro municipio. 💙✌🏽Obras  #ParaSerFelices","¡En El Diamante ahora se transita con tranquilidad! 🚧💪🏼

Un nuevo muro de contención en piedra, alcantarillado y una vía segura están transformando la movilidad y evitando accidentes en la zona rural alta de nuestro municipio. 💙✌🏽Obras  #ParaSerFelices",50,"08/14/2025 09:13",N/A,https://www.facebook.com/reel/1416742522720383/,1,0,Reels,,,,,Total,5989,3036,284,219,15,50,171,,171,,68373.427,12.844,0,0,,
1211049801062350,100064720237286,"Alcaldía de Tuluá","➡️Conoce la historia de María Cruz, la reina del Centro Día “Para Ser Felices” ✨💙

💙👵 Así como María Cruz, 150 abuelitos viven días llenos de cuidado, alegría y amor en nuestro programa Centro Día Para Ser Felices. 🌟
Aquí encuentran 🍽️ alimentación, 🎯 recreación, 🩺 salud, 💬 acompañamiento psicosocial… y sobre todo, cariño y sonrisas que iluminan cada jornada. Aquí transformamos vidas #ParaSerFelices 💙💪🏼","➡️Conoce la historia de María Cruz, la reina del Centro Día “Para Ser Felices” ✨💙

💙👵 Así como María Cruz, 150 abuelitos viven días llenos de cuidado, alegría y amor en nuestro programa Centro Día Para Ser Felices. 🌟
Aquí encuentran 🍽️ alimentación, 🎯 recreación, 🩺 salud, 💬 acompañamiento psicosocial… y sobre todo, cariño y sonrisas que iluminan cada jornada. Aquí transformamos vidas #ParaSerFelices 💙💪🏼",89,"08/13/2025 16:29",auto,https://www.facebook.com/reel/1125341832805496/,1,0,Reels,,,,,Total,3967,2181,162,117,6,39,62,,62,,51033.845,14.136,0,0,,
1210953491071981,100064720237286,"Alcaldía de Tuluá","#salud | Alcaldía brinda atención inmediata a ciudadano en situación de abandono.

La alerta sobre un hombre en delicado estado de salud y aparente abandono en la entrada de la iglesia fue reportada en redes sociales, lo que llevó a la Secretaría de Salud, en coordinación con otras dependencias y Bomberos de Tuluá, a activar de inmediato los protocolos de atención.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/13/2025 13:15",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Ht9ddC93wZHQgmex5jLdzFpvjafsdXbhpYDRW6oQ6SfGKHSiiVBc4hFq6BmGj6iCl,0,0,Enlaces,,,,,Total,6406,3927,74,59,2,13,212,,93,119,,,,,,
1210869257747071,100064720237286,"Alcaldía de Tuluá","#Obras | Alcaldía canaliza Río Tuluá para reducir inundaciones

Con el objetivo de proteger a las familias que habitan cerca del río y prevenir emergencias durante la temporada de lluvias, la Administración Municipal adelanta la canalización de 250 metros del río Tuluá, en un sector que históricamente ha registrado acumulación de sedimentos y riesgo de desbordamiento

Lee la noticia completa:⬇️⬇️⬇️
",,0,"08/13/2025 10:52",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0HHRRMy2t9gPcGxHEVYiMEeSnPbMYQR7wgKcN97Bt21ZidQ3inbwDrXnMotHqX7LJl,0,0,Enlaces,,,,,Total,2805,1573,75,57,7,11,22,,15,7,,,,,,
1210857231081607,100064720237286,"Alcaldía de Tuluá","🔥🙌 Este fin de semana, el JOVENFEST 2025 será tu parche 💙

Desliza y conoce lo que tenemos programado para celebrar la juventud: 🧠 bienestar emocional, 🩺 salud, 💼 empleabilidad, 🐶🐱 vacunación de mascotas, 🎤 presentaciones artísticas, 🏍️ show de STUNT, 🌈 Color Fest, batallas de Hip-Hop & DJ’s  🎨 concurso de graffiti y mucho más para que parches con tus amigos. 😎

📅 Viernes 15 y sábado 16 de agosto – Coliseo de Ferias Manuel Victoria Rojas

💙🤩 Espacios para crear y vivir la juventud al máximo. #ParaSerFelices",,0,"08/13/2025 10:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0d2GhJXvJFNDxQqLySuoabrHQ1zSUmHsWUpnG7CaWByEgMSBSR1tASzHebFq2m1ytl,0,0,Fotos,,,,,Total,8591,4694,143,104,0,39,194,154,40,,,,,,,
1210784941088836,100064720237286,"Alcaldía de Tuluá","¿Sabías que Tuluá es tierra de humedales y que descubrimos uno recientemente en el corregimiento de Quebrada Grande? 🌿💧

Salimos a preguntarle a los tulueños cuántos tenemos… ¡y las respuestas te van a sorprender!😅

Y tú, ¿conocías toda la riqueza natural que tenemos en nuestro municipio?✌🏽😎 Déjanos tu comentario ⬇️","¿Sabías que Tuluá es tierra de humedales y que descubrimos uno recientemente en el corregimiento de Quebrada Grande? 🌿💧

Salimos a preguntarle a los tulueños cuántos tenemos… ¡y las respuestas te van a sorprender!😅

Y tú, ¿conocías toda la riqueza natural que tenemos en nuestro municipio?✌🏽😎 Déjanos tu comentario ⬇️",57,"08/13/2025 08:42",uploaded,https://www.facebook.com/reel/2020215775178836/,1,0,Reels,,,,,Total,3054,2464,93,74,7,12,89,,89,,44637.383,16.32,0,0,,
1210228767811120,100064720237286,"Alcaldía de Tuluá","🚦💡 ¡En Tuluá no dormimos cuando se trata de tu seguridad vial!Nuestra cuadrilla permanente de semaforización trabaja 24/7 para que la movilidad en la ciudad fluya sin interrupciones.👷‍♂️ Ingenieros y técnicos se encargan de dar mantenimiento preventivo y correctivo a los semáforos, solucionando la mayoría de fallas de inmediato y atendiendo casos complejos con especialistas.✅ Menos accidentes✅ Movilidad más ágil✅ Semáforos confiables en todo momentoLa @alcaldiadetulua sigue firme en su compromiso de cuidarte en cada cruce.#TransformandoATuluá#MovilidadSegura#ParaSerFelices 💙","🚦💡 ¡En Tuluá no dormimos cuando se trata de tu seguridad vial!Nuestra cuadrilla permanente de semaforización trabaja 24/7 para que la movilidad en la ciudad fluya sin interrupciones.👷‍♂️ Ingenieros y técnicos se encargan de dar mantenimiento preventivo y correctivo a los semáforos, solucionando la mayoría de fallas de inmediato y atendiendo casos complejos con especialistas.✅ Menos accidentes✅ Movilidad más ágil✅ Semáforos confiables en todo momentoLa @alcaldiadetulua sigue firme en su compromiso de cuidarte en cada cruce.#TransformandoATuluá#MovilidadSegura#ParaSerFelices 💙",47,"08/12/2025 15:45",N/A,https://www.facebook.com/reel/1295925475246270/,0,0,Reels,,,,,Total,4841,3684,193,158,13,22,210,,210,,59198.219,13.706,0,0,,
1210043877829609,100064720237286,"Alcaldía de Tuluá","¡Canalizamos Río Tuluá: Reducimos inundaciones! 💪🏼🌊❌

Hoy estamos realizando canalización del río Tuluá para proteger las márgenes, evitar desbordamientos y reducir el riesgo de inundaciones. 🛠️🏞️📏 Son 250 metros lineales intervenidos, que aportan al bienestar de los habitantes de barrios aledaños. 💪🌧️
En Tuluá, prevenir es proteger. ✅ #ParaSerFelices",,0,"08/12/2025 09:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02oB8Zv6YvaoX7ECHULmEZxE5c2mhGPN51DfwHqkRGb3FLGtHQcbTbmVrr75AvqUf7l,0,0,Fotos,,,,,Total,3291,1870,67,47,1,19,91,65,26,,,,,,,
1209361031231227,100064720237286,"Alcaldía de Tuluá","🏫🔨 ¡Nuestras instituciones estrenan techo! 💙

En la I.E. Julia Restrepo y la I.E. María Antonia Ruiz (sede Jesús Maestro) reemplazamos techos y mejoramos los espacios, para que nuestros niños y jóvenes aprendan en aulas más seguras, cómodas y llenas de vida. 👦👧📚
💡✨ En Tuluá, invertir en educación es sembrar futuro. 🌟 Espacios que Transforman a Tuluá. #ParaSerFelices 💪🏼💙","🏫🔨 ¡Nuestras instituciones estrenan techo! 💙

En la I.E. Julia Restrepo y la I.E. María Antonia Ruiz (sede Jesús Maestro) reemplazamos techos y mejoramos los espacios, para que nuestros niños y jóvenes aprendan en aulas más seguras, cómodas y llenas de vida. 👦👧📚
💡✨ En Tuluá, invertir en educación es sembrar futuro. 🌟 Espacios que Transforman a Tuluá. #ParaSerFelices 💪🏼💙",43,"08/11/2025 14:25",N/A,https://www.facebook.com/reel/1818120772461707/,1,0,Reels,,,,,Total,4863,2099,507,308,22,177,43,,43,,23751.649,5.451,0,0,,
1209228521244478,100064720237286,"Alcaldía de Tuluá","#Obras | Cuadrilla de semaforización opera 24/7 para garantizar la movilidad en Tuluá.

En Tuluá ya funciona una cuadrilla permanente de semaforización que trabaja las 24 horas del día para garantizar la seguridad vial y el correcto flujo vehicular en los principales cruces de la ciudad.

Lee la noticia completa: ⬇⬇⬇
",,0,"08/11/2025 10:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0d75Q9T8P6ezGr3fYNWdaxWvtHkLCBULHpgtiifyZXw3mXFG7qhY4VGtkbJH1HQXhl,0,0,Enlaces,,,,,Total,3688,2307,71,51,6,14,44,,24,20,,,,,,
1209191227914874,100064720237286,"Alcaldía de Tuluá","🌾🛒 ¡El Mercado Campesino llegó a La Iberia! 💙

👩‍🌾👨‍🌾 22 productores tulueños de 8 asociaciones llevaron lo mejor de sus productos al Mercado Campesino en el 📍Cruce de La Iberia, una jornada que reunió a más de 100 asistentes. 🥦🍅🥔
💉🩺 Además, hubo atención de los Equipos Básicos en Salud y servicios de Renta Ciudadana, acercando oportunidades y bienestar a la comunidad. 🤝✨ #ParaSerFelices","🌾🛒 ¡El Mercado Campesino llegó a La Iberia! 💙

👩‍🌾👨‍🌾 22 productores tulueños de 8 asociaciones llevaron lo mejor de sus productos al Mercado Campesino en el 📍Cruce de La Iberia, una jornada que reunió a más de 100 asistentes. 🥦🍅🥔
💉🩺 Además, hubo atención de los Equipos Básicos en Salud y servicios de Renta Ciudadana, acercando oportunidades y bienestar a la comunidad. 🤝✨ #ParaSerFelices",42,"08/11/2025 09:29",mixed,https://www.facebook.com/reel/1783018978971718/,1,0,Reels,,,,,Total,1484,1068,66,55,1,10,14,,14,,7161.366,5.289,0,0,,
1207686981398632,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",78,"08/09/2025 15:52",uploaded,https://www.facebook.com/reel/2129935444082696/,1,0,Reels,,,,,Total,1339,903,59,44,0,15,4,,4,,6130.282,5,0,0,,
1207522104748453,100064720237286,"Alcaldía de Tuluá","#Educación | Estudiantes universitarios reciben beneficio alimentario.

Con la puesta en marcha del programa de beneficio alimentario, desarrollado por la Administración Municipal en articulación con la UCEVA, 34 estudiantes de esta universidad recibirán almuerzos diarios durante todo el semestre académico.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"08/09/2025 10:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0i7o1AxESRAhc8WVVdkrK9k5tmNfjjk1SQeiKEuZfh4QGKrV2U3pvWbGFY1GFFbtrl,0,0,Enlaces,,,,,Total,2318,1452,51,37,7,7,16,,3,13,,,,,,
1207504588083538,100064720237286,"Alcaldía de Tuluá","🎙️#ElPodcastdeVélez. Episodio 26: Proyectos y soluciones para los tulueños.

En esta entrega, el alcalde Gustavo Vélez conversa con el periodista Israel Arango sobre las obras que avanzan en la zona rural, un gran proyecto que transformará la vida de más de 500 niños en Tuluá y el respaldo que la Administración Municipal brinda a nuestros jóvenes deportistas en los Juegos Departamentales 2025. Un episodio para conocer de primera mano las acciones que impulsan el progreso y el bienestar en Tuluá.","🎙️#ElPodcastdeVélez. Episodio 26: Proyectos y soluciones para los tulueños.

En esta entrega, el alcalde Gustavo Vélez conversa con el periodista Israel Arango sobre las obras que avanzan en la zona rural, un gran proyecto que transformará la vida de más de 500 niños en Tuluá y el respaldo que la Administración Municipal brinda a nuestros jóvenes deportistas en los Juegos Departamentales 2025. Un episodio para conocer de primera mano las acciones que impulsan el progreso y el bienestar en Tuluá.",951,"08/09/2025 10:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1088964942768561/,1,0,Videos,,,,,Total,4521,3402,398,224,87,87,245,,245,,121656.041,31.153,0,0,0,
