"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","CPM del anuncio (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","Consumo de segmentación del público coincidente (Photo Click)","Comentarios negativos de los usuarios: Ocultar todo","Ingresos estimados (USD)"
1263072302526766,100064720237286,"Alcaldía de Tuluá","🌽✨ Sabores que cuentan historias ✨🌽

Con el conversatorio “Sabores que cuentan historias” y los shows de cocina del chef Juan Felipe Rojas desde Zipaquirá y la cocinera tradicional Tulueña Cleotilde Vidarte, seguimos llevando saberes y sabores a las familias vallecaucanas que hoy disfrutan del Festival María Antonia Ruiz en el Coliseo de Ferias Manuel Victoria Rojas. 🍲🎶",,0,"10/12/2025 13:56",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02H8VcfCxi3eomsgZKMVv7wuTT7fd2PC4YmAhesjApfPnPAgD13NVLZJinuYYMGncZl,0,0,Fotos,,,,,Total,3460,2014,30,24,1,4,,,,,214,62,,152,,
1263063592527637,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz.","Primer Festival María Antonia Ruiz.",135,"10/12/2025 13:39",N/A,https://www.facebook.com/reel/827014776946556/,0,0,Videos,,,,,Total,572,525,21,19,0,2,2843.355,5.597,0,0,3,3,,,,0
1349765436734221,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Show de Cocina del Pacifico (Pandao de Pescao) Nubia Gómez Banguera, cocinera tradicional Timbiqui 🍽️","Primer Festival María Antonia Ruiz. 🤩 Show de Cocina del Pacifico (Pandao de Pescao) Nubia Gómez Banguera, cocinera tradicional Timbiqui 🍽️",1954,"10/12/2025 12:29",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1349765436734221/,0,0,"En vivo",,,,,Total,1841,1173,34,26,1,7,7640.54,4.537,0,0,24,24,,,,
1810637586238296,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Conversaorio Sabores que cuentan historias.","Primer Festival María Antonia Ruiz. 🤩 Conversaorio Sabores que cuentan historias.
Invitados: 
Marco Paredes, Director audiovisual
David Ruiz, Cocinero y Divulgador Cultural  Juan Escobar, Investigador PCI 🍽️",1854,"10/12/2025 10:00",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1810637586238296/,0,0,"En vivo",,,,,Total,2038,1311,35,27,1,7,6336.533,3.481,0,0,29,29,,,,
4200782130170246,100064720237286,"Alcaldía de Tuluá","Primer Festival María Antonia Ruiz. 🤩 Cleotilde Vidarte, cocinera tradicional de Tuluá ""Pepinos Relleno""🍽️","Primer Festival María Antonia Ruiz. 🤩 Cleotilde Vidarte, cocinera tradicional de Tuluá ""Pepinos Relleno""🍽️",1196,"10/12/2025 09:15",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/4200782130170246/,0,0,"En vivo",,,,,Total,2556,1895,50,40,0,10,13418.772,5.773,0,0,73,73,,,,
1262838432550153,100064720237286,"Alcaldía de Tuluá","Así se vivió uno de los momentos más vibrantes del Afro Model 2025 💫✨

Modelos de la academia Staff Models brillaron con los diseños de Jofer de Jara y los turbantes de Irma Tulia Escobar 🌈🔥

Una noche de color, diversidad e inclusión, en el marco del Festival María Antonia Ruiz con las presentaciones artísticas de La Gámez del Pacífico, Julián Rodríguez y Laura Valentina Gutiérrez. 🎶💃🏾","Así se vivió uno de los momentos más vibrantes del Afro Model 2025 💫✨

Modelos de la academia Staff Models brillaron con los diseños de Jofer de Jara y los turbantes de Irma Tulia Escobar 🌈🔥

Una noche de color, diversidad e inclusión, en el marco del Festival María Antonia Ruiz con las presentaciones artísticas de La Gámez del Pacífico, Julián Rodríguez y Laura Valentina Gutiérrez. 🎶💃🏾",57,"10/12/2025 08:12",N/A,https://www.facebook.com/reel/1323830705355526/,1,0,Videos,,,,,Total,2207,1503,114,89,12,13,16812.632,8.427,0,0,42,42,,,,0
1262285149272148,100064720237286,"Alcaldía de Tuluá","✨ Color, diversidad e inclusión en el Afro Model 2025. 

Más de 25 artistas y modelos brillaron en la pasarela del Afro Model 2025, luciendo los diseños del artista caleño Jofer de Jara y los turbantes y kufís de la lideresa Tulueña Irma Tulia Escobar Gutiérrez.✨😎

Una noche vibrante que abrió la primera noche del Festival María Antonia Ruiz, con el apoyo de la Unidad Central del Valle, UCEVA y la Agencia Staff Models. 💫",,0,"10/11/2025 18:50",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02W2FnisdabMuAf1i2AzsC5yikw5a5mu85KVcRZCTKmgPDwpSDEcAgjYEsHbfD3ox8l,0,0,Fotos,,,,,Total,8133,4588,106,86,3,17,,,,,571,132,,439,,
2388297214920466,100064720237286,"Alcaldía de Tuluá","Primer Festivla María Antonia Ruiz.","Pasarela Afro Model 2025 en el Primer Festival María Antonia Ruiz. 🤩

Más de 25 modelos vistiendo diseños del caleño Jofer de Jara. 😎✨",1233,"10/11/2025 17:05",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/2388297214920466/,0,0,"En vivo",,,,,Total,2744,1763,116,93,4,19,22205.271,9.283,0,0,155,154,1,,,
1167536435260038,100064720237286,"Alcaldía de Tuluá","Primer Festivla María Antonia Ruiz. Show de Cocina, Chef David Ruiz, cocina nariñense (La Juanesca)","Primer Festival María Antonia Ruiz. 🤩

Show de Cocina, Chef David Ruiz, cocina nariñense (La Juanesca)🍽️",2996,"10/11/2025 12:19",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/1167536435260038/,0,0,"En vivo",,,,,Total,2365,1243,46,41,1,4,14914.643,7.347,0,0,49,49,,,,
1262035812630415,100064720237286,"Alcaldía de Tuluá","✨ ¡Inicia el primer día del Festival María Antonia Ruiz!

Entre sabores, música y tradición también seguimos disfrutando del Encuentro de Comidas Tradicionales “Sin comida no hay alegría” 🍲🎶

👉 La entrada es GRATIS, vení con tu familia y hacé parte de esta gran experiencia gastronómica que va hasta la noche.  #ParaSerFelices",,0,"10/11/2025 12:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0bE7YGGcp3Cc3vKK4eutoiBP3EAzer2uBH1Wqhgh1U5pSCGJr9X7s6CxKY4NqiPSgl,0,0,Fotos,,,,,Total,8104,4460,127,96,13,16,,,,,510,148,,362,,
1261996072634389,100064720237286,"Alcaldía de Tuluá","#ElPodcastdeVélez | Desde el Festival María Antonia Ruiz.

En este episodio te contamos todos los detalles del Primer Festival María Antonia Ruiz, un evento que celebra nuestras raíces con cocinas tradicionales, arte y cultura afro del Pacífico, zonas de bienestar, artesanías, emprendedores, dulces, mecato y mucho más. Desde el 11 al 13 de octubre desde las 9:00 a. m. en el Coliseo de Ferias Manuel Victoria Rojas, para vivir juntos el sabor, la cultura y la alegría del Pacífico en Tuluá.","#ElPodcastdeVélez | Desde el Festival María Antonia Ruiz.

En este episodio te contamos todos los detalles del Primer Festival María Antonia Ruiz, un evento que celebra nuestras raíces con cocinas tradicionales, arte y cultura afro del Pacífico, zonas de bienestar, artesanías, emprendedores, dulces, mecato y mucho más. Desde el 11 al 13 de octubre desde las 9:00 a. m. en el Coliseo de Ferias Manuel Victoria Rojas, para vivir juntos el sabor, la cultura y la alegría del Pacífico en Tuluá.",668,"10/11/2025 11:03",uploaded,https://www.facebook.com/reel/813313134402847/,0,0,Videos,,,,,Total,1767,1650,70,46,15,9,18258.612,11.433,0,0,52,52,,,,0
3199966796828074,100064720237286,"Alcaldía de Tuluá","Primer Festivla María Antonia Ruíz","Acto de Apertura del Primer Festivla María Antonia Ruíz en el Coliseo Manuel Victoria Rojas de Tuluá",1561,"10/11/2025 07:58",uploaded,https://www.facebook.com/AlcaldiaDeTulua/videos/3199966796828074/,0,0,"En vivo",,,,,Total,3992,2249,87,55,6,26,24856.44,7.244,0,0,92,92,,,,
1261272632706733,100064720237286,"Alcaldía de Tuluá","🌊🔥 ¡Desliza para conocer todo lo que tendremos este fin de semana en el Coliseo de Ferias Manuel Victoria Rojas! 💃🏾🎶

Zonas de bienestar, cocinas tradicionales, artesanías, emprendedores, dulces, mecato y mucho más 😍✨

Nos vemos desde el 11 al 13 de octubre desde las 9:00 a. m. en el Primer Festival María Antonia Ruiz para vivir juntos el sabor, la cultura y la alegría del Pacífico 💙 #ParaSerFelices",,0,"10/10/2025 17:47",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0atTPMnmNvqzQdGP5cS6eDNF1rtw8JDjHdhkLbZqVqJxjwtKqgDy6rZyt3H47cdaDl,0,0,Fotos,,,,,Total,4900,2704,76,46,1,28,,,,,221,41,,180,,
1261199172714079,100064720237286,"Alcaldía de Tuluá","🎉 ¡Todo está listo para vivir el Festival María Antonia Ruiz 2025!

💃🏾 Estos son los artistas y agrupaciones que nos harán bailar, gozar y vibrar con toda la fuerza de nuestra cultura. 📍 Desde el Coliseo de Ferias Manuel Victoria Rojas, este fin de semana del 11 al 13 de octubre viviremos noches llenas de música, alegría y tradición, unidas en un solo corazón: el de Tuluá.
✨ ¡Prepárate para sentir, disfrutar y vivir el festival como nunca antes! #ParaSerFelices","🎉 ¡Todo está listo para vivir el Festival María Antonia Ruiz 2025!

💃🏾 Estos son los artistas y agrupaciones que nos harán bailar, gozar y vibrar con toda la fuerza de nuestra cultura. 📍 Desde el Coliseo de Ferias Manuel Victoria Rojas, este fin de semana del 11 al 13 de octubre viviremos noches llenas de música, alegría y tradición, unidas en un solo corazón: el de Tuluá.
✨ ¡Prepárate para sentir, disfrutar y vivir el festival como nunca antes! #ParaSerFelices",60,"10/10/2025 15:34",N/A,https://www.facebook.com/reel/1691018808261578/,1,0,Videos,,,,,Total,3610,3264,70,45,3,22,19461.119,5.766,0,0,55,55,,,,0
1260897589410904,100064720237286,"Alcaldía de Tuluá","🚫 ¡Los piques no son un juego!

Este joven tulueño aprendió la lección: conducir sin papeles, con el vehículo en mal estado y poniendo en riesgo su vida y la de los demás, nunca será una buena decisión. Desde la Administración Municipal seguimos trabajando por una movilidad responsable y segura.🏍️⚠️","🚫 ¡Los piques no son un juego!

Este joven tulueño aprendió la lección: conducir sin papeles, con el vehículo en mal estado y poniendo en riesgo su vida y la de los demás, nunca será una buena decisión. Desde la Administración Municipal seguimos trabajando por una movilidad responsable y segura.🏍️⚠️",47,"10/10/2025 08:06",N/A,https://www.facebook.com/reel/2696831767375807/,1,0,Videos,,,,,Total,113566,40312,4532,3803,397,332,1252263.817,14.262,0,0,14157,14157,,,,0
1260209172813079,100064720237286,"Alcaldía de Tuluá","¡Llegó el Festival María Antonia Ruiz a Tuluá! ✨✌🏽

Desliza y mira nuestros 5 tips esenciales para gozar al máximo este fin de semana: comida, baile, cultura y ¡mucho goce! 🌊🔥
Prepárate para vivir un parche lleno de color, sabor y tradición del Pacífico en el 📍Coliseo de Ferias Manuel Victoria Rojas. #ParaSerFelices 🎶💃🏾🪘","¡Llegó el Festival María Antonia Ruiz a Tuluá! ✨✌🏽

Desliza y mira nuestros 5 tips esenciales para gozar al máximo este fin de semana: comida, baile, cultura y ¡mucho goce! 🌊🔥
Prepárate para vivir un parche lleno de color, sabor y tradición del Pacífico en el 📍Coliseo de Ferias Manuel Victoria Rojas. #ParaSerFelices 🎶💃🏾🪘",74,"10/09/2025 15:38",N/A,https://www.facebook.com/reel/796017343168223/,1,0,Videos,,,,,Total,4200,3370,156,125,2,29,37555.814,9.94,0,0,77,77,,,,0
1259978926169437,100064720237286,"Alcaldía de Tuluá","🚧💪 ¡Conectamos Tomás Uribe con La Trinidad!

El paso a nivel de la Carrera 26B, entre estos dos sectores, ya alcanza un 85% de avance ✅.
Una obra realizada en tiempo récord que mejora la movilidad y transforma la infraestructura de nuestro municipio.
Lo que por años fue un sueño, ¡hoy es una realidad! Obras #ParaSerFelices 💙💪🏼","🚧💪 ¡Conectamos Tomás Uribe con La Trinidad!

El paso a nivel de la Carrera 26B, entre estos dos sectores, ya alcanza un 85% de avance ✅.
Una obra realizada en tiempo récord que mejora la movilidad y transforma la infraestructura de nuestro municipio.
Lo que por años fue un sueño, ¡hoy es una realidad! Obras #ParaSerFelices 💙💪🏼",59,"10/09/2025 09:38",N/A,https://www.facebook.com/reel/1333244718291826/,1,0,Videos,,,,,Total,14112,11737,475,303,31,141,152430.986,11.798,0,0,521,521,,,,0
1259340762899920,100064720237286,"Alcaldía de Tuluá","🎉✨ ¡Conoce la programación oficial del Festival María Antonia Ruiz!✨✌🏽

Este fin de semana prepárate para vivir un parche lleno de color, alegría y tradición 🎶💃🏾🪘.
Con música, baile, goce y mucho tirar paso al mejor estilo del Pacífico 🌊🔥

👉🏾 Desliza y descubre todo lo que trae este finde en Tuluá. #ParaSerFelices ✨💙",,0,"10/08/2025 18:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02H8PHH1Cw7f1QYceUV4aFKaJpNhJgwhfF34cSebWAtRSaLRoPPu9cTnutfnBCfbqGl,0,0,Fotos,,,,,Total,17080,8373,285,199,4,82,,,,,998,221,,777,,
1259281046239225,100064720237286,"Alcaldía de Tuluá","🎬✨ Edward, el talento tulueño que le apuesta al cine de terror 👻

Con el apoyo de la Administración Municipal, este joven cineasta está cumpliendo su sueño de producir historias de terror desde el corazón del Valle. 💪🎥 En Tuluá creemos en el talento local, lo impulsamos y lo transformamos en oportunidades reales. 🌟 Porque aquí, soñar también es una forma #ParaSerFelices. 💙💪🏼","🎬✨ Edward, el talento tulueño que le apuesta al cine de terror 👻

Con el apoyo de la Administración Municipal, este joven cineasta está cumpliendo su sueño de producir historias de terror desde el corazón del Valle. 💪🎥 En Tuluá creemos en el talento local, lo impulsamos y lo transformamos en oportunidades reales. 🌟 Porque aquí, soñar también es una forma #ParaSerFelices. 💙💪🏼",117,"10/08/2025 16:33",N/A,https://www.facebook.com/reel/1120833529730361/,1,0,Videos,,,,,Total,3804,3164,344,268,47,29,42564.221,12.566,0,0,248,248,,,,0
1259250182908978,100064720237286,"Alcaldía de Tuluá","#Obras | Paso a nivel que conecta la Trinidad y el Tomás Uribe avanza en un 85%.

Con un 85% de avance, la Administración Municipal de Tuluá continúa con la construcción del paso a nivel de la Carrera 26B, una obra que conectará los barrios La Graciela, La Trinidad, Tomás Uribe y el Centro, mejorando significativamente la movilidad en este importante sector de la ciudad.

Lee la noticia completa: ⬇⬇⬇",,0,"10/08/2025 15:34",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nqqADmDazKZph3hAqU9iLxq1q7S2NzyuuNxm6bM1afDxLCHd6hNWXSFjV3SswNNal,0,0,Enlaces,,,,,Total,9443,6446,85,68,5,12,,,,,211,105,106,,,
1259248949575768,100064720237286,"Alcaldía de Tuluá","#Deportes | Barragán cuenta con monitor deportivo permanente gracias al alcalde Gustavo Vélez.

La Alcaldía Municipal de Tuluá, a través de la Secretaría de Deporte y la Recreación, continúa ampliando la oferta deportiva en la zona rural de Tuluá. Por primera vez, el corregimiento de Barragán cuenta con un monitor deportivo de manera permanente, quien está brindando recreación y deporte todos los días a los habitantes de este corregimiento.

Lee la noticia completa: ⬇⬇⬇",,0,"10/08/2025 15:32",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid05rsa3TmjBofWSGjxEkNGkgM3ikK3868UJqrAN7kvb8vVrj2ZyoeGK8RGtoBHGLufl,0,0,Enlaces,,,,,Total,2840,1840,89,68,5,16,,,,,46,18,28,,,
1258190629681600,100064720237286,"Alcaldía de Tuluá","#Obras | Ya está listo primer tramo que conecta en intercambiador de la 40 con el Fátima.

Con la pavimentación de 800 metros cuadrados, la Administración Municipal de Tuluá avanza en la construcción del tramo que conecta la Carrera 40 con el barrio Fátima, una obra estratégica que mejorará la movilidad, la conectividad y la calidad de vida de los tulueños.

Lee la noticia completa:⬇⬇⬇
",,0,"10/07/2025 13:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0bqw9pkAtYJsprt3hdfehPLXfw2YBQ9AFPopxoUYvutCM4afi7XjngQmAW4tpRinfl,0,0,Enlaces,,,,,Total,5402,3504,75,56,8,11,,,,,107,68,39,,,
1258094953024501,100064720237286,"Alcaldía de Tuluá","🎉🍲 ¡Prepárate para vivir el Primer Festival María Antonia Ruiz!

Este 11, 12 y 13 de octubre el Coliseo de Ferias Manuel Victoria Rojas se llenará de sabor, tradición, cultura y mucha música para todos 🎶✨

En el marco del Sexto Encuentro de Cocinas Tradicionales, celebramos lo que más nos une: la comida, las raíces y la alegría 💛

Nosotros ya estamos listos #ParaSerFelices… ¿y vos? 👀 Déjanos saber en los comentarios ⬇️","🎉🍲 ¡Prepárate para vivir el Primer Festival María Antonia Ruiz!

Este 11, 12 y 13 de octubre el Coliseo de Ferias Manuel Victoria Rojas se llenará de sabor, tradición, cultura y mucha música para todos 🎶✨

En el marco del Sexto Encuentro de Cocinas Tradicionales, celebramos lo que más nos une: la comida, las raíces y la alegría 💛

Nosotros ya estamos listos #ParaSerFelices… ¿y vos? 👀 Déjanos saber en los comentarios ⬇️",47,"10/07/2025 11:03",N/A,https://www.facebook.com/reel/782259498034808/,1,0,Videos,,,,,Total,2515,1959,60,46,1,13,16417.297,7.094,0,0,14,14,,,,0
1258003846366945,100064720237286,"Alcaldía de Tuluá","💪🏫 ¡El techo de la Antonia Santos ya está en transformación!

Durante años, estudiantes, docentes y padres de familia soñaron con este cambio… y hoy es una realidad 🙌✨

Más de 300 niños y niñas se verán beneficiados con espacios más seguros y dignos para aprender y crecer.

💙 En Tuluá seguimos transformando la educación y los espacios para nuestros niños y niñas. #ParaSerFelices","💪🏫 ¡El techo de la Antonia Santos ya está en transformación!

Durante años, estudiantes, docentes y padres de familia soñaron con este cambio… y hoy es una realidad 🙌✨

Más de 300 niños y niñas se verán beneficiados con espacios más seguros y dignos para aprender y crecer.

💙 En Tuluá seguimos transformando la educación y los espacios para nuestros niños y niñas. #ParaSerFelices",30,"10/07/2025 09:11",N/A,https://www.facebook.com/reel/1107385678231687/,1,0,Videos,,,,,Total,5125,3309,162,130,1,31,36365.194,8.233,0,0,95,95,,,,0
1257814293052567,100064720237286,"Alcaldía de Tuluá","#Deportes | Más de 300 tulueños le “pedalearon a la salud” en el gran Ciclopaseo Nocturno

Más de 300 tulueños participaron en el Ciclopaseo Nocturno “Pedalea tu Salud”, una iniciativa liderada por el alcalde Gustavo Adolfo Vélez, que promovió la actividad física, el bienestar y la unión familiar en una noche llena de alegría, deporte y comunidad para todos los tulueños. 

Lee la noticia completa: ⬇️⬇️⬇️
",,0,"10/07/2025 05:27",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02XmAaS91LQX8xqyWYECZzsjaeHwjRc456hTXuJeEfbhfkxnxSUfczUeYhLGfBJxLZl,0,0,Enlaces,,,,,Total,2731,1811,35,31,0,4,,,,,34,4,30,,,
1257074313126565,100064720237286,"Alcaldía de Tuluá","¡Listo el tramo que conecta la 40 con el Fátima!🚧🏗️

Así avanza la construcción del Intercambiador de la 40 con el  nuevo tramo que consta de 800 m² de pavimento rígido para mejorar la movilidad y la calidad de vida de los tulueños. ¡Estas son obras que transforman a Tuluá! 💪 #ParaSerFelices",,0,"10/06/2025 10:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03424cioqpNqER3aNbmP55v3ehED2VnZaJEgXCr5evmoB8rPuuhLC9dpm226qQssoXl,0,0,Fotos,,,,,Total,25526,13031,270,221,22,25,,,,,2805,817,,1988,,
1256017689898894,100064720237286,"Alcaldía de Tuluá",,,0,"10/05/2025 07:48",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Dic51yP5qYU3pFxa2Epw9WpY8h62i3PEShQb46Es43a43KEWyUM3Qafp2Nt3HeV6l,0,1,Fotos,,,,,Total,4046,2304,57,46,2,0,,,,,386,131,,255,,
1255417796625550,100064720237286,"Alcaldía de Tuluá","#Noticias | Desde el Ciclopaseo Nocturno “Pedalea tu Salud” te traemos las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Desde el Ciclopaseo Nocturno “Pedalea tu Salud” te traemos las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",74,"10/04/2025 16:00",N/A,https://www.facebook.com/reel/706375672471631/,1,0,Videos,,,,,Total,6082,5438,169,138,8,23,66267.047,12.044,0,0,235,235,,,,0
1255306839969979,100064720237286,"Alcaldía de Tuluá","🚴‍♀️✨ ¡Con alegría vivimos el gran Ciclopaseo Nocturno “Pedalea tu Salud”!

Más de 300 tulueños se unieron en bicicleta para recorrer las calles del municipio y disfrutar de un espacio lleno de salud, deporte y unión familiar.✨💙

Seguimos transformando los espacios para todos y promoviendo el bienestar de nuestras comunidades. 🌟💪 #ParaSerFelices 💙","🚴‍♀️✨ ¡Con alegría vivimos el gran Ciclopaseo Nocturno “Pedalea tu Salud”!

Más de 300 tulueños se unieron en bicicleta para recorrer las calles del municipio y disfrutar de un espacio lleno de salud, deporte y unión familiar.✨💙

Seguimos transformando los espacios para todos y promoviendo el bienestar de nuestras comunidades. 🌟💪 #ParaSerFelices 💙",47,"10/04/2025 12:33",N/A,https://www.facebook.com/reel/1845559512981865/,1,0,Videos,,,,,Total,3583,2719,110,89,2,19,19802.059,6.033,0,0,60,60,,,,0
1254441813389815,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Tuluá, referente regional en la protección de la niñez.

En el marco del séptimo Comité Interinstitucional de Erradicación del Trabajo Infantil (CIETI), que contó con la participación de la representante del Ministerio de Trabajo, se exaltó la labor del municipio de Tuluá por sus avances y resultados en la protección de la niñez.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/03/2025 13:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0KMuiBpruS7L4TG7ky1PJsky43VpbNVon2oz7GdK3LbdaxvU8eQn98iNY9iJ2RGC7l,0,0,Enlaces,,,,,Total,1836,1171,26,22,0,4,,,,,9,,9,,,
1254441486723181,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Jóvenes tulueños acceden a rutas de empleabilidad y primer empleo.

Los jóvenes tulueños beneficiarios del programa Renta Joven, tuvieron la posibilidad de acceder a las convocatorias públicas que ofrece el Estado colombiano en una jornada donde los participantes conocieron las rutas de empleabilidad.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/03/2025 13:26",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02B6hDY4YaUiDWjjCqSiTZNb1vLBfmbRv3m3V3ub3go2BJEKEhoJduw7pTiaDCYSTBl,0,0,Enlaces,,,,,Total,1426,910,18,15,0,3,,,,,8,1,7,,,
1254328596734470,100064720237286,"Alcaldía de Tuluá","🏡 Entregamos casas a familias en Siete Vueltas💪🏼

4 familias recibieron viviendas nuevas y 3 más mejoramientos en sus casas💙, después de perderlo todo en la ola invernal a principio de año.😔
Hoy cuentan con espacios dignos y seguros que transformarán sus vidas para empezar de nuevo. 💪🏼✨ #ParaSerFelices","🏡 Entregamos casas a familias en Siete Vueltas💪🏼

4 familias recibieron viviendas nuevas y 3 más mejoramientos en sus casas💙, después de perderlo todo en la ola invernal a principio de año.😔
Hoy cuentan con espacios dignos y seguros que transformarán sus vidas para empezar de nuevo. 💪🏼✨ #ParaSerFelices",98,"10/03/2025 10:15",N/A,https://www.facebook.com/reel/3352877718194935/,1,0,Videos,,,,,Total,4167,4061,146,86,11,49,34235.715,8.906,0,0,90,90,,,,0
1254198856747444,100064720237286,"Alcaldía de Tuluá","📚✨ ¡Estudiantes de Puerto Frazadas tendrán nuevos salones!
 
Entregamos materiales para iniciar la mejora de la Institución Educativa de este sector, con el propósito de brindar salones dignos y espacios de calidad donde nuestros jóvenes puedan aprender y soñar con un mejor futuro donde transformamos la educación #ParaSerFelices 🌱👩‍🏫👨‍🎓","📚✨ ¡Estudiantes de Puerto Frazadas tendrán nuevos salones!
 
Entregamos materiales para iniciar la mejora de la Institución Educativa de este sector, con el propósito de brindar salones dignos y espacios de calidad donde nuestros jóvenes puedan aprender y soñar con un mejor futuro donde transformamos la educación #ParaSerFelices 🌱👩‍🏫👨‍🎓",52,"10/03/2025 07:14",N/A,https://www.facebook.com/reel/772471332321787/,1,0,Videos,,,,,Total,5570,2294,323,259,23,41,53469.19,11.218,0,0,186,186,,,,0
