"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Toques en stickers","Visitas al perfil",Seguimientos,"Clics en el enlace"
18048044375553744,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,669,591,9,0,0,702,,,,
17872846614304593,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Último día 😎 Inscríbete ⬇️",11,"08/08/2025 11:50",,"Historia de Instagram",,Total,713,630,3,0,1,691,,1,,2
18015175109760796,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ÚLTIMO DÍA PARA INSCRIBIRTE⬇️",11,"08/08/2025 11:40",,"Historia de Instagram",,Total,1709,1256,3,4,1,679,,,,5
17978080862910710,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"08/08/2025 08:07",,"Historia de Instagram",,Total,652,601,3,0,0,652,,,,
17947056000000970,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy ✌🏽 📍 Plaza Cívica Boyacá",11,"08/08/2025 06:39",,"Historia de Instagram",,Total,646,595,2,0,0,654,,,,
18039602351651529,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY 🤩",32,"08/08/2025 06:38",,"Historia de Instagram",,Total,664,615,4,0,0,676,,,,
17993473250818389,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos el domingo ⬇️",11,"08/08/2025 06:17",,"Historia de Instagram",,Total,674,625,4,0,0,695,,,,
18048930632553130,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/08/2025 04:48",,"Historia de Instagram",,Total,1339,1048,5,1,0,880,,,,5
18085216204866689,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/07/2025 06:59",,"Historia de Instagram",,Total,1553,1254,8,0,0,848,,,,
18174239698339485,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la historia de Juan José
 Y su proceso en el Centro Cultural de Nariño🤩",15,"08/06/2025 16:31",,"Historia de Instagram",,Total,1617,1294,3,0,0,1025,,1,,
18020346497539994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/06/2025 10:45",,"Historia de Instagram",,Total,1150,1056,12,0,0,1057,,2,,
18083972320872575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 17:47",,"Historia de Instagram",,Total,891,813,9,0,0,819,,4,,
18146811910402410,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 11:21",,"Historia de Instagram",,Total,738,686,3,0,0,731,,,,
17990906786821913,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/05/2025 11:04",,"Historia de Instagram",,Total,739,692,3,0,0,760,,1,,
18035904872444602,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 10:29",,"Historia de Instagram",,Total,683,627,5,0,0,643,,,,
18047078846283353,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy último día 💪🏼",11,"08/05/2025 08:46",,"Historia de Instagram",,Total,698,657,3,0,0,714,,1,,1
17920259157132230,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestro Centro Día Para Ser Felices💙",23,"08/05/2025 08:29",,"Historia de Instagram",,Total,721,682,5,0,0,731,8,,,
18083193625852498,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,36,"08/05/2025 06:40",,"Historia de Instagram",,Total,697,634,6,0,0,713,,,,
17954531273993301,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"08/05/2025 06:39",,"Historia de Instagram",,Total,712,653,7,0,0,723,,1,,
18053073713563860,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 04:00",,"Historia de Instagram",,Total,687,609,3,0,0,696,,2,,
17930320620085585,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","C L A U S U R A Sesiones Ordinarias del ✅",11,"08/04/2025 17:12",,"Historia de Instagram",,Total,2510,1770,5,0,0,664,,1,,
18360564775146251,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/04/2025 15:10",,"Historia de Instagram",,Total,622,586,5,1,0,648,,,,7
18135812932427209,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"08/04/2025 14:56",,"Historia de Instagram",,Total,656,607,10,1,1,671,,,,
18524093416042716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"08/04/2025 13:48",,"Historia de Instagram",,Total,672,605,3,0,0,636,3,2,,
17855865240482240,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 10:30",,"Historia de Instagram",,Total,693,653,7,2,3,704,,,,
17890224255182116,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"08/04/2025 09:50",,"Historia de Instagram",,Total,719,664,4,1,0,775,,,,
18153762895344972,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:50",,"Historia de Instagram",,Total,758,687,8,0,0,806,,1,,
18522298633059901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:49",,"Historia de Instagram",,Total,766,695,4,0,0,736,10,,,
18060442946196692,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:47",,"Historia de Instagram",,Total,787,709,7,0,0,766,,,,
18499029460066331,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/04/2025 08:31",,"Historia de Instagram",,Total,1295,1046,4,6,2,927,,,,9
18036972398419185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hoy vence el plazo!😱 INSCRÍBETE EN EL",15,"08/04/2025 07:25",,"Historia de Instagram",,Total,1051,953,9,0,0,978,,3,,
18137321890422013,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,13,"08/02/2025 14:50",,"Historia de Instagram",,Total,952,865,7,4,0,917,,1,,
18043244429324767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 La Balastrera",15,"08/02/2025 14:50",,"Historia de Instagram",,Total,1012,942,4,0,0,1034,2,,,
18403618615118087,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 12:57",,"Historia de Instagram",,Total,804,755,3,0,0,818,,,,
17930891039961612,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuevo Episodio ⬇️⬇️⬇️ Escucha el",5,"08/02/2025 11:34",,"Historia de Instagram",,Total,1365,1066,1,0,0,712,,2,,
18078618448933442,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Liderazgo Transformador para Emprendimientos ✌🏽💪🏼",11,"08/02/2025 09:41",,"Historia de Instagram",,Total,705,658,6,0,0,723,,,,
18100562332595386,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 09:04",,"Historia de Instagram",,Total,691,650,6,0,0,715,,1,,
18051784283440136,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 09:04",,"Historia de Instagram",,Total,721,677,8,0,0,726,,,,
18063593690266293,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Más de 100 líderes comunales hoy participando del GRAN FORO COMUNAL✌🏽✅",11,"08/02/2025 08:57",,"Historia de Instagram",,Total,751,693,7,1,0,768,,,,
18053651222620819,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Jornada descentralizada  La Balastrera 📍",15,"08/02/2025 08:55",,"Historia de Instagram",,Total,782,709,8,0,0,803,,,,
18074347598480630,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos el gran FORO COMUNAL 2025💪🏼✅ Con líderes de Juntas de Acción Comunal",11,"08/02/2025 08:30",,"Historia de Instagram",,Total,770,717,5,0,0,747,,,,
18072561584070881,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/02/2025 08:21",,"Historia de Instagram",,Total,815,762,5,0,0,797,,2,,
18075706927791525,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,27,"08/01/2025 17:43",,"Historia de Instagram",,Total,895,757,6,0,0,785,,,,
17869325031334575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨Transformación ✨ Así se ve la de Tuluá💙🤩",44,"08/01/2025 15:55",,"Historia de Instagram",,Total,848,693,25,1,2,785,,1,,
17989782380827379,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así luce hoy nuestra entrada a la carrera 30 ✨ Con nuevas plantas que embellecen el paso 🌸🌷 📍 Sector Estambul",3,"08/01/2025 15:53",,"Historia de Instagram",,Total,839,707,7,0,0,457,,,,
18395812969187194,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/01/2025 15:32",,"Historia de Instagram",,Total,701,634,10,1,0,718,,,,
18008741603788226,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mañana ⬇️",11,"08/01/2025 15:16",,"Historia de Instagram",,Total,736,660,3,0,0,754,,,,
17975938016863518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,43,"08/01/2025 12:58",,"Historia de Instagram",,Total,695,628,4,2,0,708,,1,,
18102477217559698,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/01/2025 12:55",,"Historia de Instagram",,Total,699,645,3,0,0,733,,,,
17945940366001526,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana 😎✌🏽",11,"08/01/2025 12:48",,"Historia de Instagram",,Total,713,661,3,0,0,731,,,,
18067791695515344,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/01/2025 11:42",,"Historia de Instagram",,Total,736,674,5,0,0,736,,,,
18101916565512594,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"08/01/2025 10:00",,"Historia de Instagram",,Total,721,649,4,0,0,733,,,,
18035563364461789,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/01/2025 07:21",,"Historia de Instagram",,Total,1133,915,11,0,1,748,,2,,
18520288891015400,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Nuestros nuevos artistas!😎🤩",0,"07/31/2025 19:27",,"Historia de Instagram",,Total,779,674,7,0,0,785,,1,,
18075392665986410,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍BOX calle 23 ✌🏽😎 Visitando las obras que siguen transformando a Tuluá 😎🤩 @gustavovelezr",19,"07/31/2025 17:13",,"Historia de Instagram",,Total,4131,3250,16,2,1,745,,1,,
18091105285640557,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎶 Música 🎭 Teatro 💃 Danza 🎨 Artes Plásticas 27 tulueños hoy reciben su título 💪🏼 Técnico Laboral por 
Competencia en Artes✨",21,"07/31/2025 14:38",,"Historia de Instagram",,Total,860,689,12,0,1,723,,,,
18060615419585097,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ceremonia de grados Escuela Municipal de Artes🤩",7,"07/31/2025 14:30",,"Historia de Instagram",,Total,890,693,11,0,1,675,,,,
18518965549027468,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"07/31/2025 14:19",,"Historia de Instagram",,Total,696,613,8,0,0,715,,,,
18074091254092502,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/31/2025 13:43",,"Historia de Instagram",,Total,686,612,7,0,0,701,,4,,
18013237577767464,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/31/2025 11:35",,"Historia de Instagram",,Total,672,593,3,0,0,665,,1,,
18108175258532772,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy tenemos Medalla de Oro 🥇 
En Pesas (+71 kg)",11,"07/31/2025 11:29",https://instagram.com/stories/alcaldiadetulua/3689029201362170171,"Historia de Instagram",,Total,859,751,14,0,0,744,,,,
17982556796715214,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tenis de mesa 🏓  Categoría sub9 doble femenino 😎✌🏽 Medalla de Bronce 🥉  Vs. Zarzal ✌🏽",11,"07/31/2025 08:55",https://instagram.com/stories/alcaldiadetulua/3688951919134583591,"Historia de Instagram",,Total,855,721,8,1,1,748,,,,
18286918306258520,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestra Selección Tuluá de Fútbol  hoy en semifinales con Palmira 🤩⚽️",11,"07/31/2025 08:53",https://instagram.com/stories/alcaldiadetulua/3688950561941659908,"Historia de Instagram",,Total,842,734,12,0,0,716,,,,
18314796046213999,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/31/2025 08:51",,"Historia de Instagram",,Total,672,599,3,0,0,691,,,,
18096809938546143,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Corregimiento Piedritas vereda Cocorná Entregamos Insumos a la Asociación ASODUCAR✅💪🏼",24,"07/31/2025 08:34",,"Historia de Instagram",,Total,692,616,5,0,0,712,,,,
18137675071429159,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,43,"07/31/2025 08:17",,"Historia de Instagram",,Total,725,625,5,0,0,746,,,,
18051360992617911,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Este sábado no te lo pierdas ⬇️",11,"07/31/2025 08:14",,"Historia de Instagram",,Total,744,651,2,0,0,762,,3,,3
18066558953159304,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,29,"07/30/2025 21:15",,"Historia de Instagram",,Total,853,690,5,0,0,741,,1,,
18074049163973228,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/30/2025 17:35",,"Historia de Instagram",,Total,660,540,3,0,0,618,,2,,
17925974585984768,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/30/2025 15:15",,"Historia de Instagram",,Total,576,512,4,0,0,594,,,,
17886855411326444,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 09:49",,"Historia de Instagram",,Total,865,832,7,0,0,939,,1,,
17861014737443844,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/20/2025 09:27",,"Historia de Instagram",,Total,903,866,15,2,0,974,17,1,,
18512218768044908,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/30/2025 11:26",,"Historia de Instagram",,Total,2164,1505,6,0,0,563,,,,
18165418330318659,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Julia Restrepo  vs. Comfandi🏐 Voleibol 😎",11,"07/30/2025 10:32",https://instagram.com/stories/alcaldiadetulua/3688275874106278373,"Historia de Instagram",,Total,794,668,7,2,2,592,,,,
18047429777561455,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/30/2025 09:26",,"Historia de Instagram",,Total,569,494,6,0,0,595,,,,
18092084251637955,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Consejo Consultivo de Turismo✅💪🏼 Hoy participando del",11,"07/30/2025 09:11",,"Historia de Instagram",,Total,583,511,4,0,1,597,3,1,,
18177098035326883,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención ‼️🚨 Usuarios de Colombia Mayor",11,"07/30/2025 08:45",,"Historia de Instagram",,Total,564,509,3,0,0,594,,,,
18098737078607191,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/30/2025 08:38",,"Historia de Instagram",,Total,591,525,6,0,0,626,,,,
17976448307887280,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Aún estás a tiempo 😎✌🏽",11,"07/30/2025 08:33",,"Historia de Instagram",,Total,594,531,4,0,1,639,,1,,
18364443637151192,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/30/2025 07:45",https://instagram.com/stories/alcaldiadetulua/3688191531128436172,"Historia de Instagram",,Total,862,723,5,0,0,634,4,,,
17987584328836125,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos nuestros Hoy con Fútbol de salón⚽️ VS. Guillermo Ponce
 de León Julio César 
Zuluaga Juegos Intercolegiados😎✌🏽",11,"07/30/2025 07:03",https://instagram.com/stories/alcaldiadetulua/3688170734812668843,"Historia de Instagram",,Total,894,759,10,1,0,655,,1,,
18123843961462035,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,25,"07/29/2025 18:38",,"Historia de Instagram",,Total,615,563,4,0,0,615,,1,,
18058613789068389,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 17:51",,"Historia de Instagram",,Total,604,552,9,0,0,615,4,1,,
18093555004645017,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 17:49",,"Historia de Instagram",,Total,2241,1675,7,1,3,603,,,,
17893499043294093,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Regresó la RUTA DE LA FELICIDAD😎✌🏽",11,"07/29/2025 15:42",,"Historia de Instagram",,Total,622,551,3,0,0,656,,,,
17982711779714873,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 14:40",,"Historia de Instagram",,Total,626,553,2,0,0,678,,,,
18090826816737432,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 14:39",,"Historia de Instagram",,Total,664,568,3,0,0,693,2,,,
18039301676343688,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 14:39",,"Historia de Instagram",,Total,670,580,2,0,0,711,5,1,,
18154587757377002,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/29/2025 14:39",,"Historia de Instagram",,Total,706,609,3,0,0,739,,1,,26
18140686168414195,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/29/2025 13:10",,"Historia de Instagram",,Total,768,702,2,0,0,791,,,,
17982357350714247,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/29/2025 10:51",,"Historia de Instagram",,Total,1702,1322,9,0,0,969,,2,,
18058102796524260,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/28/2025 16:50",,"Historia de Instagram",,Total,1094,967,6,1,1,1032,,1,,
17855064588481955,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Calle 29a",11,"07/28/2025 14:44",,"Historia de Instagram",,Total,1270,1107,16,1,1,1117,,3,,
18092917483729449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/28/2025 10:52",,"Historia de Instagram",,Total,820,767,10,0,0,821,,2,,
17902895592237764,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/28/2025 06:58",,"Historia de Instagram",,Total,1828,1366,4,0,0,797,,,,2
18069749563895825,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/28/2025 06:47",https://instagram.com/stories/alcaldiadetulua/3686712876816481708,"Historia de Instagram",,Total,1344,1141,10,0,0,796,5,,,
18058380023061307,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/28/2025 06:45",,"Historia de Instagram",,Total,827,794,7,0,0,813,,1,,
17914949259039864,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/27/2025 15:51",,"Historia de Instagram",,Total,697,634,8,0,0,697,,4,1,
18052641161573105,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven y disfruta del último día🏁 Estaremos hasta las 🕧6:00p. m.",4,"07/27/2025 13:49",,"Historia de Instagram",,Total,686,638,3,0,0,640,,,,
18287979868265619,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/27/2025 13:47",,"Historia de Instagram",,Total,720,651,4,2,1,748,,1,,
17950232163002261,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","El parche hoy es en 1/4 de Milla Tuluá😎🔥🏁",11,"07/27/2025 13:06",,"Historia de Instagram",,Total,4455,3654,9,3,1,721,3,1,,
18179750176326959,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/27/2025 12:04",,"Historia de Instagram",,Total,698,643,6,0,1,713,,,,
17869072632411784,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/27/2025 11:42",,"Historia de Instagram",,Total,707,648,8,0,0,669,4,,,
18110442928518973,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"07/27/2025 11:15",,"Historia de Instagram",,Total,701,649,6,0,0,685,,,,
17869629096327848,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/27/2025 09:54",,"Historia de Instagram",,Total,710,658,9,0,0,728,,1,,
18133090342439621,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"07/27/2025 09:48",,"Historia de Instagram",,Total,731,665,8,0,0,729,2,,,
17877853254260083,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","LLENA 😎 Casa ¡Ven ahora!😎🔥",20,"07/27/2025 09:46",,"Historia de Instagram",,Total,772,696,8,0,0,768,,,,
18047222072252519,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos nuestro segundo día Con toda la Adenalina 🔥🏁 @cuartodemillatulua_2025",8,"07/27/2025 09:43",,"Historia de Instagram",,Total,3222,2573,10,0,0,752,8,,,
18371485708178969,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/27/2025 04:46",,"Historia de Instagram",,Total,728,673,6,0,0,760,,,,
18071295598866276,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/27/2025 04:45",,"Historia de Instagram",,Total,769,706,6,0,0,777,2,2,,
18064951985273561,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 18:01",,"Historia de Instagram",,Total,724,671,14,1,0,746,,1,,
18083913547842550,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 18:00",,"Historia de Instagram",,Total,752,693,19,0,0,755,8,,,
18194899552315259,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","45 segundos 🚨 Llegaron los",15,"07/26/2025 16:42",,"Historia de Instagram",,Total,757,685,13,0,0,718,,10,,
18171240559347639,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 16:17",,"Historia de Instagram",,Total,760,698,12,0,1,768,4,,,
18073120702999662,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"07/26/2025 16:17",,"Historia de Instagram",,Total,796,730,12,0,0,778,12,,,
17913155034157135,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 12:45",,"Historia de Instagram",,Total,747,699,13,0,1,720,,3,,
18070717481009644,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"07/26/2025 11:22",,"Historia de Instagram",,Total,758,702,10,2,0,780,2,,,
18053045465612241,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 10:21",,"Historia de Instagram",,Total,779,715,11,0,1,799,7,,,
18083487298842798,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🎙️Escucha ahora:",11,"07/26/2025 10:14",,"Historia de Instagram",,Total,1722,1341,7,0,0,830,,1,,9
18187956037315968,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/26/2025 10:10",,"Historia de Instagram",,Total,831,771,17,0,0,783,,,,
17890769034293263,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Aeropuerto Heriberto Gil Martínez @cuartodemillatulua_2025",25,"07/26/2025 10:09",,"Historia de Instagram",,Total,865,789,15,3,0,865,4,,,
18072046282991628,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Se siente la adrenalina a tope en  1/4 Milla 🔥",11,"07/26/2025 09:44",,"Historia de Instagram",,Total,947,841,16,0,0,863,,4,,
18057649874377150,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"07/25/2025 15:33",,"Historia de Instagram",,Total,658,597,4,0,0,705,,5,,3
17884071402343270,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡20 computadores nuevos!😎✌🏽 📍Punto Innova San Pedro Claver",15,"07/25/2025 15:31",,"Historia de Instagram",,Total,684,624,5,0,0,682,,1,,
17894365446260371,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"07/25/2025 12:10",,"Historia de Instagram",,Total,596,542,3,0,0,636,9,,,
18088639933666611,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 12:09",https://instagram.com/stories/alcaldiadetulua/3684700447118796606,"Historia de Instagram",,Total,763,682,4,0,0,623,2,1,,
18029646377699096,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 09:46",,"Historia de Instagram",,Total,524,494,2,0,0,509,,1,,
18069669176487449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 09:14",,"Historia de Instagram",,Total,542,507,2,0,0,537,2,,,
18049516547208324,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,24,"07/25/2025 09:13",,"Historia de Instagram",,Total,507,484,2,0,0,520,2,,,
18144699727392199,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,45,"07/25/2025 09:13",,"Historia de Instagram",,Total,513,489,3,0,0,527,,,,
17981609978852077,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,42,"07/25/2025 09:08",,"Historia de Instagram",,Total,517,492,4,0,0,534,,,,
18086636098775396,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 08:53",,"Historia de Instagram",,Total,531,493,3,0,0,553,,,,
18149655967390710,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros talentosos artistas tulueños ✌🏽",15,"07/25/2025 08:53",,"Historia de Instagram",,Total,578,506,5,0,0,606,,,,
18335811910167746,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros jóvenes deportistas 😎✌🏽",15,"07/25/2025 07:59",https://instagram.com/stories/alcaldiadetulua/3684574679600793778,"Historia de Instagram",,Total,1174,948,9,1,0,563,11,,,
18039040631369446,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Asesorías jurídicas gratuitas ✅ Formalización y legalización de predios 💪🏼 📍 Primer Piso Alcaldía Municipal ¡Te esperamos para atenderte!🙌🏼",11,"07/25/2025 07:57",,"Historia de Instagram",,Total,557,497,2,0,0,587,,,,
17932876950070227,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍Primer piso 
Alcaldía Municipal",11,"07/25/2025 07:48",,"Historia de Instagram",,Total,797,676,2,0,0,584,,1,,
17919400605076996,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 07:44",,"Historia de Instagram",,Total,584,509,4,0,0,601,,,,
17935286289068031,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Información importante ⬇️",11,"07/25/2025 07:37",,"Historia de Instagram",,Total,575,508,1,0,0,624,,,,
17880800556243847,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 07:36",,"Historia de Instagram",,Total,582,521,1,0,0,602,,2,,
17919111237012406,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"07/25/2025 06:27",,"Historia de Instagram",,Total,584,522,1,0,0,609,,,,
17876189499273731,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"07/25/2025 06:16",,"Historia de Instagram",,Total,610,538,4,0,0,614,,,,
