Registro,Dispositivo,Fecha de nacimiento,Género,¿Qué tan satisfecho está con su vida actualmente?,¿Hasta qué punto siente que las cosas que hace en su vida diaria valen la pena?,"<b>Pensando en tu bienestar emocional, ¿qué tan feliz o ansioso(a) te sentiste ayer?</b>",<b>¿Qué aspecto cambiarías en Tuluá para mejorar tu bienestar y el de los demás?</b>,¿Mejorarías algo en tu Barrio?,¿En que barrio resides y que harías para mejorarlo?,Duración
2024-10-23 21:39:50,phone,1980-02-12,female,9,9,Neutral,La inseguridad,NO,Lomitas,01:26
2024-10-23 21:16:26,phone,1951-10-15,female,10,,Feliz,La inseguridad mediante las  vacunas  de los grupos terroristas.,NO,Victoria,02:47
2024-10-23 21:13:14,phone,1985-08-31,female,2,2,Muy ansioso,"Una ciudad con oportunidad laboral, una ciudad tranquila sin violencia sin el miedo constante de salir a la calle y encontrarte con que te asalten o con la muerte, he sido víctima en varias ocasiones de asaltos y eso me dejó traumatizada",SI,"Fátima, poner cámaras y alarmas comunitarias y mas iluminación",02:27
2024-10-23 21:11:36,phone,1960-11-16,female,6,10,Feliz,La seguridad y los centros de salud,SI,"Villacampestre,  arreglar las calles",01:28
2024-10-23 20:56:06,phone,1997-07-30,female,6,4,Muy ansioso,"Muchas cosas, empezando por el orden público, lleno de policías y agentes de tránsito corrupto y tenemos un alcalde que se la pasa escondido por miedo.",SI,"Bosques de Maracaibo, la junta de acción comunal tiene el barrio un poco desamparado, está sucio y con basura",01:17
2024-10-23 20:15:38,phone,1991-01-08,male,8,10,Feliz,"Traer inversión extranjera de empresas que generen oportunidades de empleo, y traería nuevas universidades para ampliar la oferta educativa en el municipio",SI,"Saman del norte, mejorar el acceso en las vias y un reordenamiento vial, es uno de los barrios con mayor accidentalidad del municipio",02:53
2024-10-23 19:49:21,phone,1967-06-05,male,8,8,Feliz,La inseguridad,SI,"La herradura,  más iluminacion",01:15
2024-10-23 19:00:18,phone,1976-03-08,female,8,10,Feliz,Más oportunidades para niños y jóvenes,SI,"Albernia, camaras de vigilancia",02:22
2024-10-23 18:39:37,phone,2003-06-09,female,10,10,Neutral,,,,00:36
2024-10-23 16:44:00,phone,1958-04-16,male,8,8,Muy ansioso,Colocar luces a la cancha de fútbol en el barrio el Bosque y colocar más seguridad.,,,01:40
2024-10-23 16:22:04,phone,1995-12-31,male,5,4,Un poco ansioso,Campañas de estudio para todos en distintas ramas y oportunidades laborales para los jóvenes,,,01:05
2024-10-23 15:52:44,phone,1974-10-29,female,10,,Neutral,Inseguridad,,,00:35
2024-10-23 15:29:14,phone,1983-06-23,female,7,8,Un poco ansioso,La inseguridad,,,01:18
2024-10-23 15:14:14,phone,1991-03-04,female,6,7,Un poco ansioso,"Mi trabajo, quiero un trabajo con mejor salario",,,00:49
2024-10-23 13:46:34,computer,1988-02-29,male,10,10,Feliz,,,,00:50
2024-10-23 12:03:46,phone,1991-04-15,male,7,10,Feliz,Más inversión en lo social educación recreación y bienestar además de empleo,,,01:13
2024-10-23 09:42:41,phone,2008-02-10,male,0,0,Temo por mi vida,El Alcalde,,,00:43
2024-10-23 09:16:38,phone,1955-03-31,male,8,8,Neutral,De seguridad,,,02:54
2024-10-23 07:52:17,phone,1977-08-31,male,10,10,Muy Feliz,"Recuperación de muchos andenes y calles en toda la ciudad. Construcción de andenes sobre la recta ente la piscina olímpica y los olivos. Señalización de las vías, hace mucha falta. La contunuacion de la calle que va desde la Herradura hasta el paso nivel de la calle 25 con  proyecto actual de calles",,,08:29
2024-10-23 06:52:53,phone,1973-12-10,male,8,10,Feliz,"Seguridad, oportunidades para los jóvenes",,,05:25
2024-10-23 02:07:29,phone,1972-04-21,female,7,7,Neutral,La inseguridad,,,02:50
2024-10-23 01:09:42,phone,1991-09-19,female,8,9,Neutral,"Mejoramiento de la economía y seguridad, que la gente no tenga miedo a invertir en Tulua y a apoyar el comercio local",,,04:25
2024-10-22 23:46:44,phone,2002-02-12,female,3,4,Un poco ansioso,Me gustaría que hubieran lugares más iluminados y más acompañamiento policíal en bosques yde Maracaibo,,,02:30
2024-10-22 23:12:41,phone,1984-08-14,male,7,7,Neutral,"Posicionamiento de industria en Tuluá, para obtener un mejor empleo. Construcción entidades de salud nivel 3 y 4 para no gastar, tiempo, dinero e integridad trasladándome hasta Cali.",SI,Ciudadela parque Central (Moreno Tafurt). Instalación de puestos de salud.,37:41
2024-10-22 22:00:46,phone,1987-02-07,female,0,0,Temo por mi vida,"La inseguridad, desigualdad, desempleo, falta de oportunidades, la violencia, el maltrato animal",,,02:25
2024-10-22 21:50:57,phone,1966-08-15,male,3,5,Temo por mi vida,"Oportunidad de empleo, que no saquen los trabajadores por cambio de administración, lo e vivido dos veces y es lo peor.",,,01:52
2024-10-22 21:42:27,phone,1975-07-23,female,4,4,Neutral,"La extorsión, los huecos sobre todo los de centroaguas q no tapan buen y nadie dice nada , la corrupción de los gobernantes, la falta de oportunidades",,,02:51
2024-10-22 20:36:36,phone,1968-05-04,male,,3,Temo por mi vida,,,,00:49
2024-10-22 20:12:16,phone,1963-04-08,male,1,3,Un poco ansioso,Gue degen trabájar lgente enlascalles esomuebe el Pueblo porgue hitrbajo paratodo mundoo yaiplata Paratodos,,,05:47
2024-10-22 19:01:23,computer,1954-11-12,female,8,8,Feliz,"LA SEGURIDAD , AUNQUE HA MEJORADO",,,01:27
2024-10-22 18:28:33,phone,1966-09-17,female,9,9,Neutral,"Más Seguridad para nuestras Vidas, porque lamentablemente el pueblo que nos ha visto nacer es algo invisible😢 Que la canasta familiar y los servicios que debemos pagar si o si sean más accesibles para todos…",,,03:24
2024-10-22 18:22:04,phone,1980-05-31,female,5,6,Neutral,"La seguridad ,ya que uno tiene ganas de progresar montar negocio pero la verdad da miedo",,,02:10
2024-10-22 16:39:55,phone,1974-10-06,female,7,7,Un poco ansioso,,,,01:24
2024-10-22 09:50:46,phone,1940-08-26,male,6,5,Neutral,Cambiar... No. Mejorar la educación.,,,02:49
2024-10-22 04:51:09,phone,2005-08-08,female,8,5,Feliz,"Mi gustaría que ayudarán más a la comunidad, Y dieran más empleo",,,01:46
2024-10-22 04:49:03,phone,1985-10-27,female,8,10,Temo por mi vida,Seguridad,,,01:08
2024-10-22 04:01:31,phone,1972-03-04,female,10,10,Un poco ansioso,Hacer las cosas bien en mi trabajo,,,00:49
2024-10-21 21:59:51,phone,1979-09-30,male,10,9,Neutral,Seguridad  y sin extorsión,,,01:22
2024-10-21 21:16:19,phone,1963-05-05,male,1,,Muy ansioso,,,,00:43
2024-10-21 20:50:43,phone,1961-09-07,female,3,3,Neutral,"Más ayuda al adulto mayor..recreación,,apoyo..",,,02:05
2024-10-21 20:12:30,phone,1980-03-29,female,10,9,Un poco ansioso,La seguridad,,,00:42
2024-10-21 19:48:26,phone,1976-11-02,female,8,9,Feliz,"Más sitios de entretenimiento, centros comerciales con marcas novedosas, paseos ecológicos, etc.",,,01:41
2024-10-21 19:06:17,phone,1985-08-30,female,5,5,Muy ansioso,La seguridad y actividades deprotivas en todos los barrios para niños y adultos,,,01:39
2024-10-21 18:45:14,phone,1981-09-04,male,3,5,Temo por mi vida,La seguridad,,,00:37
2024-10-21 18:19:37,phone,2000-04-10,male,8,6,Un poco ansioso,Seguridad,,,00:38
2024-10-21 17:11:33,phone,1966-09-06,female,8,9,Feliz,Cumplimiento de las normas de tránsito,,,00:47
2024-10-21 16:10:48,phone,1997-06-07,male,7,7,Neutral,Más seguridad,,,00:49
2024-10-21 14:25:43,phone,1972-03-29,female,7,7,Feliz,Seguridad,,,00:33
2024-10-21 14:03:38,phone,1990-08-26,female,5,5,Muy ansioso,Trabajo estable,,,00:29
2024-10-21 13:58:46,phone,2023-05-24,male,7,8,Feliz,Diría que la seguridad,,,00:38
2024-10-21 13:44:53,phone,1990-08-10,male,0,0,Muy ansioso,"Que renuncie el señor Alcalde Gustavo Vélez Román y toda su caterva de compinches incompetentes. Pusieron a la población tulueña y al comercio como carne de cañon en su guerra personal, dejo claro que la Oficina es una banda de delincuentes y que les caiga todo el peso de la ley.",,,03:46
2024-10-21 12:45:17,phone,1993-11-12,male,5,8,Un poco ansioso,"Mejores oportunidades de trabajo, para tener una mejor vida",,,00:53
2024-10-21 12:41:22,phone,2000-07-04,female,8,10,Muy Feliz,"La seguridad, poder emprender sin miedo, poder salir sin miedo, poder encontrar más desarrollo, que deje de parecer un pueblo y se parezca más a una ciudad.",,,01:14
2024-10-21 11:49:48,phone,1998-01-26,female,5,3,Muy ansioso,La seguridad,,,00:30
2024-10-21 11:21:07,computer,1985-07-10,male,10,6,Neutral,mas aopyo a los comerciantes para que no se tenga que ir de tuluá y atacar con mas fuerza a las bandas criminales,,,01:26
2024-10-21 09:44:26,phone,1956-11-02,male,7,9,Neutral,Lo más importante seguridad con seguridad viene todo lo demás y mejorar el servicio de salud,,,02:39
2024-10-21 09:20:13,phone,1981-06-05,female,8,10,Feliz,Mayor inversión social; no somos cemento ni vias.,,,01:04
2024-10-21 08:29:02,phone,1984-07-18,female,6,10,Muy ansioso,La seguridad tiene que mejorar en todos los aspectos y el abuso de los servicios públicos,,,02:56
2024-10-21 02:15:10,phone,1978-08-26,female,4,3,Un poco ansioso,Mejorar la seguridad y la dinámica de la economía que se encuentra en decadencia.,,,00:54
2024-10-21 02:13:33,phone,1978-04-10,male,8,8,Temo por mi vida,Condiciones de ingreso y salida de mi barrio ejemplo pavimento y demarcación cambiar aspecto deprimido del sector,,,01:55
2024-10-21 00:45:04,computer,1967-09-11,female,6,8,Un poco ansioso,"Arborización de las vías, espacios públicos con frutales nativos, las altas temperaturas mortifican y enferman. La contaminación auditiva mejorar. Actividad cultural, acceso a la educación de calidad y sobre todo empleo para la gente",,,03:50
2024-10-20 23:25:29,phone,1982-05-16,female,6,6,Un poco ansioso,Faltan más actividades culturales y deportivas gratuitas para toda la comunidad,,,00:44
2024-10-20 23:19:51,phone,1965-09-06,male,0,,Neutral,Que hayan más sitios como clínicas oficinas y sitios bancarios con unas buenas rampas para nosotros las personas en condición de discapacidad,,,03:30
2024-10-20 23:03:23,phone,1968-12-02,female,10,10,Neutral,Haya seguridad.,,,01:28
2024-10-20 22:54:16,phone,1951-10-06,male,9,9,Muy Feliz,Que la administración municipal fortalezca al campo,,,02:38
2024-10-20 22:44:15,phone,1955-04-16,male,8,,Feliz,La recuperación económica y social,,,00:27
2024-10-20 22:07:31,phone,1954-11-11,female,,,Un poco ansioso,La falta de pertenencia de algunase personas ydel go ierno municipal.,,,01:31
2024-10-20 20:11:33,phone,1986-07-31,female,7,8,Feliz,Super bien,,,00:34
2024-10-20 18:57:38,phone,1962-10-15,male,6,3,Un poco ansioso,Seguridad,,,01:40
2024-10-20 17:40:58,phone,1956-04-17,male,8,10,Feliz,Mejorar la presencia de las autoridades en todos los aspectos,,,02:03
2024-10-20 17:18:08,phone,1975-07-02,female,8,10,Feliz,Las extorsiones,,,01:18
2024-10-20 11:03:27,phone,1955-10-07,male,10,10,Muy Feliz,La seguridad,,,01:07
2024-10-20 11:02:49,phone,1970-03-28,male,5,3,Un poco ansioso,Más seguridad,,,00:59
2024-10-20 10:34:45,phone,2010-07-20,female,7,7,Neutral,Seguridad,,,01:13
2024-10-20 10:33:57,phone,1970-10-19,female,9,10,Feliz,Mejorar la seguridad,,,01:15
2024-10-20 10:19:26,phone,1969-07-30,female,10,10,Muy Feliz,"La seguridad, la falta de cultura ciudadana con las basuras y con el cumplimientobde las normas de transito",,,02:13
2024-10-20 01:38:27,phone,1967-09-04,male,6,7,Muy ansioso,Lo cultural y la recreación,,,02:17
2024-10-20 01:33:19,phone,1964-05-30,male,8,9,Neutral,La corrupcion,,,00:47
2024-10-19 23:28:36,phone,1949-09-09,male,7,10,Un poco ansioso,Seguridad,,,01:04
2024-10-19 22:39:58,phone,1991-03-04,female,9,10,Muy Feliz,"Que nos entreguen los lotes de Terranova que el alcalde actual se gastó la plata y se olvidó de su pueblo. La seguridad, generación de empleo, arreglo de vías y apoyo de la alcaldía",,,03:36
2024-10-19 21:01:56,phone,1980-01-17,female,4,7,Un poco ansioso,Que hicieran una calle de rumb paradultosnuna viejotec para conocer gente compartir exoeriencias,,,00:55
2024-10-19 20:28:54,phone,1977-11-20,female,6,6,Neutral,Más entretenimiento..,,,01:04
2024-10-19 19:03:46,phone,1962-08-20,male,8,8,Feliz,"La corrupción, intereses personales de los alcaldes, la falta de compromiso del servicio a la comunidad, el abandono de vías y parques.",,,04:54
2024-10-19 18:23:24,phone,1977-02-22,female,8,7,Un poco ansioso,"Ante todo su seguridad, y más oportunidades de empleo",,,01:11
2024-10-19 18:17:30,phone,1955-07-28,female,10,10,Feliz,La seguridad,,,00:38
2024-10-19 17:35:11,phone,1961-03-05,female,10,10,Muy Feliz,"Más oportunidades de laborar para el adulto mayor de 60. Sistema de salud. Estratificación en barrios, donde las casas están rodeadas de talleres mecánicos, casa de cita, bebederos y manejan estrato 3. En calle 18 con cra 28 A seguridad peatonal. Rebajar tarifa de Barrido de calle y alumbrado. 🤝",,,09:44
2024-10-19 17:08:35,phone,1973-10-17,male,9,10,Feliz,En lo físico las vías internas en la ciudad están tanto el deterioro de ellas.  Plantaría flores en las entradas a nuestro municipio jardines se puede hacer  Con respecto a las personas trataría de armonizar y generar sentido de pertenencia en cada uno de los habitantes de nuestro municipio,,,02:36
2024-10-19 14:44:31,phone,1988-02-08,female,6,6,Un poco ansioso,La violencia que consigo a trsido desempleo,,,00:55
2024-10-19 13:55:18,phone,1989-06-05,female,9,9,Neutral,"Aumentar la seguridad, que se entregue el proyecto de Terranova liderado por la alcaldía e infitulua pues hace 5 años que están en mora de responder a los ciudadanos que invertimos allí",,,01:33
2024-10-19 12:31:06,phone,1979-08-15,female,,3,Temo por mi vida,"La delincuencia,la extorsión, q conllevan a pobreza y ambre",,,01:00
2024-10-19 11:17:25,phone,1985-02-26,male,10,9,Muy Feliz,Que renuncie el inepto del alcalde que no sirve pa un culo,,,00:38
2024-10-19 09:39:11,phone,1974-10-17,female,9,9,Neutral,La inseguridad,,,01:03
2024-10-19 08:02:02,phone,1962-12-20,male,7,9,Un poco ansioso,"La seguridad, creo que es algo que deve cambiar por el bien de todos",,,02:14
2024-10-19 02:48:27,phone,1962-04-04,female,10,10,Feliz,Taparia las calles rotas,,,01:33
2024-10-19 01:50:42,phone,1991-09-19,female,5,6,Temo por mi vida,"Que esa pregunta sobra, la seguridad en Tuluá está pésima, se tiraron la cuidad, el comercio ...todo está carisimo es el colmo ..tantos años de trabajo y estamos viendo empresas cerrar todos los días ...es una presión psicológica , es muy triste ver la cara de las personas de preocupación .el señor❤",,,02:45
2024-10-19 01:41:48,phone,1955-04-16,male,8,10,Feliz,Inversión y recuperación de centro de comercialización y prestación de servicios,,,00:52
2024-10-19 00:45:36,phone,1998-10-23,female,10,10,Feliz,La seguridad para la ciudadanía y los empresarios independientes,,,01:11
2024-10-19 00:44:35,phone,1991-05-31,female,9,10,Feliz,"La seguridad, la tolerancia, el respeto por el peaton, crear cultura.",,,03:31
2024-10-18 23:23:59,phone,1960-07-15,male,1,,Feliz,Trabajo es difícil para los de la tercera edad,,,01:36
2024-10-18 22:34:04,phone,1990-09-04,female,5,6,Un poco ansioso,La seguridad y la movilidad,,,00:36
2024-10-18 21:47:54,phone,1978-01-24,female,6,6,Neutral,que los jóvenes que consuman sus drogas no lo hagan en los parques qué están los niños jugando.hacer mas programas culturales  en los barrios para entretener y hacer propaganda . en las escuelas hacer mas actividades con los niños .en diciembre la calle Sarmiento cerrar para poder andar tranquilos.,,,10:40
2024-10-18 21:04:32,phone,1971-03-28,female,5,7,Un poco ansioso,"Que todos puedan trabajar tranquilos, más empleo,más posibilidades de progreso, Tuluá no ofrece planes de vivienda",,,03:55
2024-10-18 20:14:31,phone,1974-06-11,female,10,10,Neutral,Seguridad  Movilidad,,,01:36
2024-10-18 20:09:35,phone,1948-01-31,male,7,9,Feliz,Que se arreglen las calles de la ciudad,,,02:21
2024-10-18 19:35:12,phone,1991-11-13,female,10,10,Temo por mi vida,Más seguridad,,,00:29
2024-10-18 17:26:03,phone,1958-06-30,female,10,10,Un poco ansioso,Justicia,,,01:13
2024-10-18 17:07:02,phone,1968-07-22,female,9,10,Muy Feliz,Más portunidad de empleo para personas mayores,,,02:08
2024-10-18 16:50:52,phone,1954-10-09,male,8,8,Un poco ansioso,,,,00:55
2024-10-18 16:22:42,computer,1980-04-21,male,0,0,Muy ansioso,Fuentes de trabajo,,,00:35
2024-10-18 16:08:52,phone,1992-08-11,male,10,8,Neutral,La seguridad,,,00:30
2024-10-18 16:01:16,phone,1984-10-08,female,6,7,Neutral,Posible emprendimiento,,,00:47
2024-10-18 14:12:33,computer,1978-06-18,male,6,6,Un poco ansioso,Mejorar las medidas de seguridad y labores,,,13:33
2024-10-18 14:08:37,phone,1996-12-13,male,6,6,Muy ansioso,Que las personas tengan empleo y la seguridad social,,,00:55
2024-10-18 13:44:03,phone,1948-06-20,male,9,8,Feliz,Nada,,,01:25
2024-10-18 09:59:10,phone,1956-12-10,female,10,10,Feliz,Pues para mi que me paimentara mi calle 14 de el Barrio Villa Liliana y para todos la tranquilidad y el vienestar social y Economico y en la salud,,,05:05
2024-10-18 09:15:36,phone,1971-02-18,female,5,5,Neutral,Mejores opciones de empleos,,,03:38
2024-10-18 08:24:04,phone,1974-08-02,male,7,8,Feliz,"La seguridad y las vias, las vías estan muy mal,  hay muchos huecos gigantescos en las periferias del centro, las compañías que realizan algunas obras y hacen huecos en las vias,.los dejan mal arreglados y estos al.poco tiempo se transforman en baches q en algunas oportunidades ocasionan accidentes",,,03:57
2024-10-18 07:44:17,phone,1970-11-04,male,8,8,Feliz,La cultura de las personas,,,01:48
2024-10-18 02:44:19,phone,1965-09-24,female,5,10,Feliz,"La suciedad de las calles, los excrementos de los perros que las personas dejan tirados",,,01:59
2024-10-18 02:35:34,phone,1988-05-20,female,8,10,Muy Feliz,Más seguridad y más parques para los niños,,,01:02
2024-10-17 23:50:50,phone,1960-05-16,female,7,10,Neutral,El aspecto de las vías veredales que con el verano generan demasiado polvo y con ello problemas respiratorios,,,02:22
2024-10-17 23:36:00,phone,1978-02-21,male,7,7,Neutral,Empleo,,,04:27
2024-10-17 23:18:03,phone,1956-01-19,male,9,9,Muy Feliz,La cultura ciudadana  recuperaría con la mayoría de las personas y recuperar la pues se ha perdido siiiii.señor,,,02:32
2024-10-17 23:05:29,phone,1966-09-05,female,10,10,Neutral,Hay mucho desorden de carros y motos ostaculisando las vías de nuestra ciudad,,,03:45
2024-10-17 22:55:20,phone,1985-01-25,female,2,2,Muy ansioso,"La inseguridad,la corrupción,el abandono de mi ciudad",,,01:28
2024-10-17 22:35:35,phone,1980-05-07,female,8,8,Neutral,"Mas seguridad, oportunidades de empleo",,,01:17
2024-10-17 22:34:49,phone,1976-03-26,female,7,9,Un poco ansioso,"Me gustaría que los carros y demás vehículos no se parquearan en las cebras,esquinas,ect, la gente parece que no le importará los demás en nuestras calles y hacen lo que quieren,eso me molesta mucho",,,03:06
2024-10-17 22:28:00,phone,1981-01-15,female,8,7,Neutral,Más empleo estable,,,00:54
2024-10-17 21:26:17,phone,1960-12-03,male,10,10,Muy Feliz,La seguridad es lo único. Que los comerciantes puedan trabajar en paz,,,00:50
2024-10-17 21:04:36,phone,1942-06-08,male,2,,Temo por mi vida,,,,00:40
2024-10-17 20:39:07,phone,1982-05-27,female,8,9,Un poco ansioso,Mayor seguridad,SI,Vivo en el corregimiento de la marina me gustaría poder insetibar alas personas para que tuvieran más amor por las áreas en común,04:56
2024-10-17 20:26:38,phone,1972-10-19,female,8,10,Neutral,La inseguridad,,,00:58
2024-10-17 20:02:42,phone,1969-04-06,female,9,9,Neutral,Mejoramiento de vias Seguridad yempleo,,,01:53
2024-10-17 19:35:29,phone,2004-10-15,female,5,8,Neutral,La seguridad,,,02:14
2024-10-17 19:15:59,phone,1962-05-18,female,2,10,Un poco ansioso,La seguridad,,,00:54
2024-10-17 18:47:39,phone,1983-08-21,female,6,6,Un poco ansioso,A nivel de seguridad,,,03:05
2024-10-17 18:40:52,phone,1977-01-28,female,10,6,Neutral,Mejorar la salud,,,02:07
2024-10-17 16:58:54,phone,1979-02-17,female,6,6,Un poco ansioso,"La seguridad es primordial, no se puede tener un rato de esparcimiento sin miedo. También que den más temas sociales , preventivos y que haya más oportunidades laborales.",,,02:36
2024-10-17 14:29:22,phone,1974-04-05,female,7,10,Temo por mi vida,Mas.proteccion para los.habitantes más humildes,,,01:34
2024-10-17 12:07:15,phone,1972-10-03,female,8,7,Neutral,Tranquilidad en el negocio.,,,00:58
2024-10-17 10:44:42,phone,1956-01-08,male,10,10,Muy Feliz,Un poco más de seguridad.,,,00:34
2024-10-17 10:03:34,phone,1970-04-12,female,8,8,Feliz,"Seguridad, no más extorsión, que dejen trabajar",,,01:31
2024-10-17 09:43:23,phone,1967-12-27,female,6,5,Un poco ansioso,"Aumentar la cultura ciudadana ( el tráfico es terrible, Aumentar las multas). Aumentar la seguridad (subcidiar vigilantes si no hay policias). Arreglar los parques que son sitios de relax y tertulia en los barrios.",,,03:41
2024-10-17 09:27:49,phone,1972-10-22,male,4,8,Un poco ansioso,"Seguridad, para que la economía se recupere.",,,01:04
2024-10-17 09:27:32,phone,1965-01-08,female,8,9,Feliz,,,,01:11
2024-10-17 09:15:53,phone,1960-10-12,female,8,10,Feliz,La inseguridad,,,01:38
2024-10-17 09:05:00,phone,1956-01-19,male,9,10,Muy Feliz,Qué aya más seguridad y protección para la ciudadanía y qué veamos más autoridades policiales en nuestras calles y comunas,,,03:14
2024-10-17 08:54:52,phone,1971-01-29,female,6,8,Un poco ansioso,Empleo no mirar la edad Dejar el monopolio en entidades para dar trabajo  Hacer programas de apoyo psicológico,,,03:49
2024-10-17 08:52:57,phone,1962-03-05,male,10,9,Feliz,Un alcalde que se preocupae relativamente por el bienestar de sus habitantes.,,,01:07
2024-10-17 08:50:15,phone,1961-05-02,female,6,8,Neutral,"Seguridad, disciplina y respetó",,,02:45
2024-10-17 08:47:07,phone,1975-03-18,female,7,8,Un poco ansioso,"Cambiaría el aspecto del Parque del Sajonia (x donde vivo), lo volvería un lugar que valga la pena disfrutar, espacios xa niños, xa q los adultos hagan ejercicio o disfruten de la lectura y kioskos xa comidas.",,,02:26
2024-10-17 08:31:22,phone,1965-08-06,female,9,9,Neutral,"Las condiciones en que está nuestra zona sajonia, es triste el deterioro del parque, la invasión por parte de los indigentes que se han tomado nuestros andenes como dormitorios",,,03:16
2024-10-17 08:17:37,phone,1971-08-14,male,9,8,Neutral,La seguridad,,,00:44
2024-10-17 08:01:23,phone,1969-02-19,female,8,10,Feliz,Mejorar la educación en niños y adolescentes seguridad,,,01:41
2024-10-17 07:29:54,phone,1964-12-02,female,5,10,Neutral,La corrupción,,,01:09
2024-10-17 05:36:31,phone,1967-09-09,female,8,8,Neutral,Seguridad y baja de precios de los artículos de primera necesidad.,,,02:05
2024-10-17 04:39:18,phone,1954-11-01,female,5,5,Un poco ansioso,"La inseguridad, la droga adiccion, la falta de valores en la juventud , la falta de interes en el estudio, los jovenes que prefieren matar antes que trabajar, los padres que no les interesa saber donde estan sus hijos, y actuan como se les olvido el temor a Dios, ver como se acabo la integridad .",,,21:59
2024-10-17 04:07:32,phone,1971-02-26,male,6,6,Neutral,,,,02:21
2024-10-17 03:01:04,phone,1972-06-07,female,10,10,Feliz,La seguridad,,,01:03
2024-10-17 02:04:26,phone,1983-03-12,female,5,7,Un poco ansioso,La limpieza de la ciudad hay mucho cambuche de habitantes de calle y zonas verdes descuidas,,,01:04
2024-10-17 01:31:23,phone,1984-05-04,male,7,8,Feliz,Errfffff,,,00:40
2024-10-17 01:04:01,phone,1982-01-13,female,10,10,Muy Feliz,Que cambie la seguridad de nuestra tulua y que cuiden los niños no los manden solos a estudiar,,,01:15
2024-10-17 00:56:13,phone,1971-05-26,female,6,7,Neutral,"La seguridad, da miedo tener un negocio aquí, o conseguir algo porque aquí reina la delincuencia",,,01:08
2024-10-17 00:51:35,phone,1952-10-06,male,10,9,Muy Feliz,"Que las decisiones del gobernante sean compartidas por sus concejales y que no actúe dictatorialmente, que reparé las vías y que por favor, haya más vigilancia y protección para la ciudadanía,  que no se fustigue tanto por los impuestos y que se estimule el.pago de los mismos.",,,05:01
2024-10-17 00:51:28,phone,2009-02-19,male,4,9,Un poco ansioso,"Nuevos espacios públicos y remodelación de los mismo, ciclorutas hacer un hermoso boulevard en el hermoso río Tuluá, mejor limpieza en las calles, más luces en las calles de noche que hay muchas zonas oscuras, centros culturales modernos, más parques como el sacudete de Nariño",,,02:45
2024-10-17 00:47:42,phone,1961-12-02,male,0,,Neutral,movilidad vial,,,01:04
2024-10-17 00:45:27,phone,1980-10-30,female,5,3,Muy ansioso,Tranquilidad,,,00:45
2024-10-17 00:35:08,phone,1976-09-25,female,8,8,Neutral,"La seguridad, que no haya más extorsion",,,00:47
2024-10-17 00:23:45,phone,1964-02-10,female,,8,Muy Feliz,,,,01:25
2024-10-17 00:11:05,phone,1977-01-21,female,7,10,Feliz,Seguir trabajando por la seguridad,,,00:48
2024-10-17 00:07:48,phone,1963-09-06,male,5,10,Feliz,"La seguridad, mejorar el embellecimiento en los parques, mejorar el parqueo de vehículos en los andenes y el ocupamientondel espacio publico",,,02:47
2024-10-17 00:06:17,phone,1963-08-29,female,5,5,Neutral,"La corrupción, inseguridad, falta de oportunidades.",,,01:06
2024-10-16 23:59:49,phone,1968-08-17,female,10,10,Feliz,El trasnporte urbano,,,01:25
2024-10-16 23:56:55,phone,1948-12-24,male,10,10,Muy Feliz,"La inseguridad principalmente, que se permita que la gente pueda trabajar.",,,02:44
2024-10-16 23:53:42,phone,1960-05-18,male,,9,Feliz,La inseguridad y la corrucion en la alcaldia,,,05:15
2024-10-16 23:46:56,phone,1958-11-08,female,4,5,Muy ansioso,Los hogares geriátricos no son vigilados y en muchos maltratan a los ancianoa,,,01:37
2024-10-16 23:26:12,phone,1977-04-28,female,9,8,Neutral,Convivencia ciudadana,,,01:45
2024-10-16 23:05:11,phone,1958-02-03,male,8,8,Feliz,Orden tránsito vehicular Seguridad,,,01:09
2024-10-16 22:53:54,phone,1968-11-16,male,10,9,Muy Feliz,Seguridad,,,00:37
2024-10-16 22:52:30,phone,1964-12-28,male,5,5,Muy ansioso,Que no haya más derramamiento de sangre con sicariatos y extorsiones. Que no haya más desapariciones de niños y mujeres.,,,07:36
2024-10-16 22:41:25,phone,1968-06-10,male,6,6,Neutral,La seguridad,,,00:54
2024-10-16 22:36:11,phone,1972-10-18,female,2,10,Neutral,La seguridad  y más oportunidades de  empleo,,,02:06
2024-10-16 22:33:49,phone,1953-10-27,male,,9,Neutral,"Se debe garantizar seguridaciudadana..y... Garantizar espacio de esparcimiento... En todos nuestros sectores, de tulua.patasu",,,03:15
2024-10-16 22:29:00,phone,1963-09-15,female,9,8,Feliz,"Mejorar las vías públicas, castigo severo para los que infrinjan la ley, oportunidades de capacitación para las personas como yo!!",,,02:20
2024-10-16 22:23:12,phone,1976-10-18,female,10,10,Feliz,"Mejorar las calles, retirar habitantes de calle, mayor seguridad",,,01:06
2024-10-16 22:14:51,phone,1977-11-15,male,8,7,Un poco ansioso,"Mejorar sitios de recreación, lugares seguros, más eventos para la gente",,,00:57
2024-10-16 22:07:35,phone,1971-01-19,female,7,8,Feliz,Seguridad y empleo,,,00:49
2024-10-16 21:54:48,phone,1960-01-21,female,4,4,Un poco ansioso,"Que allá más seguridad y ayuda para la persona adulta,  y que los servicios públicos no sean tan caros gracias",,,02:11
