"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Respuestas,Navegación,"Visitas al perfil","Toques en stickers",Seguimientos,"Clics en el enlace"
17937331059083145,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 08:04",,"Historia de Instagram",,Total,611,524,1,0,0,579,,,,
18066765233365142,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"10/08/2025 08:03",,"Historia de Instagram",,Total,617,527,4,0,0,574,,,,
18084240598934549,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"10/08/2025 07:57",,"Historia de Instagram",,Total,632,537,1,0,0,601,,,,
18088744162730146,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/08/2025 07:55",,"Historia de Instagram",,Total,680,576,5,0,0,611,1,,,
18150313654409299,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/07/2025 13:49",,"Historia de Instagram",,Total,674,577,5,2,0,637,1,6,,
17845960857565293,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,47,"10/07/2025 11:03",,"Historia de Instagram",,Total,730,632,5,2,0,696,3,,1,
18094659706707318,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@monaretasalsagroove,33,"10/07/2025 10:18",,"Historia de Instagram",,Total,2092,1512,4,1,0,704,2,,,
17878019280310342,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/06/2025 13:10",,"Historia de Instagram",,Total,694,591,4,0,0,639,2,,,
18075072794133067,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/06/2025 13:02",,"Historia de Instagram",,Total,711,608,7,0,0,644,1,,,
18103827892530561,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conéctate a través de:",11,"10/06/2025 13:01",,"Historia de Instagram",,Total,711,624,6,0,0,674,,,,1
18081112712301934,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/06/2025 10:42",,"Historia de Instagram",,Total,835,696,4,0,0,746,3,,,
17972227892791657,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/04/2025 16:58",,"Historia de Instagram",,Total,1069,906,6,0,0,950,6,,,
18081776008959912,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy hace un año… en este 2025 venimos RECARGADOS😎🎃👻",10,"10/04/2025 13:50",,"Historia de Instagram",,Total,1013,901,2,0,0,896,3,,1,
18074974430129396,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya se acerca nuestro  FESTIVAL MARÍA ANTONIA RUIZ😎 Nos vemos este 11, 12 y 13  @monaretasalsagroove",33,"10/04/2025 05:47",,"Historia de Instagram",,Total,865,763,9,0,1,827,,,,
18147244132421054,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2025 19:21",,"Historia de Instagram",,Total,760,667,9,0,0,722,2,6,,
18003138425815568,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 19:00",,"Historia de Instagram",,Total,708,635,10,0,0,629,2,,,
17947008051025095,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 18:59",,"Historia de Instagram",,Total,714,632,11,0,0,676,,,,
18034135685706160,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2025 18:50",,"Historia de Instagram",,Total,717,633,14,0,0,697,,2,,
18385280434135248,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Los tulueños fueron felices esta noche ✌🏽💙",15,"10/03/2025 18:50",,"Historia de Instagram",,Total,766,685,10,0,0,685,,15,,
18420348214109343,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","PRIMER CICLOPASEO NOCTURNO  Pedalea tu salud",11,"10/03/2025 18:49",,"Historia de Instagram",,Total,711,636,8,0,0,687,,,,
18176435716355522,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,13,"10/03/2025 18:47",,"Historia de Instagram",,Total,1636,1305,13,1,0,711,,,,
18082625830986111,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"10/03/2025 18:28",,"Historia de Instagram",,Total,763,652,11,0,0,737,3,10,,
18292004389281079,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"10/03/2025 18:28",,"Historia de Instagram",,Total,738,669,7,0,0,698,,8,,
17894888001321288,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así vivimos nuestro  GRAN CICLOPASEO  Pedalea tu Salud 🚲 @jhonbbolivar @v_jhonproducciones",11,"10/03/2025 18:26",,"Historia de Instagram",,Total,793,709,12,2,0,729,,,,
18065508740370688,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros Equipos Básicos en Salud en el recorrido 😎✌🏽 Unidad Extramural del @hospitalrubencruzvelez",24,"10/03/2025 18:14",,"Historia de Instagram",,Total,1266,1063,13,0,0,702,2,2,,
17907499749251342,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cerramos con nuestra  RUMBATERAPIA 😎✌🏽",12,"10/03/2025 17:53",,"Historia de Instagram",,Total,811,713,9,0,0,690,,,,
17983959209903572,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,26,"10/03/2025 17:52",,"Historia de Instagram",,Total,1110,955,10,1,0,723,,,,
17845211904567431,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cada vez avanza más nuestro GRAN CICLOPASEO 🚲",21,"10/03/2025 17:09",,"Historia de Instagram",,Total,2191,1756,13,0,0,728,,,,
18140665663430206,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Siendo felices 🤩💙",11,"10/03/2025 17:02",,"Historia de Instagram",,Total,899,751,12,0,0,738,1,,,
18080782630951129,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Con mucha alegría realizamos nuestro gran Ciclopaseo 🤩 Pedalea tu salud",16,"10/03/2025 16:43",,"Historia de Instagram",,Total,1093,873,14,0,0,676,1,,,
17968501640809577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,4,"10/03/2025 16:22",,"Historia de Instagram",,Total,833,713,10,0,0,652,,,,
17855182887541268,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya casi iniciamos nuestro gran Ciclopaseo 🚲 ¡Ven ahora!😎",10,"10/03/2025 15:53",,"Historia de Instagram",,Total,900,756,13,0,0,772,,,,
17952596397008886,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Ya nuestros ciclistas están llegando!🚲",5,"10/03/2025 15:41",,"Historia de Instagram",,Total,999,789,15,0,0,658,1,,,
17898363999295341,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ENTREGAMOS CASAS 🏠  En 📍 Siete Vueltas",60,"10/03/2025 10:22",,"Historia de Instagram",,Total,567,481,7,0,0,548,1,,,
18154666957356963,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 10:16",,"Historia de Instagram",,Total,585,494,6,0,0,569,,2,,
18108391780575216,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 08:19",,"Historia de Instagram",,Total,571,465,5,0,0,556,,,,
17872282071350894,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 08:18",,"Historia de Instagram",,Total,580,473,6,0,0,509,1,,,
17898890190295814,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 08:18",,"Historia de Instagram",,Total,583,475,7,0,0,561,,,,
17912111034208882,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 08:17",,"Historia de Instagram",,Total,604,483,5,0,1,573,,,,
17866643259461909,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Trae tu bici 🚲",15,"10/03/2025 07:15",,"Historia de Instagram",,Total,612,475,6,0,0,575,1,,,
17865657531396577,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS HOY😎✌🏽",15,"10/03/2025 07:15",,"Historia de Instagram",,Total,583,483,7,0,0,553,,,,
18358187893092823,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 07:15",,"Historia de Instagram",,Total,570,499,6,0,0,549,,,,
17983439186880470,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 07:13",,"Historia de Instagram",,Total,582,500,3,0,0,556,,2,,
18063855395102009,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"10/03/2025 07:13",,"Historia de Instagram",,Total,603,513,5,0,0,511,1,,,
17932230083980598,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Semana Internacional de Iniciamos  CIENCIA, TECNOLOGÍA E INNOVACIÓN 🔬👩‍💻 📍 Sede Francisco José de Caldas",7,"10/03/2025 06:58",,"Historia de Instagram",,Total,626,531,4,0,0,573,,,,
