"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics en el enlace","Consumo de segmentación del público coincidente (Photo Click)","Clics de otro tipo","Comentarios negativos de los usuarios: Ocultar","Comentarios negativos de los usuarios: Ocultar todo","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","CPM del anuncio (USD)","Impresiones del anuncio"
1279628644204465,100064720237286,"Alcaldía de Tuluá","🎃✨ ¡Así vivimos una tarde mágica en Nariño! 👻💜

La Celebración de Halloween fue todo un éxito: sonrisas, disfraces, dulces y mucha alegría llenaron el Callejón Primavera. 🧁🧙‍♀️

Gracias a todas las familias que se unieron a esta divertida jornada y a los patrocinadores por hacer posible este maravilloso encuentro lleno de color y diversión. 🙌🧡",,0,"10/31/2025 07:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0JsdrDvJ6Vb3CjZRFVDp6PYrsYPVqMqCSRqGq9gYhDZ39WHFCGkzqT8T6pm53vxPBl,0,0,Fotos,,,,,Total,35318,18082,257,213,2,42,4103,,2725,1378,,,,,,,
1279048634262466,100064720237286,"Alcaldía de Tuluá","✨📚➗ ¡Regresaron las Olimpiadas Matemáticas!

Los estudiantes tulueños vivieron una jornada llena de talento, ingenio y trabajo en equipo con las Olimpiadas Matemáticas 2025, un espacio donde colegios públicos y privados se unieron para poner a prueba sus habilidades y demostrar que aprender también puede ser divertido. 🎯👩‍🏫👨‍🎓

🏫 Este encuentro académico se realizó en el Colegio Salesiano San Juan Bosco (@sjb_tulua), con el apoyo de la Administración Municipal, en el marco de la Expociencia 2025.
Entre números, lógica y diversión… 🌟 nacen los nuevos genios tulueños. #ParaSerFelices 💙🧮","✨📚➗ ¡Regresaron las Olimpiadas Matemáticas!

Los estudiantes tulueños vivieron una jornada llena de talento, ingenio y trabajo en equipo con las Olimpiadas Matemáticas 2025, un espacio donde colegios públicos y privados se unieron para poner a prueba sus habilidades y demostrar que aprender también puede ser divertido. 🎯👩‍🏫👨‍🎓

🏫 Este encuentro académico se realizó en el Colegio Salesiano San Juan Bosco (@sjb_tulua), con el apoyo de la Administración Municipal, en el marco de la Expociencia 2025.
Entre números, lógica y diversión… 🌟 nacen los nuevos genios tulueños. #ParaSerFelices 💙🧮",51,"10/30/2025 15:03",N/A,https://www.facebook.com/reel/831551202700229/,1,0,Videos,,,,,Total,4139,3028,92,70,2,20,34,,,34,,,23971.284,6.334,0,0,0
1279029380931058,100064720237286,"Alcaldía de Tuluá","#Obras | Puntos INNOVA tendrán nueva cara

Con una inversión de más de 80 millones de pesos, tres de los seis Puntos INNOVA de Tuluá pronto estarán renovados y listos para seguir al servicio de la comunidad. Estos espacios, ubicados en Bosques de Maracaibo, La Marina y San Pedro Claver, están siendo completamente transformados con trabajos de enlucimiento, reparación de cubiertas, tratamiento de humedades y adecuación interior.

Lee la noticia completa: ⬇⬇⬇
",,0,"10/30/2025 14:18",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid037v95Jv47cBYa5jSRvottMbNYu1jGAzRjDi9oG1dyNaAdbVeZqAAoWSbU2YuDiWogl,0,0,Enlaces,,,,,Total,2747,1673,24,15,1,8,8,5,,3,,,,,,,
1278889154278414,100064720237286,"Alcaldía de Tuluá","🎃✨ En este Halloween vive una noche segura y divertida con tus niños 👻💫

👉 Conoce las recomendaciones para disfrutar con cuidado, responsabilidad y mucha alegría.
🍬🎭 ¡Celebremos juntos un Halloween para compartir, cuidar y #ParaSerFelices! 💛🧡🖤",,0,"10/30/2025 09:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0XZbuWTpCwRndtE8ARqy8wQTcA4NZVibvDfzLa97nF4SgdwGnj78ZS83t6RbnjqtMl,0,0,Fotos,,,,,Total,5747,3274,28,17,0,11,87,,57,30,,,,,,,
1278781757622487,100064720237286,"Alcaldía de Tuluá","#Seguridad | Alcaldía refuerza medidas de seguridad por fiestas de disfraces.

Con el propósito de garantizar la tranquilidad y seguridad durante las fiestas de disfraces, la Administración Municipal expidió un decreto que adopta medidas temporales de orden público y convivencia ciudadana, vigentes desde las 6:00 p.m. del 30 de octubre hasta las 6:00 a.m. del 2 de noviembre de 2025.

Lee la noticia completa:⬇️⬇️⬇️ 
",,0,"10/30/2025 07:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02U1da51V6btKeb1DD8F5uWetCbrinvQac6N6UbKd28K63dvEgKrz7Y9uAdWrmbvn7l,0,0,Enlaces,,,,,Total,4480,2341,31,15,8,8,574,553,,21,,,,,,,
1278700010963995,100064720237286,"Alcaldía de Tuluá","#Mujer | Tuluá avanza en la construcción de la Política Pública de Mujeres y Equidad de Género

Más de 170 mujeres lideresas de distintos sectores urbanos y rurales han participado en las jornadas de construcción de la Política Pública de Mujeres y Equidad de Género en Tuluá, un proceso que busca reconocer sus voces, fortalecer sus derechos y promover la equidad en todos los ámbitos de la sociedad.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"10/30/2025 05:06",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0yarwBJbJowUVkiicbR3C7gWovn7HjuG2p8oNRq6KLXzVB3u3G7X7rgRK4aUTvXkl,0,0,Enlaces,,,,,Total,3903,1990,36,26,0,10,25,21,,4,,,,,,,
1278699460964050,100064720237286,"Alcaldía de Tuluá","#Obras | Alcaldía adecúa Centro Transitorio para Menores

Con el propósito de mejorar las condiciones de seguridad, habitabilidad y funcionalidad del Centro Transitorio para Menores, la Administración Municipal de Tuluá adelanta labores de mantenimiento e intervenciones estructurales que buscan garantizar espacios más seguros y adecuados para su funcionamiento.

Lee la noticia completa:⬇️⬇️⬇️
https://tulua.gov.co/publicaciones/6539/alcaldia-adecua-centro-transitorio-para-menores/cia co",,0,"10/30/2025 05:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0pcpwWzZgGdmYwkBzahTeWxhwFfzbwSy1iBtn1b7Y7956XU9j9hbzre2gaan9XBGhl,0,0,Enlaces,,,,,Total,1997,1273,16,13,0,3,5,4,,1,,,,,,,
1278317024335627,100064720237286,"Alcaldía de Tuluá","💙✨ ¡Ahora Luis Carlos tiene un hogar!

Gracias al alcalde @gustavovelezr y a la Administración Municipal, hoy Luis Carlos hace parte del Hogar Casa de los Abuelos, donde recibe alimentación, vivienda y, sobre todo, cariño y acompañamiento. 🏡🤝

Así como él, muy pronto más abuelitos en condiciones de vulnerabilidad también podrán tener un hogar digno, donde encuentren cuidado y esperanza. 💫

Porque cuando hay voluntad y corazón, transformamos vidas #ParaSerFelices. 💙","💙✨ ¡Ahora Luis Carlos tiene un hogar!

Gracias al alcalde @gustavovelezr y a la Administración Municipal, hoy Luis Carlos hace parte del Hogar Casa de los Abuelos, donde recibe alimentación, vivienda y, sobre todo, cariño y acompañamiento. 🏡🤝

Así como él, muy pronto más abuelitos en condiciones de vulnerabilidad también podrán tener un hogar digno, donde encuentren cuidado y esperanza. 💫

Porque cuando hay voluntad y corazón, transformamos vidas #ParaSerFelices. 💙",81,"10/29/2025 17:52",N/A,https://www.facebook.com/reel/2026933631434532/,1,0,Videos,,,,,Total,4577,3477,126,93,8,25,88,,,88,,,53303.266,12.862,0,0,0
1278246417676021,100064720237286,"Alcaldía de Tuluá","💙✨ ¡iniciamos la construcción de la Política Pública de Mujeres! 🙌

En dos mesas de participación, lideresas y representantes del sector educativo compartieron ideas, experiencias y necesidades que serán la base de una política hecha por y para las mujeres. 💬👩‍🏫👩‍💼

Este es solo el primer paso de un proceso que seguirá avanzando para garantizar que todas las mujeres de Tuluá tengan voz, voto y presencia en las decisiones que transforman nuestro municipio. #ParaSerFelices💪💙","💙✨ ¡iniciamos la construcción de la Política Pública de Mujeres! 🙌

En dos mesas de participación, lideresas y representantes del sector educativo compartieron ideas, experiencias y necesidades que serán la base de una política hecha por y para las mujeres. 💬👩‍🏫👩‍💼

Este es solo el primer paso de un proceso que seguirá avanzando para garantizar que todas las mujeres de Tuluá tengan voz, voto y presencia en las decisiones que transforman nuestro municipio. #ParaSerFelices💪💙",59,"10/29/2025 15:05",N/A,https://www.facebook.com/reel/2524630507918561/,1,0,Videos,,,,,Total,1873,1497,49,32,0,17,7,,,7,,,7353.573,4.277,0,0,0
1278095584357771,100064720237286,"Alcaldía de Tuluá","🕊️ ¿Sabes qué es la Caracterización de víctimas del conflicto armado?💪🏼

📣 Desliza y conoce 💬 cómo funciona este proceso que nos permitirá fortalecer la atención y los programas institucionales para ti y tu familia.

🤝📅 Muy pronto tendremos nuestra jornada y compartiremos las fechas, lugares y requisitos para participar. 💙 ¡Actualiza tus datos y haz parte de esta jornada! #ParaSerFelices",,0,"10/29/2025 10:15",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02kJjcrtxii9oc2KjAyreUnuNJKUkikeFfHrVMDw5kMQ39g1uNAETvKiYDyqACGpZol,0,0,Fotos,,,,,Total,2176,1275,28,16,0,12,40,,30,10,,,,,,,
1278064687694194,100064720237286,"Alcaldía de Tuluá","#Obras #Seguridad | Administración Municipal renueva CAI de Tres Esquinas

Con el objetivo de recuperar este espacio que por años estuvo en condiciones no aptas, la Administración Municipal de Tuluá avanza en la remodelación del CAI de Tres Esquinas, una obra que busca mejorar las condiciones de quienes permanecen en el lugar y, al mismo tiempo, convertirlo en un punto estratégico de apoyo para la Fuerza Pública.

Lee la noticia completa: ⬇
",,0,"10/29/2025 09:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid031UCpayqnsSXZYjhwCY5f7Dr9msfCZppXd7L17TpLJibfvZq88iBcjSEZZ48tEjDFl,0,0,Enlaces,,,,,Total,1995,1295,24,19,0,5,10,9,,1,,,,,,,
1277278894439440,100064720237286,"Alcaldía de Tuluá","🚧 ¡Remodelamos el CAI de Tres Esquinas! 👮‍♂️✨

Con trabajos de reparación y adecuación interna, estamos recuperando este espacio que por años estuvo en malas condiciones. 🧱💪 Además de ser el punto de apoyo para la Fuerza Pública que opera en este sector, funcionará como lugar transitorio para albergar temporalmente a Personas Privadas de la Libertad.

Seguimos mejorando la seguridad y el entorno de nuestros barrios. 💙 #ParaSerFelices","🚧 ¡Remodelamos el CAI de Tres Esquinas! 👮‍♂️✨

Con trabajos de reparación y adecuación interna, estamos recuperando este espacio que por años estuvo en malas condiciones. 🧱💪 Además de ser el punto de apoyo para la Fuerza Pública que opera en este sector, funcionará como lugar transitorio para albergar temporalmente a Personas Privadas de la Libertad.

Seguimos mejorando la seguridad y el entorno de nuestros barrios. 💙 #ParaSerFelices",55,"10/28/2025 10:33",N/A,https://www.facebook.com/reel/24912649775101659/,1,0,Videos,,,,,Total,12971,10477,246,200,18,28,396,,,396,,,163707.161,14.078,0,0,0
