"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió","Visitas al perfil",Respuestas,Navegación,"Toques en stickers","Clics en el enlace",Seguimientos
18021578504746306,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:25",,"Historia de Instagram",,Total,669,552,6,0,1,0,608,,,
18384993535124956,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 19:25",,"Historia de Instagram",,Total,661,565,3,0,1,0,654,,,
17868433740354541,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:24",,"Historia de Instagram",,Total,680,577,2,0,,0,669,,,
17860472448410716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la nueva App 😎✌🏽",0,"08/20/2025 19:24",,"Historia de Instagram",,Total,685,592,3,0,,0,667,,,
18280614037273557,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,40,"08/20/2025 19:23",,"Historia de Instagram",,Total,742,627,6,2,1,0,689,,,
17966984741951828,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 11:14",,"Historia de Instagram",,Total,1394,963,2,0,,0,729,,,
18056940737375446,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 11:11",,"Historia de Instagram",,Total,727,631,4,0,1,0,721,,,
18472950967077439,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"08/20/2025 11:11",,"Historia de Instagram",,Total,735,650,8,0,,1,719,,,
18313468915240927,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 11:10",,"Historia de Instagram",,Total,770,683,10,0,,1,743,,,
18061780121057238,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 11:10",,"Historia de Instagram",,Total,788,700,4,0,2,1,762,,,
17850387996536482,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Árbol especie: Por solicitud de la comunidad, y buscando el bienestar de los habitantes del sector💪🏼✅ FICUS ELÁSTICA o 
Árbol de Caucho 🌳",11,"08/20/2025 08:50",,"Historia de Instagram",,Total,1085,917,6,0,,0,1029,,,
18066656470951079,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Barrio Victoria  Intervención de árbol 🌳 🚧  Que representaba peligro para la comunidad ‼️🚨",13,"08/20/2025 08:48",,"Historia de Instagram",,Total,1174,962,10,1,2,1,1057,,,
18084326269894676,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/20/2025 07:35",,"Historia de Instagram",,Total,1292,1029,6,0,1,0,1177,,,
17852065539530018,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Qué esperas para participar?😎✌🏽 Plazo hasta el 29 de agosto🗓️",11,"08/19/2025 09:20",,"Historia de Instagram",,Total,1162,948,4,0,5,0,1098,,,
17963665247958505,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Barragán recibió la Ruta de la Felicidad 💙",15,"08/19/2025 07:37",,"Historia de Instagram",,Total,1476,1225,6,0,,0,1287,,,
17911000383191130,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/17/2025 15:39",,"Historia de Instagram",,Total,1735,1478,7,1,4,0,1546,12,,
18101227039605457,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/17/2025 15:38",,"Historia de Instagram",,Total,1738,1558,7,0,3,0,1665,2,,
18164642773362422,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/17/2025 15:38",,"Historia de Instagram",,Total,1739,1599,7,0,,0,1669,2,,
18038269868426543,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/17/2025 15:38",,"Historia de Instagram",,Total,1987,1782,8,0,7,0,1786,,,
18520022950002200,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 16:00",,"Historia de Instagram",,Total,1341,1169,7,0,5,0,1259,5,,
18086940943830815,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 16:00",,"Historia de Instagram",,Total,1445,1280,10,0,1,0,1362,,,
18497041009068230,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 14:42",,"Historia de Instagram",,Total,1174,1044,12,1,,0,1059,,,
18051984341617754,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Qué esperas para venir con tus amigos al Coliseo de Ferias? 😏🏍️",19,"08/16/2025 13:56",,"Historia de Instagram",,Total,880,764,11,1,,0,833,,,
18089661790707092,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,23,"08/16/2025 13:45",,"Historia de Instagram",,Total,1620,1256,8,0,1,1,786,,,
18185379451325228,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 13:32",,"Historia de Instagram",,Total,772,690,10,0,,0,717,2,,
17890496523311670,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 13:16",,"Historia de Instagram",,Total,724,661,2,0,,0,686,,,
17980687460899322,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 13:16",,"Historia de Instagram",,Total,738,684,0,0,,0,717,,,
18072590267030049,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/16/2025 13:16",,"Historia de Instagram",,Total,782,721,5,0,,0,724,,,
18079956925931625,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡NUEVO EPISODIO!😎",5,"08/16/2025 10:13",,"Historia de Instagram",,Total,1855,1337,5,0,4,0,691,,,
18055496234611623,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","@mundo89tulua  @alertatulua  @gustavovelezr  Disponible también en:",11,"08/16/2025 05:33",,"Historia de Instagram",,Total,1431,1038,3,0,,0,735,,,
18085614145657477,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy @tito07flow  en nuestro JOVEN FEST 2025💙",15,"08/15/2025 18:00",,"Historia de Instagram",,Total,1129,975,3,0,3,0,678,2,,1
18112636477517692,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Capturado en  Piques ilegales ❌🚨‼️",15,"08/15/2025 16:19",,"Historia de Instagram",,Total,724,592,2,0,5,1,626,,,
17988202310839894,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,23,"08/15/2025 13:55",,"Historia de Instagram",,Total,653,567,4,0,1,0,626,,,
18016810388578709,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 12:47",,"Historia de Instagram",,Total,639,560,3,0,1,0,626,,,
18055393664133975,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estuvimos en 📍Barragán😎✌🏽 ¡NOS DESCENTRALIZAMOS!",15,"08/15/2025 12:07",,"Historia de Instagram",,Total,1702,1243,4,0,,0,643,,,
18036744152458077,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,16,"08/15/2025 11:37",,"Historia de Instagram",,Total,673,569,4,0,,0,648,21,,
18084565150848510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/15/2025 11:35",,"Historia de Instagram",,Total,683,580,3,0,,0,675,4,,
17959270523975818,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 11:35",,"Historia de Instagram",,Total,678,588,2,0,,0,655,4,,
18021489632737409,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,23,"08/15/2025 11:35",,"Historia de Instagram",,Total,715,591,5,6,,0,674,4,,
17891369025182352,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 11:34",,"Historia de Instagram",,Total,725,600,7,0,,0,712,,,
17896480215270951,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"08/15/2025 11:34",,"Historia de Instagram",,Total,703,613,4,0,,0,688,2,,
17919850746112470,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 09:10",,"Historia de Instagram",,Total,691,599,3,0,,0,676,2,,
17869970760421638,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 09:10",,"Historia de Instagram",,Total,707,604,6,0,,0,698,,,
18077728273758242,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 09:10",,"Historia de Instagram",,Total,747,609,7,4,,1,688,2,,
18035525201468039,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 09:10",,"Historia de Instagram",,Total,779,616,11,3,,0,708,,,
17906476830090281,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Joven Fest 2025 😎",15,"08/15/2025 09:09",,"Historia de Instagram",,Total,787,628,3,0,3,1,761,,,
18311712772243981,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 08:11",,"Historia de Instagram",,Total,729,617,4,0,1,0,694,,,
18103100029594394,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",🎸🤘🏼,18,"08/15/2025 08:07",,"Historia de Instagram",,Total,717,615,4,0,,0,698,3,,
18072810143474519,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",🎶💃,20,"08/15/2025 08:05",,"Historia de Instagram",,Total,728,628,5,0,,0,688,,,
18070295879135182,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Presentaciones  Artísticas🎶🎤 Hoy en el 📍 Coliseo de Ferias Manuel Victoria Rojas",11,"08/15/2025 08:04",,"Historia de Instagram",,Total,754,642,1,0,1,0,687,,,
18085143769873175,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven ahora al Semana de la Juventud 🤩",7,"08/15/2025 07:58",,"Historia de Instagram",,Total,781,651,5,3,2,0,658,,,
18133893829431627,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/15/2025 05:53",,"Historia de Instagram",,Total,787,638,0,1,,0,768,8,,
18074812625293378,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/15/2025 05:52",,"Historia de Instagram",,Total,857,656,0,2,,0,819,,,
18085158154834509,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY EN EL ¡Te esperamos! ✌🏽💪🏼",11,"08/15/2025 05:29",,"Historia de Instagram",,Total,1603,1079,1,3,,0,843,,,1
18034675778480698,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/14/2025 18:25",,"Historia de Instagram",,Total,953,723,6,1,2,0,893,,,
17893205715296775,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/14/2025 17:27",,"Historia de Instagram",,Total,922,733,9,0,1,0,849,,,
18518757325054794,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡MAÑANA!⬇️ ¡Te esperamos!✌🏽😎",11,"08/14/2025 15:23",,"Historia de Instagram",,Total,925,706,5,0,,0,894,,,
18111151282464435,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos este fin de semana en 📍 Barragán",11,"08/14/2025 15:14",,"Historia de Instagram",,Total,937,736,10,3,,0,876,,,
18022690343719045,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos mañana y el sábado 😎✌🏽",15,"08/14/2025 10:55",,"Historia de Instagram",,Total,854,697,7,0,1,0,818,,,
18013521395768767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",💙💪🏼,11,"08/14/2025 09:39",,"Historia de Instagram",,Total,803,697,6,0,,0,786,,,
17854122510456486,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Vereda El Diamate Nuevas y seguras vías💪🏼🚧",11,"08/14/2025 09:17",,"Historia de Instagram",,Total,816,709,11,0,,0,789,,,
18425398270097377,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Vías seguras en la 📍Zona Rural✨",15,"08/14/2025 09:15",,"Historia de Instagram",,Total,820,719,8,0,,0,768,,,
18060846479353372,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/14/2025 09:13",,"Historia de Instagram",,Total,935,741,7,0,,0,911,14,,
18074046887069475,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Sector Estambul Transformamos espacios💙 En nuestro municipio",11,"08/14/2025 07:54",,"Historia de Instagram",,Total,2065,1360,16,0,,2,828,,,
18061283471371299,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce a María Cruz ✨La Reina del Centro Día✨",15,"08/13/2025 16:31",,"Historia de Instagram",,Total,1242,945,6,0,2,0,687,,,
18080006719903508,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Lee la historia completa⬇️",27,"08/13/2025 15:43",,"Historia de Instagram",,Total,1407,1038,7,0,1,0,765,,16,
18077504506941392,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/13/2025 15:31",,"Historia de Instagram",,Total,786,654,3,0,,0,819,,,
18396232300189492,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/13/2025 15:31",,"Historia de Instagram",,Total,819,676,4,0,1,0,810,,,
18073535660088217,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","AGÉNDATE ESTE FIN DE SEMANA ⬇️⬇️",15,"08/13/2025 11:21",,"Historia de Instagram",,Total,1122,835,6,0,1,1,728,,,
18231435325292436,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Sabes cuántos humedales tenemos en Tuluá?💧🌿 Aquí te lo contamos ☝🏽",15,"08/13/2025 09:07",,"Historia de Instagram",,Total,748,638,3,0,2,0,702,,,
18351923188090525,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Participa Ahora!",5,"08/13/2025 08:35",,"Historia de Instagram",,Total,770,667,1,0,1,0,730,,4,
18089012665701966,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 16:27",,"Historia de Instagram",,Total,750,684,7,1,1,0,794,2,9,
17954205539993133,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 15:14",,"Historia de Instagram",,Total,807,714,8,0,,0,718,,,
18065720819232544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros abuelitos del CentroDía Para Ser Felices",16,"08/12/2025 12:46",,"Historia de Instagram",,Total,786,709,7,0,,1,759,8,,
18064025807465875,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 10:08",,"Historia de Instagram",,Total,695,623,4,0,4,0,718,6,,
18378766897130518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Obras  #ParaSerFelices",15,"08/12/2025 10:02",,"Historia de Instagram",,Total,699,640,8,0,1,0,717,,,
18517664692062071,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/12/2025 08:47",,"Historia de Instagram",,Total,690,638,4,0,,0,721,,,
18054132710409975,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:34",,"Historia de Instagram",,Total,727,647,5,0,1,0,711,,,
17855602677493376,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:34",,"Historia de Instagram",,Total,756,653,6,0,,0,810,,,
18124257370481871,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:33",,"Historia de Instagram",,Total,746,672,8,1,2,0,794,2,,
18084247273677187,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/12/2025 08:07",,"Historia de Instagram",,Total,751,678,10,0,,0,700,,,
18117706507494637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:07",,"Historia de Instagram",,Total,765,700,5,0,2,1,794,,,
18021099359721454,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/12/2025 08:04",,"Historia de Instagram",,Total,857,768,4,0,2,0,865,7,,
17851539891523469,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/11/2025 14:27",,"Historia de Instagram",,Total,1178,940,5,0,3,0,771,,,
18061725980342765,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/11/2025 12:33",,"Historia de Instagram",,Total,831,758,7,0,,0,844,7,,
17962990718808180,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/11/2025 10:17",,"Historia de Instagram",,Total,1391,1063,2,0,2,1,883,,34,
18055014128622725,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/11/2025 09:30",,"Historia de Instagram",,Total,959,884,7,0,3,1,910,,,
18123257206471745,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ya estamos aquí💪🏼 Desde las 7:00 a. m.",36,"08/10/2025 06:48",,"Historia de Instagram",,Total,2360,1907,5,1,3,0,1282,,,
17976163577750732,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/09/2025 18:45",,"Historia de Instagram",,Total,1734,1360,5,0,3,0,951,,,
18067567072929646,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,36,"08/09/2025 11:01",,"Historia de Instagram",,Total,818,762,4,0,5,1,817,,,
18050010176237637,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"08/09/2025 10:53",,"Historia de Instagram",,Total,782,754,4,0,,0,782,,,
17851163373478530,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Celebramos nuestras raíces!✌🏽💪🏼",0,"08/09/2025 10:51",,"Historia de Instagram",,Total,795,770,3,0,,0,796,,,
17917212810149149,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 Coliseo de Ferias Manuel Victoria Rojas Juzgamiento de Deportistas Mini, Aficionados y Junior.✅✌🏽",11,"08/09/2025 10:41",,"Historia de Instagram",,Total,809,774,4,0,2,0,813,,,
18478532602072451,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros niños participando de la TERCERA VÁLIDA  de Equitación en Caballos de Paso Fino 🐎🐴",20,"08/09/2025 10:32",,"Historia de Instagram",,Total,854,795,6,3,1,0,821,,,
18044512664320203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/09/2025 09:31",,"Historia de Instagram",,Total,1311,1083,5,0,1,0,854,,,
18040827515361314,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Ven ahora!✌🏽🐴",11,"08/09/2025 09:08",,"Historia de Instagram",,Total,838,778,5,0,,0,847,,,
17888810760321521,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Tercera Válida de Equitación de Caballos de Paso🐴🐎 ¡Te esperamos!✌🏽🤩",21,"08/09/2025 08:55",,"Historia de Instagram",,Total,876,816,9,0,1,0,876,,,
18164158240362748,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy no te pierdas este gran evento✌🏽💪🏼🐴",11,"08/09/2025 08:54",,"Historia de Instagram",,Total,948,870,3,0,,0,888,,,
17993176853821246,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,652,587,8,0,,0,645,,,
18048044375553744,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/08/2025 12:29",,"Historia de Instagram",,Total,669,591,9,0,,0,702,,,
17872846614304593,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Último día 😎 Inscríbete ⬇️",11,"08/08/2025 11:50",,"Historia de Instagram",,Total,713,630,3,0,1,1,691,,2,
18015175109760796,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","ÚLTIMO DÍA PARA INSCRIBIRTE⬇️",11,"08/08/2025 11:40",,"Historia de Instagram",,Total,1709,1256,3,4,,1,679,,5,
17978080862910710,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,22,"08/08/2025 08:07",,"Historia de Instagram",,Total,652,601,3,0,,0,652,,,
17947056000000970,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy ✌🏽 📍 Plaza Cívica Boyacá",11,"08/08/2025 06:39",,"Historia de Instagram",,Total,646,595,2,0,,0,654,,,
18039602351651529,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","HOY 🤩",32,"08/08/2025 06:38",,"Historia de Instagram",,Total,664,615,4,0,,0,676,,,
17993473250818389,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos el domingo ⬇️",11,"08/08/2025 06:17",,"Historia de Instagram",,Total,674,625,4,0,,0,695,,,
18048930632553130,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/08/2025 04:48",,"Historia de Instagram",,Total,1339,1048,5,1,,0,880,,5,
18085216204866689,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/07/2025 06:59",,"Historia de Instagram",,Total,1553,1254,8,0,,0,848,,,
18174239698339485,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la historia de Juan José
 Y su proceso en el Centro Cultural de Nariño🤩",15,"08/06/2025 16:31",,"Historia de Instagram",,Total,1617,1294,3,0,1,0,1025,,,
18020346497539994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/06/2025 10:45",,"Historia de Instagram",,Total,1150,1056,12,0,2,0,1057,,,
18083972320872575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 17:47",,"Historia de Instagram",,Total,891,813,9,0,4,0,819,,,
18146811910402410,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 11:21",,"Historia de Instagram",,Total,738,686,3,0,,0,731,,,
17990906786821913,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/05/2025 11:04",,"Historia de Instagram",,Total,739,692,3,0,1,0,760,,,
18035904872444602,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 10:29",,"Historia de Instagram",,Total,683,627,5,0,,0,643,,,
18047078846283353,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy último día 💪🏼",11,"08/05/2025 08:46",,"Historia de Instagram",,Total,698,657,3,0,1,0,714,,1,
17920259157132230,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestro Centro Día Para Ser Felices💙",23,"08/05/2025 08:29",,"Historia de Instagram",,Total,721,682,5,0,,0,731,8,,
18083193625852498,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,36,"08/05/2025 06:40",,"Historia de Instagram",,Total,697,634,6,0,,0,713,,,
17954531273993301,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"08/05/2025 06:39",,"Historia de Instagram",,Total,712,653,7,0,1,0,723,,,
18053073713563860,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/05/2025 04:00",,"Historia de Instagram",,Total,687,609,3,0,2,0,696,,,
17930320620085585,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","C L A U S U R A Sesiones Ordinarias del ✅",11,"08/04/2025 17:12",,"Historia de Instagram",,Total,2510,1770,5,0,1,0,664,,,
18360564775146251,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/04/2025 15:10",,"Historia de Instagram",,Total,622,586,5,1,,0,648,,7,
18135812932427209,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,32,"08/04/2025 14:56",,"Historia de Instagram",,Total,656,607,10,1,,1,671,,,
18524093416042716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"08/04/2025 13:48",,"Historia de Instagram",,Total,672,605,3,0,2,0,636,3,,
17855865240482240,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 10:30",,"Historia de Instagram",,Total,693,653,7,2,,3,704,,,
17890224255182116,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"08/04/2025 09:50",,"Historia de Instagram",,Total,719,664,4,1,,0,775,,,
18153762895344972,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:50",,"Historia de Instagram",,Total,758,687,8,0,1,0,806,,,
18522298633059901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:49",,"Historia de Instagram",,Total,766,695,4,0,,0,736,10,,
18060442946196692,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/04/2025 09:47",,"Historia de Instagram",,Total,787,709,7,0,,0,766,,,
18499029460066331,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/04/2025 08:31",,"Historia de Instagram",,Total,1295,1046,4,6,,2,927,,9,
18036972398419185,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hoy vence el plazo!😱 INSCRÍBETE EN EL",15,"08/04/2025 07:25",,"Historia de Instagram",,Total,1051,953,9,0,3,0,978,,,
18137321890422013,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,13,"08/02/2025 14:50",,"Historia de Instagram",,Total,952,865,7,4,1,0,917,,,
18043244429324767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📍 La Balastrera",15,"08/02/2025 14:50",,"Historia de Instagram",,Total,1012,942,4,0,,0,1034,2,,
18403618615118087,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 12:57",,"Historia de Instagram",,Total,804,755,3,0,,0,818,,,
17930891039961612,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuevo Episodio ⬇️⬇️⬇️ Escucha el",5,"08/02/2025 11:34",,"Historia de Instagram",,Total,1365,1066,1,0,2,0,712,,,
18078618448933442,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Liderazgo Transformador para Emprendimientos ✌🏽💪🏼",11,"08/02/2025 09:41",,"Historia de Instagram",,Total,705,658,6,0,,0,723,,,
18100562332595386,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 09:04",,"Historia de Instagram",,Total,691,650,6,0,1,0,715,,,
18051784283440136,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/02/2025 09:04",,"Historia de Instagram",,Total,721,677,8,0,,0,726,,,
18063593690266293,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Más de 100 líderes comunales hoy participando del GRAN FORO COMUNAL✌🏽✅",11,"08/02/2025 08:57",,"Historia de Instagram",,Total,751,693,7,1,,0,768,,,
18053651222620819,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Jornada descentralizada  La Balastrera 📍",15,"08/02/2025 08:55",,"Historia de Instagram",,Total,782,709,8,0,,0,803,,,
18074347598480630,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Iniciamos el gran FORO COMUNAL 2025💪🏼✅ Con líderes de Juntas de Acción Comunal",11,"08/02/2025 08:30",,"Historia de Instagram",,Total,770,717,5,0,,0,747,,,
18072561584070881,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/02/2025 08:21",,"Historia de Instagram",,Total,815,762,5,0,2,0,797,,,
18075706927791525,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,27,"08/01/2025 17:43",,"Historia de Instagram",,Total,895,757,6,0,,0,785,,,
17869325031334575,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨Transformación ✨ Así se ve la de Tuluá💙🤩",44,"08/01/2025 15:55",,"Historia de Instagram",,Total,848,693,25,1,1,2,785,,,
