"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Alcance,"Me gusta","Veces que se compartió","Visitas al perfil",Respuestas,Navegación,Visualizaciones,Seguimientos,"Toques en stickers","Clics en el enlace"
18110447611480544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestros talentosos jóvenes😎✨🎶 📍 Corregimiento Nariño En Cultura al Parque🤩 @tuluaculturacol_",11,"09/05/2025 21:17",,"Historia de Instagram",,Total,714,6,0,,0,753,,,,
17866126251446130,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/05/2025 18:30",,"Historia de Instagram",,Total,1054,3,0,,0,768,,,,84
18058170626378664,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","The Proyect Blues✨🔵 En este momento en",15,"09/05/2025 17:05",,"Historia de Instagram",,Total,564,4,0,1,0,635,,,,
18074056127011420,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","con los prestadores de servicios públicos @centroaguas.sa.esp  Planificando ciudad✌🏽 🏙️",11,"09/05/2025 16:58",,"Historia de Instagram",,Total,567,4,0,,0,672,,,,
18075461993100878,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",@yomellamoamaiamontero2025,0,"09/05/2025 16:47",,"Historia de Instagram",,Total,782,5,0,,0,676,954,,,
18077011988482100,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/05/2025 16:44",,"Historia de Instagram",,Total,581,8,0,,0,672,,,,
17917603509171806,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Cultura al Parque🎶💃 Ya iniciamos",11,"09/05/2025 16:22",,"Historia de Instagram",,Total,588,5,0,1,0,691,,,,
17859471882483848,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/05/2025 16:21",,"Historia de Instagram",,Total,595,5,0,,0,676,,,,
17884550937238836,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/05/2025 16:19",,"Historia de Instagram",,Total,612,5,1,,0,630,,,,
18088296541744741,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/05/2025 15:41",,"Historia de Instagram",,Total,605,4,0,1,0,689,,,,
18128795380415570,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/05/2025 15:08",,"Historia de Instagram",,Total,605,7,0,1,0,723,,,2,
18100121830720144,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/05/2025 14:00",,"Historia de Instagram",,Total,601,6,0,,0,540,,,,
18174267718355901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,48,"09/05/2025 11:57",,"Historia de Instagram",,Total,518,7,0,2,1,583,,,2,
17936751771069701,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,56,"09/05/2025 11:57",,"Historia de Instagram",,Total,526,7,0,1,0,594,,,,
18085827910847473,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/05/2025 11:57",,"Historia de Instagram",,Total,525,4,0,,0,620,,,,
18019301408564513,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"09/05/2025 11:56",,"Historia de Instagram",,Total,538,2,0,,0,593,,,9,
18397329277190738,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/05/2025 11:56",,"Historia de Instagram",,Total,555,5,0,,0,589,623,,7,
18089259574768823,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS HOY NARIÑO💪🏼🤩",11,"09/05/2025 11:09",,"Historia de Instagram",,Total,542,5,0,,0,616,,,,
17921406621114294,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,57,"09/05/2025 10:23",,"Historia de Instagram",,Total,544,7,0,,0,623,,,,
18532099273047820,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,60,"09/05/2025 10:23",,"Historia de Instagram",,Total,556,10,0,,1,605,,,,
18085469302872171,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/05/2025 09:23",,"Historia de Instagram",,Total,599,4,0,1,0,671,,,,2
18100257835546060,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,8,"09/04/2025 17:51",,"Historia de Instagram",,Total,485,4,0,,0,493,,,3,
18398686303142329,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/04/2025 17:51",,"Historia de Instagram",,Total,494,4,0,,0,519,,,,
17914415877056698,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/04/2025 16:34",,"Historia de Instagram",,Total,486,6,0,,0,515,,,,
17881264833264929,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/04/2025 16:31",,"Historia de Instagram",,Total,490,4,1,,0,501,,,,
18148088290365119,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/04/2025 16:31",,"Historia de Instagram",,Total,498,5,0,1,0,531,,,,
18077695783798333,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/04/2025 14:46",,"Historia de Instagram",,Total,509,3,0,,0,564,,,,
17992511468827243,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS MAÑANA NARIÑO 😎✌🏽",11,"09/04/2025 12:30",,"Historia de Instagram",,Total,819,3,0,1,1,552,,1,,
18037230821479752,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/04/2025 11:23",,"Historia de Instagram",,Total,516,3,0,,0,551,,,,
18123981010427867,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Y tú… ¿Cuál es tu color favorito? 🤩💚",15,"09/04/2025 10:01",,"Historia de Instagram",,Total,1249,2,0,1,0,565,,,,
18104697418585474,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nos vemos hoy en el",11,"09/04/2025 07:31",,"Historia de Instagram",,Total,563,4,0,,0,611,,,,
17970539720943486,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la historia de Laura Valentina",15,"09/03/2025 17:06",,"Historia de Instagram",,Total,499,11,0,,0,540,,,,
17956955708844715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/03/2025 14:23",,"Historia de Instagram",,Total,500,7,0,1,0,496,,,,
18115372735510267,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Este fin de semana 😎 Nos vemos",15,"09/03/2025 14:15",,"Historia de Instagram",,Total,510,6,0,1,0,572,,,,
18124956511484423,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/03/2025 09:36",,"Historia de Instagram",,Total,464,2,0,2,0,503,,,,
17958092174842166,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/03/2025 09:34",,"Historia de Instagram",,Total,475,7,0,,0,529,,,,
17872327188422449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/03/2025 09:33",,"Historia de Instagram",,Total,483,3,0,,0,550,,,,
17854536336518084,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/03/2025 09:32",,"Historia de Instagram",,Total,488,5,0,1,0,558,626,,2,
18406838347118813,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"09/03/2025 09:32",,"Historia de Instagram",,Total,499,5,0,,0,551,,,4,
18073891739092938,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"09/03/2025 09:31",,"Historia de Instagram",,Total,557,0,0,3,1,587,627,,,
18008485088619020,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¿Lo entendiste?😎✌🏽",15,"09/02/2025 15:48",,"Historia de Instagram",,Total,593,5,0,7,2,708,,,,
18088102648641949,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/02/2025 11:54",,"Historia de Instagram",,Total,585,6,0,2,0,644,,,,
18533534767055444,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/02/2025 11:48",,"Historia de Instagram",,Total,607,2,10,1,0,686,,,3,
18070818866136378,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,14,"09/02/2025 09:11",,"Historia de Instagram",,Total,559,2,0,,0,618,,,3,
18056116679451672,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,6,"09/02/2025 09:10",,"Historia de Instagram",,Total,577,1,1,,0,605,,,,
17858236053490565,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,38,"09/02/2025 08:21",,"Historia de Instagram",,Total,552,0,2,1,0,609,,,2,
18055572950178052,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/02/2025 08:19",,"Historia de Instagram",,Total,561,2,0,1,0,618,,,,
18021025865558852,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/02/2025 07:45",,"Historia de Instagram",,Total,596,4,0,1,0,620,,,,
18070742084130994,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Así avanza el EL INTERCAMBIADOR😎✌🏽",15,"09/01/2025 15:36",,"Historia de Instagram",,Total,1031,1,0,1,1,519,,,,
17874281358409284,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/01/2025 14:25",,"Historia de Instagram",,Total,506,2,0,,0,554,,,,19
18130497712456087,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/01/2025 14:16",,"Historia de Instagram",,Total,531,3,0,,0,639,,,,
17925020783997016,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"09/01/2025 13:49",,"Historia de Instagram",,Total,564,9,8,,1,638,,,,
18079416445946829,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,31,"09/01/2025 11:34",,"Historia de Instagram",,Total,587,4,0,4,0,625,,,,
17924916581999931,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"09/01/2025 06:50",,"Historia de Instagram",,Total,719,5,0,2,0,739,,,,
18030369200651477,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/31/2025 10:57",,"Historia de Instagram",,Total,738,2,1,,0,790,,,,
17884780800360619,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/31/2025 10:56",,"Historia de Instagram",,Total,770,5,2,1,0,798,,,,
18081647581942690,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/31/2025 10:56",,"Historia de Instagram",,Total,788,5,1,,0,843,,,,
18074728181094796,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Programas Nacionales ✅ Colombia Mayor 
Renta Ciudadana - Renta Joven",11,"08/31/2025 08:06",,"Historia de Instagram",,Total,665,4,0,1,0,639,,,,
18321434851239142,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/31/2025 07:50",,"Historia de Instagram",,Total,638,6,1,,0,678,,,,
17970067292927985,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,12,"08/31/2025 07:42",,"Historia de Instagram",,Total,640,7,0,,0,685,,,4,
18367804909146214,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/31/2025 07:41",,"Historia de Instagram",,Total,646,6,0,,0,738,,,,
17865021060451630,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Ven y visita nuestros  PUNTOS INNOVA✌🏽 ¿Quieres aprender a volar dron?😎 @puntosinnova",14,"08/31/2025 07:33",,"Historia de Instagram",,Total,724,5,0,,0,702,,,4,
18063386264585463,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/31/2025 07:27",,"Historia de Instagram",,Total,733,5,1,,0,656,,,,
18137076598385911,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Una mañana de mucha diversión y recreación para las familias ✨💙 @tuluaculturacol_",9,"08/31/2025 07:27",,"Historia de Instagram",,Total,744,8,0,,0,678,,,,
17947028556012504,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/31/2025 07:01",,"Historia de Instagram",,Total,682,7,0,1,0,781,,,5,
18126683842465537,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,46,"08/31/2025 06:51",,"Historia de Instagram",,Total,809,8,0,2,4,783,,,7,
18109230268555697,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Estamos embelleciendo los espacios en 📍La Marina  @EMTULUA",11,"08/31/2025 06:46",,"Historia de Instagram",,Total,749,5,0,,0,689,,,2,
17982045932735108,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Atención Primaria en Salud y Plan de Intervenciones Colectivas ✅🙌🏼 Al servicio de la comunidad ✨😎",4,"08/31/2025 06:39",,"Historia de Instagram",,Total,849,4,1,,0,657,,,,
18077657650824613,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Y mucho más! ✅Atención Primaria en Salud
✅SISBÉN
✅Arte y Cultura
✅Puntos INNOVA 
✅Música",21,"08/31/2025 06:28",,"Historia de Instagram",,Total,945,5,0,1,1,773,,1,,
17931522909086369,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Mercado Campesino🍅🍊🍋 Ven y visita nuestro 📍 Polideportivo Central La Marina",5,"08/31/2025 06:18",,"Historia de Instagram",,Total,1038,6,1,,1,706,,,,
18072099227122236,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Ya estamos activos!  Ven ahora🙌🏼",7,"08/31/2025 06:11",,"Historia de Instagram",,Total,985,8,0,,1,708,,,,
18036745196466716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/30/2025 16:11",,"Historia de Instagram",,Total,577,3,0,2,0,620,,,,
18046396844642898,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Seguimos en nuestros talleres de creación de cometas! 💫 🪁 Aún estás a tiempo de llegar✌🏽😎 @labakana103.1 ¡Todavía puedes inscribirte! ✌🏽🤩",24,"08/30/2025 14:05",,"Historia de Instagram",,Total,538,4,0,,0,596,,,,
18078513959298180,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/30/2025 13:22",,"Historia de Instagram",,Total,538,5,0,,0,596,,,,
17929831833007935,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","GRAN FESTIVAL DE COMETAS 🪁💫 Este 6 de septiembre ✌🏽✌🏽 Creando las cometas que vamos a volar en el",21,"08/30/2025 13:18",,"Historia de Instagram",,Total,1328,10,0,,0,610,,,2,
18517496788039315,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/30/2025 09:49",,"Historia de Instagram",,Total,724,3,0,,0,596,,,,
17956537508995610,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"08/30/2025 08:34",,"Historia de Instagram",,Total,483,3,0,,0,526,,,8,
18063133571048526,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,18,"08/30/2025 08:29",,"Historia de Instagram",,Total,485,4,0,,0,525,,,,
18058473659110768,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,17,"08/30/2025 08:29",,"Historia de Instagram",,Total,497,3,0,,0,541,,,,
18067019687227669,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NOS VEMOS MAÑANA ✌🏽😎",11,"08/30/2025 06:00",,"Historia de Instagram",,Total,462,3,0,,0,522,,,,
17980880459861790,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Encuentro comunitario por la Convivencia ✌🏽✅💪🏼",15,"08/30/2025 05:53",,"Historia de Instagram",,Total,497,4,0,1,0,559,,,,
18093266032672597,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/29/2025 16:58",,"Historia de Instagram",,Total,639,2,0,1,0,496,,,,
17850726075539222,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 16:11",,"Historia de Instagram",,Total,430,1,0,,0,498,,,,
18091543150688626,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 16:11",,"Historia de Instagram",,Total,428,3,0,,0,454,,,,
18338893288167472,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuestras candidatas desfilando trajes realizados con materiales Totalmente reciclados y ecológicos ♻️",25,"08/29/2025 16:11",,"Historia de Instagram",,Total,441,4,0,,0,465,,,,
18203541964309629,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,400,1,0,,0,432,,,,
17979387617745767,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,401,4,1,,0,432,,,,
18291778435250382,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:10",,"Historia de Instagram",,Total,404,3,1,,0,430,,,,
18524352754004597,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,403,4,0,,0,421,,,,
17891102388333186,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,401,2,1,,0,425,,,,
18155005636378399,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,406,2,0,,0,439,,,,
18052512233630546,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,407,3,0,,0,426,,,,
18012227543782347,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,403,3,0,,0,420,,,,
18529856617010007,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,415,2,0,,0,436,,,,
18173280604358500,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,424,3,0,,0,436,,,,
18530984596021583,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,424,1,0,,0,438,,,,
17859559731473388,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,425,2,0,,0,442,,,,
18413494057110340,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/29/2025 15:09",,"Historia de Instagram",,Total,428,2,0,,0,444,,,,
18472950967077439,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,33,"08/20/2025 11:11",,"Historia de Instagram",,Total,650,8,0,,1,719,,,,
18056940737375446,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 11:11",,"Historia de Instagram",,Total,631,4,0,1,0,721,,,,
17966984741951828,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 11:14",,"Historia de Instagram",,Total,963,2,0,,0,729,,,,
18280614037273557,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,40,"08/20/2025 19:23",,"Historia de Instagram",,Total,627,6,2,1,0,689,,,,
17860472448410716,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce la nueva App 😎✌🏽",0,"08/20/2025 19:24",,"Historia de Instagram",,Total,592,3,0,,0,667,685,,,
17868433740354541,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:24",,"Historia de Instagram",,Total,577,2,0,,0,669,,,,
18384993535124956,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/20/2025 19:25",,"Historia de Instagram",,Total,565,3,0,1,0,654,,,,
18021578504746306,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/20/2025 19:25",,"Historia de Instagram",,Total,552,6,0,1,0,608,,,,
17864410905448000,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 06:40",,"Historia de Instagram",,Total,972,6,0,1,0,608,,,,
18064989785465449,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","NO TE PIERDAS EL Festival de Cometas 🪁💫 @labakana103.1",15,"08/21/2025 07:06",,"Historia de Instagram",,Total,529,4,0,1,0,580,,,,
18029027279687555,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Hoy!🙌🏼 No te lo pierdas 🤩",11,"08/21/2025 07:23",,"Historia de Instagram",,Total,515,3,0,1,0,594,,,,
17977922594860520,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:24",,"Historia de Instagram",,Total,515,3,0,,0,604,,,,
18236161075290530,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Nuevo Paso de la 34 Conectará comuna 5 y 6😎✅",15,"08/21/2025 07:38",,"Historia de Instagram",,Total,502,3,0,,0,519,,,,
17901239298250203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 07:41",,"Historia de Instagram",,Total,498,4,0,1,0,554,,,,
18039503384392236,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 07:42",,"Historia de Instagram",,Total,481,3,0,2,0,542,,,6,
18068144419948528,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/21/2025 10:21",,"Historia de Instagram",,Total,525,5,0,5,1,572,,,,
17904587439238245,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,515,2,0,,0,581,,,,
18041725520650057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/21/2025 10:31",,"Historia de Instagram",,Total,518,3,0,,0,580,607,,,
18283567714259622,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",¡MAÑANA!😎✌🏽,11,"08/21/2025 12:59",,"Historia de Instagram",,Total,537,2,0,,0,597,,,,
18093657508723464,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,10,"08/21/2025 15:18",,"Historia de Instagram",,Total,544,3,0,,2,575,,,7,
17851934847531162,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/21/2025 15:27",,"Historia de Instagram",,Total,519,2,0,1,0,552,,,,
17880620982376518,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy nos vemos en",11,"08/22/2025 05:44",,"Historia de Instagram",,Total,566,5,0,1,0,607,,,,
18094943197653922,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:15",,"Historia de Instagram",,Total,541,3,0,,0,610,,,,
17931528452964253,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,20,"08/22/2025 06:15",,"Historia de Instagram",,Total,525,4,1,,0,591,,,5,
18058884935595022,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,513,2,0,,2,541,,,,
18089463739796691,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 06:16",,"Historia de Instagram",,Total,507,3,1,1,0,552,,,1,
18146904874405402,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 08:28",,"Historia de Instagram",,Total,548,2,0,1,0,584,,,,
17968630202937803,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:08",,"Historia de Instagram",,Total,559,7,0,3,0,547,,,,
18132902680399901,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:52",,"Historia de Instagram",,Total,539,7,0,1,0,623,,,,
17906534439216500,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:53",,"Historia de Instagram",,Total,518,5,0,,0,610,,,,
18109226329534853,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 12:59",,"Historia de Instagram",,Total,509,5,0,1,0,581,,,3,
18079980967933189,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 12:59",,"Historia de Instagram",,Total,502,6,0,,0,569,,,11,
18051232985223749,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/22/2025 13:47",,"Historia de Instagram",,Total,506,4,1,,0,550,,,,5
18102484477602171,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,15,"08/22/2025 14:49",,"Historia de Instagram",,Total,507,3,0,,0,551,,,,
17870526189423046,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/22/2025 14:49",,"Historia de Instagram",,Total,488,3,0,2,0,537,,,,
17852625030530510,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Llegamos a 📍Monteloro Con la Ruta de la Felicidad💙🤩",15,"08/22/2025 16:30",,"Historia de Instagram",,Total,492,4,0,,0,539,,,,
18116913796502203,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Hoy en 📍Porvenir",11,"08/23/2025 06:54",,"Historia de Instagram",,Total,539,4,0,1,0,577,,,,
18050162132546561,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,584,7,0,,0,601,,,,
17967724826793879,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,564,4,0,,0,595,,,,
17930133882095098,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,548,5,0,,0,595,,,6,
17931945918091488,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 09:19",,"Historia de Instagram",,Total,544,5,0,2,0,583,,,3,
17960344844823256,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,9,"08/23/2025 09:24",,"Historia de Instagram",,Total,526,1,0,,0,569,,,9,
17941225662048480,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/23/2025 10:05",,"Historia de Instagram",,Total,804,3,0,,0,583,,,,
17928144797981175,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,5,"08/23/2025 10:06",,"Historia de Instagram",,Total,959,2,0,1,0,547,,,,2
18340299442160535,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Capacitando a los Vocales de Control✅",15,"08/23/2025 10:30",,"Historia de Instagram",,Total,515,0,0,2,0,545,,,,
17916212976168715,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 11:38",,"Historia de Instagram",,Total,621,8,0,1,0,609,,,,
18073481651020239,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,742,5,0,2,0,794,,,2,
18065024767992874,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,705,5,0,,0,723,,,,
18040023719401057,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 14:40",,"Historia de Instagram",,Total,692,3,0,,0,726,,,,
18054817001622693,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","Conoce las noticias de esta Semana ✅✌🏽",15,"08/23/2025 16:00",,"Historia de Instagram",,Total,779,4,0,3,0,813,,,,
18095321734652148,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,0,"08/23/2025 20:59",,"Historia de Instagram",,Total,990,8,0,2,0,1070,,,2,
18076807786795437,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:01",,"Historia de Instagram",,Total,1264,13,0,,0,1401,,,,
17969076992937990,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá",,11,"08/24/2025 12:05",,"Historia de Instagram",,Total,2249,18,3,2,0,1388,,,,
