"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Total de clics","Clics en el enlace","Clics de otro tipo","Consumo de segmentación del público coincidente (Photo Click)","Consumo de segmentación del público coincidente (Video Click)","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","CPM del anuncio (USD)","Comentarios negativos de los usuarios: Ocultar"
1233646685469328,100064720237286,"Alcaldía de Tuluá","#Obras | Avanza construcción de nuevo muro en Institución Educativa Técnica Industrial.

Siguiendo con los recorridos de verificación en las diferentes instituciones educativas, el secretario de Educación, Robert Posada Rosero, atendió una de las necesidades más sentidas de los estudiantes de la Institución Educativa Técnica Industrial Carlos Sarmiento Lora, que durante años venía solicitando la intervención. 

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/09/2025 17:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RA9hsLtHwN2CyGpvxDLhCZpLka4hfCct4dXTV8VYxttju5Bjs5HNiMceXo1wL2ppl,0,0,Enlaces,,,,,Total,4928,2959,103,80,2,21,49,38,11,,,,,,,,
1233645908802739,100064720237286,"Alcaldía de Tuluá","#Cultura | La Ruta de la Felicidad llegó al Lago Chilicote con salud, cultura y alegría.

El Lago Chilicote se convirtió en escenario de unión y alegría con la llegada de la Ruta de la Felicidad, una estrategia liderada por el alcalde Gustavo Vélez para descentralizar los servicios de la Administración Municipal y llevarlos directamente a las comunidades.

Lee la noticia completa:⬇️⬇️⬇️",,0,"09/09/2025 17:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02VHyX3BPDD11sgYbENtAxBWL7k13WcJiyT7rmx4fEEppHa5HbkiuHVumvXhCpVAnAl,0,0,Enlaces,,,,,Total,1501,828,28,22,0,6,10,7,3,,,,,,,,
1233583198809010,100064720237286,"Alcaldía de Tuluá","🚀 Más oportunidades, más derechos: 11 Políticas Públicas en Tuluá.

Por primera vez estamos formulando juntos más de 11 Políticas Públicas 🙌 que garantizan oportunidades, apoyo y respeto a los derechos de todos. 👉 En este video, Diego te cuenta qué son y para qué sirven en nuestro municipio. Acércate a Bienestar Social y sé parte de la transformación de Tuluá 💪🌱 #ParaSerFelices","🚀 Más oportunidades, más derechos: 11 Políticas Públicas en Tuluá.

Por primera vez estamos formulando juntos más de 11 Políticas Públicas 🙌 que garantizan oportunidades, apoyo y respeto a los derechos de todos. 👉 En este video, Diego te cuenta qué son y para qué sirven en nuestro municipio. Acércate a Bienestar Social y sé parte de la transformación de Tuluá 💪🌱 #ParaSerFelices",53,"09/09/2025 14:46",N/A,https://www.facebook.com/reel/24806610728979007/,1,0,Reels,,,,,Total,1844,1396,68,51,3,14,36,,36,,,17751.026,10.566,0,0,,
1233573035476693,100064720237286,"Alcaldía de Tuluá",,,0,"09/09/2025 14:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wKFyQ3pZGxBKx2qBEKcqa62sQ976jDvvaEdRuX2i9gxASoFkWQs2tpqcEMVb5KQ3l,0,1,Texto,,,,,Total,,931,29,29,0,0,60,,60,,,,,,,,
1233529732147690,100064720237286,"Alcaldía de Tuluá","#Noticias | Tulueños disfrutaron del Festival de Cometas en Tuluá.

Con el objetivo de fortalecer la unión familiar, rescatar las tradiciones y generar oportunidades para los emprendedores locales, la Administración Municipal, la Central de Transportes, Infituluá y la emisora La Bakana, realizaron el Festival Cometas 2025, donde más de mil personas, entre familias, niños y jóvenes, se dieron cita para disfrutar de una jornada llena de color, creatividad y alegría que tuvo como escenario el cielo tulueño. 

Lee la noticia completa:⬇⬇⬇
",,0,"09/09/2025 12:46",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02w72YXMHoJGie9F4kAoqiSTn4GpBPn8Q4HgYjezRvrPMm9QLrZHnfTPnQqevKL4Mtl,0,0,Enlaces,,,,,Total,1220,773,20,16,0,4,4,4,,,,,,,,,
1232796542221009,100064720237286,"Alcaldía de Tuluá","#BienestarSocial #Deportes | Comuna 8 en movimiento llegó a Bosques de Maracaibo con arte, cultura y deporte

Con música, danza y actividades deportivas, más de 200 personas se unieron a este espacio de integración comunitaria reunió a habitantes de los sectores aledaños en un encuentro cargado de alegría y talento local.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/08/2025 14:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02eJYbkwnoTJYQ9npGyMHegsGEsjc1p8kga8LGuECG2saoAn9uSsk815JBGhNe3DEDl,0,0,Enlaces,,,,,Total,2349,1560,30,24,1,5,31,30,1,,,,,,,,
1232795788887751,100064720237286,"Alcaldía de Tuluá","#BienestarSocial | Prosperidad Social busca adultos mayores para el Pilar Solidario en Tuluá

Prosperidad Social abrió una convocatoria en Tuluá para localizar a 3.662 adultos mayores que aún no están inscritos en programas sociales . El propósito es avanzar en la transición del programa Colombia Mayor al Pilar Solidario, prevista para 2026.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/08/2025 14:56",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02AZfNHF2ziVrEbrkjK3J7y3PcwoRAVfVkVMoHtk76drRGCB147ViPQ5LaZsJf7HpPl,0,0,Enlaces,,,,,Total,17896,11867,101,58,12,31,463,208,255,,,,,,,,
1232795428887787,100064720237286,"Alcaldía de Tuluá",,,0,"09/08/2025 14:55",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02FkyN1Ai6FNZqF2XiHFYHExiCHgpkMPExJhkqp7jZ7mNyvq5G1f39jRaQPTSQW14sl,0,1,Texto,,,,,Total,,,,,,,1,,1,,,,,,,,
1232703588896971,100064720237286,"Alcaldía de Tuluá","🌬️✨ Más de 1000 tulueños se unieron al Gran Festival de Cometas 🎏 en la 📍Central de Transportes 🚍

Un fin de semana lleno de familia, alegría y color, con concursos de la cometa más grande, la más pequeña y la más creativa 🎨.
Entre juegos, cultura y diversión 🎶👨‍👩‍👧‍👦 despedimos el mes del viento con unión y felicidad. 💫🙌 #ParaSerFelices","🌬️✨ Más de 1000 tulueños se unieron al Gran Festival de Cometas 🎏 en la 📍Central de Transportes 🚍

Un fin de semana lleno de familia, alegría y color, con concursos de la cometa más grande, la más pequeña y la más creativa 🎨.
Entre juegos, cultura y diversión 🎶👨‍👩‍👧‍👦 despedimos el mes del viento con unión y felicidad. 💫🙌 #ParaSerFelices",60,"09/08/2025 11:37",auto,https://www.facebook.com/reel/1284897999544915/,1,0,Reels,,,,,Total,1231,1029,36,29,0,7,13,,13,,,6710.614,5.785,0,0,,
1232501468917183,100064720237286,"Alcaldía de Tuluá","#Seguridad | Alcaldía anuncia medidas para proteger a menores y la vida nocturna en Tuluá.

Estas decisiones surgen como resultado de un análisis de seguridad y de la necesidad de prevenir situaciones que puedan poner en riesgo a la comunidad, especialmente a niños, adolescentes y conductores.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/08/2025 06:03",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0XpePcathSLMVZTEXKf3qH193dAqjvXvYmyrBswVXY1eKZga45LofWdLvJ7B7Rm19l,0,0,Enlaces,,,,,Total,1931,1221,20,17,1,2,78,70,8,,,,,,,,
1232500062250657,100064720237286,"Alcaldía de Tuluá","#Obras | 35% de avance de obra en remodelación del Parque del Sajonia.

Con la construcción de nuevos senderos peatonales con colores llamativos, guías para personas con discapacidad visual y accesos especiales para quienes tienen movilidad reducida, avanza la remodelación del parque Las Acacias, conocido por todos como el parque del barrio Sajonia, que ya registra un 35% de ejecución.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/08/2025 06:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02wybGmBjT8ahvLjJLSBRBm6Bai9wnW1ywLzRUbFJ4S5PC77i78jiGZEW9ZbsLuSy1l,0,0,Enlaces,,,,,Total,1522,936,48,36,2,10,9,7,2,,,,,,,,
1232498802250783,100064720237286,"Alcaldía de Tuluá","#Gobierno | Accidente con equino en Tuluá genera llamado a la responsabilidad ciudadana.

La Secretaría de Gobierno, con el apoyo de la Policía Nacional Ambiental y el Departamento Administrativo de Movilidad y Seguridad Vial, atendió un caso de bienestar animal en el que un equino fue atropellado por un vehículo en zona urbana de Tuluá.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"09/08/2025 05:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02bTdxHgW1n9TCvB2ipP8Krpg78JESJ5UQMdYDL9s4Ms16CY4bS2ACRQnEJtiaoorVl,0,0,Enlaces,,,,,Total,1563,990,18,13,1,4,20,17,3,,,,,,,,
1232110278956302,100064720237286,"Alcaldía de Tuluá",,,0,"09/07/2025 18:24",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0LFDnhM9Bz1aXasLSxPRxd37yF1hwKV4n99nXCsitgHqWG8Tw1DBPW1ycfZYw9wjpl,0,1,Fotos,,,,,Total,2307,1372,26,21,0,5,192,,65,127,,,,,,,
1232095185624478,100064720237286,"Alcaldía de Tuluá","🌈 El Lago Chilicote recibió a la Ruta de la felicidad 🤩✨💙

Las familias de Sajonia, Salesianos y barrios aledaños vivieron una jornada inolvidable con salud 🩺, vacunación para peluditos 🐶🐾, arte y cultura 🎭, música en vivo 🎶 y toda la oferta institucional de la Alcaldía.

Un encuentro lleno de sonrisas, unión y alegría #ParaSerFelices ✨🌟",,0,"09/07/2025 17:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0P4bjNYE2pinzokdkLAE941dSVUQvLamV2pxRyCPgdZyK6dBYqwpnuDW8C5tdBYBql,0,0,Fotos,,,,,Total,13754,7457,139,113,3,23,1144,,292,852,,,,,,,
1231760502324613,100064720237286,"Alcaldía de Tuluá","🚔👊 Capturadas 5 personas que hurtaban el comercio en Tuluá🚨

Gracias a la denuncia ciudadana y a la rápida reacción de la @policiavalledelcauca, fueron capturadas 5 personas (3 hombres y 2 mujeres) señaladas de hurtar en establecimientos comerciales.

🔫 En el operativo se incautó un arma traumática y se recuperaron elementos robados.

📞 Recuerda: ante cualquier hecho delictivo, denuncia a la línea 123.","🚔👊 Capturadas 5 personas que hurtaban el comercio en Tuluá🚨

Gracias a la denuncia ciudadana y a la rápida reacción de la @policiavalledelcauca, fueron capturadas 5 personas (3 hombres y 2 mujeres) señaladas de hurtar en establecimientos comerciales.

🔫 En el operativo se incautó un arma traumática y se recuperaron elementos robados.

📞 Recuerda: ante cualquier hecho delictivo, denuncia a la línea 123.",87,"09/07/2025 08:05",uploaded,https://www.facebook.com/reel/1084605993860566/,1,0,Reels,,,,,Total,3525,1679,142,113,9,20,82,,82,,,69579.566,20.926,0,0,,
1231666789000651,100064720237286,"Alcaldía de Tuluá","🎶💃✨ Comuna 8 en movimiento regresó a Bosques de Maracaibo 🌳

Más de 200 personas disfrutaron de arte, cultura, deporte e inclusión en un encuentro lleno de alegría y talento local. 💙🙌 Espacios para que nuestras familias sean felices 💙✌🏽","🎶💃✨ Comuna 8 en movimiento regresó a Bosques de Maracaibo 🌳

Más de 200 personas disfrutaron de arte, cultura, deporte e inclusión en un encuentro lleno de alegría y talento local. 💙🙌 Espacios para que nuestras familias sean felices 💙✌🏽",31,"09/07/2025 06:01",N/A,https://www.facebook.com/reel/1723476258357600/,1,0,Reels,,,,,Total,3641,1779,135,71,4,60,59,,59,,,19728.896,5.633,0,0,,
1231338042366859,100064720237286,"Alcaldía de Tuluá",,,0,"09/06/2025 20:00",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fsdHajbjsqhA14Er1Q4ieMVf7f14MXAMkWfgxPURVcpUMmKTGhtU2DPQBPNagYAWl,0,1,Fotos,,,,,Total,1524,1005,20,16,0,4,36,,12,24,,,,,,,
1231337532366910,100064720237286,"Alcaldía de Tuluá",,,0,"09/06/2025 19:59",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid03GamL6T9oXvkRGLv7rQKqJwEHh9js3Lhp53zVoCFUzn1zDcfqKPKpWcCekAMpJp7l,0,1,Fotos,,,,,Total,864,552,12,12,0,0,6,2,1,3,,,,,,,
1231252482375415,100064720237286,"Alcaldía de Tuluá","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽","#Noticias | Conoce las noticias más importantes de la semana en el nuevo episodio de 45 Segundos #ParaSerFelices 🤩✌🏽",82,"09/06/2025 17:25",uploaded,https://www.facebook.com/reel/1331611455150074/,1,0,Reels,,,,,Total,1628,1194,83,71,1,11,27,1,26,,,18831.909,11.956,0,0,,
1231043055729691,100064720237286,"Alcaldía de Tuluá","🎙️ #ElPodcastdeVélez | Episodio 30. El futuro está aquí: Tuluá en el segundo semestre del 2025.

En este episodio, el alcalde Gustavo Vélez habla sobre la generación de empleo en el segundo semestre a través del deporte, el bienestar social, el arte y la cultura. 💼✨
También cuenta cómo las jornadas descentralizadas acercan la Administración a los diferentes sectores del municipio, tanto urbanos como rurales, y de la renovación de infraestructuras en salud para brindar espacios más dignos a los tulueños. 🏥💙","🎙️ #ElPodcastdeVélez | Episodio 30. El futuro está aquí: Tuluá en el segundo semestre del 2025.

En este episodio, el alcalde Gustavo Vélez habla sobre la generación de empleo en el segundo semestre a través del deporte, el bienestar social, el arte y la cultura. 💼✨
También cuenta cómo las jornadas descentralizadas acercan la Administración a los diferentes sectores del municipio, tanto urbanos como rurales, y de la renovación de infraestructuras en salud para brindar espacios más dignos a los tulueños. 🏥💙",1277,"09/06/2025 10:09",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1108679701468642/,0,0,Videos,,,,,Total,439,2246,214,150,29,35,129,,129,,,62421.306,23.084,0,0,0,
1230621719105158,100064720237286,"Alcaldía de Tuluá","🌺✨ ¡La cultura se vivió a lo grande en el corregimiento de Nariño! 🎶💃

Una tarde llena de música en vivo, arte y danza que unió a la comunidad en un espacio de alegría y tradición. 💙🌿

Gracias a todos los que nos acompañaron y hicieron parte de esta experiencia inolvidable. 🙌🎉

#culturaalparque",,0,"09/05/2025 22:14",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02UWDVeG9eDjc1U59JN8TtmY3EozkEQVoXeZJfaESYuFsNe2pg4nBuQTkSTmJzoVfYl,0,0,Fotos,,,,,Total,5988,3757,75,56,3,16,278,,86,192,,,,,,,
1230395039127826,100064720237286,"Alcaldía de Tuluá","🎶💃 Cultura al Barrio llegó a Siete Canchas con música, arte y mucho sabor.

La comunidad disfrutó de una tarde llena de alegría, cultura y diversión 🌟🙌.

Seguimos llevando espacios que transforman y llenan de vida a cada rincón de Tuluá 💙✨.
#ParaSerFelices","🎶💃 Cultura al Barrio llegó a Siete Canchas con música, arte y mucho sabor.

La comunidad disfrutó de una tarde llena de alegría, cultura y diversión 🌟🙌.

Seguimos llevando espacios que transforman y llenan de vida a cada rincón de Tuluá 💙✨.
#ParaSerFelices",41,"09/05/2025 14:59",uploaded,https://www.facebook.com/reel/778691081689515/,1,0,Reels,,,,,Total,1118,867,46,36,0,10,11,,11,,,5323.44,5.153,0,0,,
1230266179140712,100064720237286,"Alcaldía de Tuluá","🌳✨ Desliza y descubre cómo avanza la transformación del Parque Las Acacias en el 📍Sajonia.

✅ 35% de ejecución en obras de remodelación
🚶‍♀️ Senderos peatonales incluyentes
💪 Zonas de ejercicio y recreación
👨‍👩‍👧 Espacios para toda la familia
Y muchos más... 

Un parque moderno, accesible y lleno de vida para la comunidad 🌳💙 #ParaSerFelices",,0,"09/05/2025 10:54",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid05VETi5AmGFiC5fJ17pUbAzhz5YykydgrrupFcU6k82ZSrvCnKd9U83eNATdQpfj3l,0,0,Fotos,,,,,Total,5698,2880,99,68,9,22,413,,113,300,,,,,,,
1229668729200457,100064720237286,"Alcaldía de Tuluá","🌟 La cultura llegó al barrio Siete Canchas para compartir con grandes y chicos momentos inolvidables.✨

Arte 🎨, alegría 😄, danzas 💃, regalos 🎁 y mucho más 🎶💚 Transformamos espacios #ParaSerFelices",,0,"09/04/2025 18:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid023bhBrLdYqVAMfy6hAW9sSbQzpjokGqwhFFS7jBFeewkwJZipgxaXoVBCSmV3bxaNl,0,0,Fotos,,,,,Total,5749,3264,87,66,8,13,279,,79,200,,,,,,,
1229599725874024,100064720237286,"Alcaldía de Tuluá","🚦👨‍👩‍👧‍👦 ¡Llevamos educación vial a padres y estudiantes!

En Tuluá construimos cultura ciudadana💪🏼 educando a padres de familia y estudiantes en conciencia vial para enseñar a movilizarnos con responsabilidad, ser ejemplo de respeto en las vías 🛑🚗 y transformar nuestras calles en espacios seguros. ✨ #ParaSerFelices","🚦👨‍👩‍👧‍👦 ¡Llevamos educación vial a padres y estudiantes!

En Tuluá construimos cultura ciudadana💪🏼 educando a padres de familia y estudiantes en conciencia vial para enseñar a movilizarnos con responsabilidad, ser ejemplo de respeto en las vías 🛑🚗 y transformar nuestras calles en espacios seguros. ✨ #ParaSerFelices",50,"09/04/2025 16:10",uploaded,https://www.facebook.com/reel/745123445010277/,1,0,Reels,,,,,Total,17441,14869,351,282,42,27,335,,335,,,244739.294,15.583,0,0,,
1229587849208545,100064720237286,"Alcaldía de Tuluá","#Salud | Después de 30 años Hospital Rubén Cruz estrena laboratorio.

Con una inversión de más de 1.000 millones de pesos de recursos propios, la E.S.E. Hospital Rubén Cruz Vélez inauguró su propio laboratorio clínico, marcando un hecho histórico para esta entidad después de 30 años de utilizar servicios de laboratorio médico tercerizado.

Lee la noticia completa:⬇⬇⬇",,0,"09/04/2025 15:44",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02fCe1McoJHjdz7NAC3YDnQ5xRHpwDaRLeevCDpon7REwKn7ah5KGq76E67GZFqamVl,0,0,Enlaces,,,,,Total,13446,8851,124,93,10,21,214,78,136,,,,,,,,
1229578452542818,100064720237286,"Alcaldía de Tuluá","#Seguridad | Golpe al microtráfico y a la instrumentalización de menores en Tuluá.

Gracias al trabajo articulado con la Policía Nacional, en el marco de la estrategia Seguros, cercanos y presentes,  se logró la captura de cinco personas y la aprehensión de un menor de 17 años en los barrios Entre Ríos y La Cruz, debilitando de manera directa las redes dedicadas al microtráfico en el municipio.

Lee la noticia completa:⬇⬇⬇",,0,"09/04/2025 15:22",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0AhkA5TnUr2pu2Vi5hoouPJT5gpkrCEUh6VcWDwwMxVez9arKnUwTWGgCDJUdCKSjl,0,0,Enlaces,,,,,Total,2264,1368,34,26,0,8,46,31,15,,,,,,,,
1229576782542985,100064720237286,"Alcaldía de Tuluá","#Turismo | Alcaldía capacita a camareros y camareras del sector hotelero.

Con la participación de 39 personas pertenecientes a 17 hoteles de la zona urbana y rural de Tuluá, la Alcaldía Municipal, en convenio con Cotelco Regional Valle y la Cámara de Comercio de Tuluá, dio inicio a la primera capacitación gratuita para camareras y camareros de piso del sector de alojamiento.

Lee la noticia completa: ⬇⬇⬇
",,0,"09/04/2025 15:19",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02iDp3NhPoPjC2PaQr8oa62EJgr6aZDmq5JgcBjFDBcD7xBkyk4XJ5NtTb8aMHpVvdl,0,0,Enlaces,,,,,Total,1309,813,34,26,1,7,11,5,6,,,,,,,,
1229572192543444,100064720237286,"Alcaldía de Tuluá","#Obras | Socialización de obras en La Marina anuncia embellecimiento del parque e iluminación vial.

Durante una jornada de socialización con la comunidad del corregimiento de La Marina, la Administración Municipal presentó las obras que se adelantarán en esta zona rural de Tuluá y sectores vecinos como El Brasil, El Bergel y La Iberia.

Lee la noticia completa: ⬇⬇⬇
",,0,"09/04/2025 15:07",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0XJipj46T4g4LVPj2NXSBwoifDJinmnxVsPaZN9PN1DxUxu8ELPDNFtEXBaAbs3eal,0,0,Enlaces,,,,,Total,2257,1402,53,36,5,12,39,35,4,,,,,,,,
1229408175893179,100064720237286,"Alcaldía de Tuluá","En Tuluá vivimos rodeados de verde 💚🌿 Montañas, humedales, parques y ese airecito fresquito que tanto nos gusta 😌🌬️
¿Y el tuyo? 👀 Cuéntanos tu color favorito en los comentarios 🎨👇 #ParaSerFelices","En Tuluá vivimos rodeados de verde 💚🌿 Montañas, humedales, parques y ese airecito fresquito que tanto nos gusta 😌🌬️
¿Y el tuyo? 👀 Cuéntanos tu color favorito en los comentarios 🎨👇 #ParaSerFelices",66,"09/04/2025 10:01",mixed,https://www.facebook.com/reel/2692742107600774/,1,0,Reels,,,,,Total,1356,956,75,54,5,16,10,,10,,,7448.63,5.925,0,0,,
1228725909294739,100064720237286,"Alcaldía de Tuluá","🌟 Las oportunidades transforman vidas 🌟

Laura Valentina encontró en la Administración Municipal su primer empleo, y hoy, desde el programa “Vení, hablemos”, abre caminos para que más jóvenes también hagan realidad sus sueños. 💙✨ Conoce aquí su historia. #ParaSerFelices","🌟 Las oportunidades transforman vidas 🌟

Laura Valentina encontró en la Administración Municipal su primer empleo, y hoy, desde el programa “Vení, hablemos”, abre caminos para que más jóvenes también hagan realidad sus sueños. 💙✨ Conoce aquí su historia. #ParaSerFelices",67,"09/03/2025 16:28",uploaded,https://www.facebook.com/reel/758764246933907/,1,0,Reels,,,,,Total,7530,2158,618,425,73,120,196,,196,,,78404.965,11.636,0,0,,
1228653852635278,100064720237286,"Alcaldía de Tuluá","🎡✨ ¡Samuel te invita a divertirte en Bicentenario Plaza! ✨🎡👦👉 Nuestro pequeño anfitrión te muestra dónde están los juegos más divertidos y ¡a precios mucho más económicos! 🕹️🎯🚗💨 Además, disfruta de parqueadero gratis y no te pierdas los 🍦 mejores helados del mundo mundial.¿Qué esperas? 😍Ven con tu familia a vivir momentos únicos en Bicentenario Plaza, Tuluá 🏙️💙#BicentenarioPlaza #Tuluá #DiversiónEnFamilia #Helados #juegos","🎡✨ ¡Samuel te invita a divertirte en Bicentenario Plaza! ✨🎡👦👉 Nuestro pequeño anfitrión te muestra dónde están los juegos más divertidos y ¡a precios mucho más económicos! 🕹️🎯🚗💨 Además, disfruta de parqueadero gratis y no te pierdas los 🍦 mejores helados del mundo mundial.¿Qué esperas? 😍Ven con tu familia a vivir momentos únicos en Bicentenario Plaza, Tuluá 🏙️💙#BicentenarioPlaza #Tuluá #DiversiónEnFamilia #Helados #juegos",58,"09/03/2025 14:26",N/A,https://www.facebook.com/reel/4162595484060566/,0,0,Reels,,,,,Total,2137,1982,58,49,1,8,53,,53,,,23036.288,11.693,0,0,,
1228648825969114,100064720237286,"Alcaldía de Tuluá","🍃✨ ¡Septiembre llegó con todo! ✨🍃

Arte, música en vivo, deporte, recreación, inclusión y cometas 🪁🎶⚽🎨
Agéndate y desliza 👉 para conocer toda la programación que tenemos para ti y tu familia en este fin de semana. #ParaSerFelices ✨💙💪🏼",,0,"09/03/2025 14:16",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0FQzHrY8bdELQaktLqEWkVHuNK3r1v8yo3LASL2f6NHqi3MG7UxDK9bJ9kNmsn658l,0,0,Fotos,,,,,Total,3613,2025,45,31,1,13,199,,34,165,,,,,,,
1228589695975027,100064720237286,"Alcaldía de Tuluá","¡Historias que transforman!🌟Juan Pablo encontró una herramienta en los Puntos Innova que lo llevó a emprender 👨‍💼. Tres semana bastaron para aprender a vectorizar y empezar su nuevo proyecto🚀. Nos contó que ya ha recibido varios pedidos 🧾 y que agradece a la Administración Municipal en cabeza del Alcalde Gustavo Adolfo Vele Román y al Departamento TIC por poner a disposición estas herramientas que benefician a los jóvenes. Espacios que transforman para ser felices 🙌","¡Historias que transforman!🌟Juan Pablo encontró una herramienta en los Puntos Innova que lo llevó a emprender 👨‍💼. Tres semana bastaron para aprender a vectorizar y empezar su nuevo proyecto🚀. Nos contó que ya ha recibido varios pedidos 🧾 y que agradece a la Administración Municipal en cabeza del Alcalde Gustavo Adolfo Vele Román y al Departamento TIC por poner a disposición estas herramientas que benefician a los jóvenes. Espacios que transforman para ser felices 🙌",86,"09/03/2025 12:12",N/A,https://www.facebook.com/reel/782509590932789/,0,0,Reels,,,,,Total,751,647,28,24,0,4,2,,2,,,4560.686,6.441,0,0,,
1227816019385728,100064720237286,"Alcaldía de Tuluá","#Movilidad | Cambio vial reduce congestión y facilita movilidad en Tuluá.

Con el fin de mejorar la movilidad y descongestionar los accesos al centro de Tuluá, desde el Departamento Administrativo de Movilidad, se puso en marcha el cambio de sentido vial que beneficiará especialmente a los barrios Progresar y Pueblo Nuevo, al ofrecerles más alternativas seguras de desplazamiento hacia puntos estratégicos como el estadio, el centro y otros sectores de la ciudad.

Lee la noticia completa:⬇⬇⬇
",,0,"09/02/2025 16:33",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02V7bmfvgd1dW6XwVgn7ALDRpocaQA9VfRGYQFGmr3UiEX5mhVxhG3NYrSheqby63Wl,0,0,Enlaces,,,,,Total,8824,4816,202,123,72,7,753,199,554,,,,,,,,
1227798116054185,100064720237286,"Alcaldía de Tuluá","¡Así quedó el cambio de sentido vial en La Herradura!✅💪🏼📢  Hemos leído sus comentarios y venimos a aclararles todo. 😉🚦 Nuestro agente de tránsito les explica cómo será el cambio de sentido vial y de qué manera podrán movilizarse por este sector. 🚗➡️¿Lo entendiste? 👀 Cuéntanos en los comentarios. 📝👇 #ParaSerFelices","¡Así quedó el cambio de sentido vial en La Herradura!✅💪🏼📢  Hemos leído sus comentarios y venimos a aclararles todo. 😉🚦 Nuestro agente de tránsito les explica cómo será el cambio de sentido vial y de qué manera podrán movilizarse por este sector. 🚗➡️¿Lo entendiste? 👀 Cuéntanos en los comentarios. 📝👇 #ParaSerFelices",51,"09/02/2025 15:54",N/A,https://www.facebook.com/reel/1130829152263861/,0,0,Reels,,,,,Total,14371,12752,310,147,139,24,1389,,1389,,,195694.124,16.228,0,0,,
1227526329414697,100064720237286,"Alcaldía de Tuluá","🚧 Cada vez más cerca de conectar el barrio Rojas con Escobar y Palobonito. ✅

Una obra de movilidad que cumple lo prometido y transforma la vida de la comunidad. 💪🏼✨
Los habitantes lo dicen con gratitud: estas son obras que generan confianza, unen barrios y construyen la Tuluá #ParaSerFelices 💙","🚧 Cada vez más cerca de conectar el barrio Rojas con Escobar y Palobonito. ✅

Una obra de movilidad que cumple lo prometido y transforma la vida de la comunidad. 💪🏼✨
Los habitantes lo dicen con gratitud: estas son obras que generan confianza, unen barrios y construyen la Tuluá #ParaSerFelices 💙",55,"09/02/2025 07:44",N/A,https://www.facebook.com/reel/1691018744945688/,1,0,Reels,,,,,Total,3735,1928,181,144,4,33,109,,109,,,43418.568,13.003,0,0,,
1227007269466603,100064720237286,"Alcaldía de Tuluá","🚧✨ ¡Arrancó la pavimentación del Intercambiador de la 40!

Con 100 metros listos para ingresar al barrio Fátima, comienza la transformación de uno de los corredores más importantes de Tuluá. 💙 Seguimos avanzando #ParaSerFelices","🚧✨ ¡Arrancó la pavimentación del Intercambiador de la 40!

Con 100 metros listos para ingresar al barrio Fátima, comienza la transformación de uno de los corredores más importantes de Tuluá. 💙 Seguimos avanzando #ParaSerFelices",51,"09/01/2025 15:34",uploaded,https://www.facebook.com/reel/1132230012187460/,1,0,Reels,,,,,Total,2938,2395,91,76,0,15,77,,77,,,32744.992,12.324,0,0,,
