Identificador de la publicación,Identificador de la página,Nombre de la página,Título,Descripción,Duración (segundos),Hora de publicación,Tipo de subtítulo,Enlace permanente,Es una publicación cruzada,Es una publicación compartida,Tipo de publicación,Idiomas,Etiquetas personalizadas,Estado de contenido financiado,Comentario sobre los datos,Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,Veces que se compartió,Total de clics,Clics de otro tipo,Consumo de segmentación del público coincidente (Photo Click),Clics en el enlace,Segundos reproducidos,Segundos en promedio reproducidos,Ingresos estimados (USD),Impresiones del anuncio,CPM del anuncio (USD),Consumo de segmentación del público coincidente (Video Click),Reach
1104723025028362,100064720237286,Alcaldía de Tuluá,"#Noticias | Nuevo comandante del GAULA Valle llega a aportar seguridad al municipio de Tuluá. 

Su designación, efectiva desde el pasado 27 de marzo, responde al compromiso institucional de reforzar las estrategias de prevención, investigación y respuesta ante delitos que afectan la libertad personal. La experiencia del nuevo comandante será clave para continuar combatiendo los fenómenos delictivos que alteran la tranquilidad de las comunidades, especialmente en zonas priorizadas del centro del Valle.

Lee la noticia completa:⬇⬇⬇
",,0,2025-02-04 15:45:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02FrPpYuEfGKWExzw88yMeyUiBksUCjQKsVvTPcNbcpHq2TPoN9F1efTMcbCLsnarzl,0,0,Enlaces,,,,,Total,3659.0,2531.0,59.0,46.0,1.0,12.0,45,8.0,,37.0,,,,,,,
1104666421700689,100064720237286,Alcaldía de Tuluá,"🌿💧 ¡Los humedales son vida! 💧🌿

En Tuluá tenemos tres humedales que juegan un papel clave en el equilibrio ambiental. 🌎✨ Descubre cuáles son y cómo podemos protegerlos juntos. 💚♻️

🔍➡️ Desliza para conocer más.  #ParaSerFelices",,0,2025-02-04 14:47:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0wqoJb9ZFa3HGxPH2LyWMJN5L6kQDriF3M1aTfb8oy5jakzJiQUnJgKcGGUKpCT2ml,0,0,Fotos,,,,,Total,1962.0,1145.0,45.0,28.0,0.0,17.0,23,3.0,20.0,,,,,,,,
1104657261701605,100064720237286,Alcaldía de Tuluá,"#BienestarSocial | Gestora Social y Fundación Éxito se unen para apoyar a 100 madres gestantes del municipio.

El objetivo de esta iniciativa es mejorar la calidad de vida de las mujeres y sus bebés en sus primeros meses, brindándoles herramientas que contribuyan a un crecimiento saludable y a una crianza con mayores oportunidades. La estrategia prioriza a las mujeres que se encuentren clasificadas en los niveles A o B del Sisbén, buscando llegar a quienes más lo necesitan.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-02-04 14:30:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02eZo7KgbzBo6viaivLZSjJVkouVqdWwjVAsccRzGrbwjf7tDsyZXeUUvqxrNjkFPnl,0,0,Enlaces,,,,,Total,2280.0,1491.0,58.0,40.0,3.0,15.0,79,20.0,,59.0,,,,,,,
1104607635039901,100064720237286,Alcaldía de Tuluá,"#Hábitat | Canalización del río Tuluá se activa en dos frentes.

Los trabajos se están desarrollando en dos puntos estratégicos: el sector de Brisas del Valle, donde se ha ubicado una retro oruga y un equipo de volquetas para llevar a cabo la canalización y el acopio del material extraído del río; y el sector de Bomberos, una zona prioritaria debido a los constantes llamados de la comunidad por su alta vulnerabilidad a las inundaciones.

Lee la noticia completa: ⬇⬇⬇",,0,2025-02-04 12:57:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02zRXSP23CmhtZaC4XHcEpYqByuz6i7J9GBWNLgpKhgtBWriKkykejpxFq7VtuWPP5l,0,0,Enlaces,,,,,Total,1574.0,1001.0,48.0,36.0,3.0,9.0,13,3.0,,10.0,,,,,,,
1104471105053554,100064720237286,Alcaldía de Tuluá,"🎭🎉 ¡21 comparsas seleccionadas para el Carnaval del Pueblo! 🎉🎭

Las inscripciones cerraron y ahora comienza la competencia 🔥💃🕺. Estos grupos darán todo su talento para llevarse los 10 MILLONES 💰 en el gran Carnaval del Pueblo, este 19 de junio en el marco de la 67 Feria de Tuluá:

✅Colegio San Pedro Claver - Galería
✅CEET - Galería
✅Escuela de baile Alquileres López ✅Productions - Galería
✅Academia de baile Pasión y Danza - Coliseo de Ferias
✅Colegio Mercantil - Lago Chilicote
✅Enlace Latino - Coliseo de Ferias
✅Escuela de baile Eclipse - Teatro Sarmiento
✅Sensación Rumbera - Puente de las Brujas
✅Love Dance - Casa de la Cultura
✅Dream Dancing Academia - Puente de las Brujas
✅Academia Ensamble - Teatro Sarmiento
✅Delegación Trujillo - Jardín Botánico
✅Fundación Chagualos - Parque de la Guagua
✅Carnaval del Príncipe - Galería
✅Fundación Tradición Mestiza - Puente de las Brujas
✅Grupo Cultural Manakin - Galería
✅Colores del Ritmo - Teatro Sarmiento
✅Grupo de Danzas Riofrío - Puente de las Brujas
✅Academia de Danza EMI - Puente de las Brujas
✅Grupo Son Cultura - Casa de la Cultura
✅Club de Porrismo, Baile y Gimnasia Xtreme - Lago Chilicote
✅Colegio San Francisco - Coliseo de Ferias

¿Estás listo para vivir la magia y la alegría del carnaval? 🎊✨ ¡Lo mejor está por llegar! #ParaSerFelices","🎭🎉 ¡21 comparsas seleccionadas para el Carnaval del Pueblo! 🎉🎭

Las inscripciones cerraron y ahora comienza la competencia 🔥💃🕺. Estos grupos darán todo su talento para llevarse los 10 MILLONES 💰 en el gran Carnaval del Pueblo, este 19 de junio en el marco de la 67 Feria de Tuluá:

✅Colegio San Pedro Claver - Galería
✅CEET - Galería
✅Escuela de baile Alquileres López ✅Productions - Galería
✅Academia de baile Pasión y Danza - Coliseo de Ferias
✅Colegio Mercantil - Lago Chilicote
✅Enlace Latino - Coliseo de Ferias
✅Escuela de baile Eclipse - Teatro Sarmiento
✅Sensación Rumbera - Puente de las Brujas
✅Love Dance - Casa de la Cultura
✅Dream Dancing Academia - Puente de las Brujas
✅Academia Ensamble - Teatro Sarmiento
✅Delegación Trujillo - Jardín Botánico
✅Fundación Chagualos - Parque de la Guagua
✅Carnaval del Príncipe - Galería
✅Fundación Tradición Mestiza - Puente de las Brujas
✅Grupo Cultural Manakin - Galería
✅Colores del Ritmo - Teatro Sarmiento
✅Grupo de Danzas Riofrío - Puente de las Brujas
✅Academia de Danza EMI - Puente de las Brujas
✅Grupo Son Cultura - Casa de la Cultura
✅Club de Porrismo, Baile y Gimnasia Xtreme - Lago Chilicote
✅Colegio San Francisco - Coliseo de Ferias

¿Estás listo para vivir la magia y la alegría del carnaval? 🎊✨ ¡Lo mejor está por llegar! #ParaSerFelices",34,2025-02-04 09:27:00,uploaded,https://www.facebook.com/reel/1744191199748321/,0,0,Reels,,,,,Total,14130.0,10774.0,219.0,162.0,6.0,51.0,419,418.0,,1.0,73804.085,5.759,0.0,0.0,,,
1102808555219809,100064720237286,Alcaldía de Tuluá,"🔊 ¿El exceso de ruido te molesta? 🚫🎧

Esta es una problemática que nos afecta a todos 😖 y es importante ponerle control. Si tienes una denuncia, ¡actúa! 📢⚖️

📍 Conoce aquí dónde puedes comunicarte y denunciar.
✅ El cambio comienza contigo. 💪🌎

#ParaSerFelices","🔊 ¿El exceso de ruido te molesta? 🚫🎧

Esta es una problemática que nos afecta a todos 😖 y es importante ponerle control. Si tienes una denuncia, ¡actúa! 📢⚖️

📍 Conoce aquí dónde puedes comunicarte y denunciar.
✅ El cambio comienza contigo. 💪🌎

#ParaSerFelices",50,2025-03-31 16:52:00,uploaded,https://www.facebook.com/reel/668264469228593/,1,0,Reels,,,,,Total,4828.0,3334.0,146.0,85.0,26.0,35.0,332,332.0,,,58429.056,13.878,0.0,0.0,,,
1168453131988684,100064720237286,Alcaldía de Tuluá,"✨👣 Pasarela Sin Barreras: inclusión que emociona ♿💛

En la #67FeriaDeTuluá vivimos la primera Pasarela Sin Barreras, un evento liderado por la Secretaría de Bienestar Social donde más de 20 niños, jóvenes y adultos con discapacidades mostraron que aquí todos cabemos. 🌈💫

Gracias al alcalde Gustavo Vélez se abren estos espacios donde las diferencias nos unen.
💛 ¡Porque las discapacidades no son una barrera cuando se trata de ser felices!  #ParaSerFelices #HayQueSentirla","✨👣 Pasarela Sin Barreras: inclusión que emociona ♿💛

En la #67FeriaDeTuluá vivimos la primera Pasarela Sin Barreras, un evento liderado por la Secretaría de Bienestar Social donde más de 20 niños, jóvenes y adultos con discapacidades mostraron que aquí todos cabemos. 🌈💫

Gracias al alcalde Gustavo Vélez se abren estos espacios donde las diferencias nos unen.
💛 ¡Porque las discapacidades no son una barrera cuando se trata de ser felices!  #ParaSerFelices #HayQueSentirla",34,2025-06-22 14:47:00,mixed,https://www.facebook.com/reel/1433379477704658/,1,0,Reels,,,,,Total,5361.0,2542.0,226.0,114.0,12.0,100.0,79,79.0,,,33132.67,6.935,0.0,0.0,,,
1168417965325534,100064720237286,Alcaldía de Tuluá,"🐑 ¡Los ovinos se toman el pabellón de especies menores! 🐏✨

Ya comenzó el juzgamiento y exposición de ovinos, avalado por AsoOvinos, en el marco de la #67FeriaDeTuluá.
Una muestra imperdible para los amantes del campo y para toda la familia 👨‍👩‍👧‍👦🌾

¡Ven ya y disfruta de este espacio hecho #ParaSerFelices! 🎉🐑","🐑 ¡Los ovinos se toman el pabellón de especies menores! 🐏✨

Ya comenzó el juzgamiento y exposición de ovinos, avalado por AsoOvinos, en el marco de la #67FeriaDeTuluá.
Una muestra imperdible para los amantes del campo y para toda la familia 👨‍👩‍👧‍👦🌾

¡Ven ya y disfruta de este espacio hecho #ParaSerFelices! 🎉🐑",29,2025-06-22 13:39:00,mixed,https://www.facebook.com/reel/1514060786438787/,1,0,Reels,,,,,Total,825.0,847.0,13.0,12.0,0.0,1.0,3,3.0,,,2011.176,2.714,0.0,0.0,,,
1192819669552030,100064720237286,Alcaldía de Tuluá,"🚧✨ ¡Adiós a los huecos en la calle 34!

Así se ven 1.400 metros lineales de topping en esta vía que conecta a 5 barrios, y hoy está totalmente recuperada con topping, ofreciendo mejor movilidad y calidad de vida a los tulueños. ✌🏽

💙 ¡Aquí trabajamos día y noche para seguir transformando a Tuluá en la ciudad que soñamos #ParaSerFelices! 🤩💪🏼","🚧✨ ¡Adiós a los huecos en la calle 34!

Así se ven 1.400 metros lineales de topping en esta vía que conecta a 5 barrios, y hoy está totalmente recuperada con topping, ofreciendo mejor movilidad y calidad de vida a los tulueños. ✌🏽

💙 ¡Aquí trabajamos día y noche para seguir transformando a Tuluá en la ciudad que soñamos #ParaSerFelices! 🤩💪🏼",31,2025-07-22 18:27:00,auto,https://www.facebook.com/reel/3138542999687167/,1,0,Reels,,,,,Total,11901.0,8817.0,799.0,544.0,85.0,170.0,498,498.0,,,114647.094,11.452,0.0,0.0,,,
1192737756226888,100064720237286,Alcaldía de Tuluá,"#Deporte | Alcalde Gustavo Vélez apoya a más de 350 deportistas en juegos Departamentales.

Con transporte, alimentación, uniformes, implementación deportiva y hospedaje, la Administración Municipal de Tuluá apoya a más de 350 jóvenes que participan en los Juegos Departamentales 2025. 

Lee la noticia completa:⬇⬇⬇
",,0,2025-07-22 15:39:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid022Nn6gssrbyFv74myb9muwba3LSUCzu1njZXMjjtb5QDnSTYeoMbpxHozVz1oYir9l,0,0,Enlaces,,,,,Total,8087.0,4408.0,226.0,156.0,36.0,34.0,521,392.0,,129.0,,,,,,,
1192728139561183,100064720237286,Alcaldía de Tuluá,"🌳 ¡Retiramos árbol que representaba riesgo en la calle 25!

Con una intervención técnica y responsable de la SEDAMA, ahora la calle 25 es un lugar más seguro para peatones y vecinos de la calle 25. 🛣️💙 El árbol retirado presentaba daños estructurales y fitosanitarios, es decir, con afectaciones por plagas o enfermedades que comprometían su estabilidad. 🚶‍♀️🚗 y que podían afectar a peatones y conductores que transitan por el sector. 🚶‍♀️🚗

🌿 Como medida compensatoria, sembramos nuevos árboles en otros sectores del municipio, reafirmando el compromiso del alcalde @gustavovelezr con una Tuluá más verde, segura y sostenible. 💙🍃 #ParaSerFelices","🌳 ¡Retiramos árbol que representaba riesgo en la calle 25!

Con una intervención técnica y responsable de la SEDAMA, ahora la calle 25 es un lugar más seguro para peatones y vecinos de la calle 25. 🛣️💙 El árbol retirado presentaba daños estructurales y fitosanitarios, es decir, con afectaciones por plagas o enfermedades que comprometían su estabilidad. 🚶‍♀️🚗 y que podían afectar a peatones y conductores que transitan por el sector. 🚶‍♀️🚗

🌿 Como medida compensatoria, sembramos nuevos árboles en otros sectores del municipio, reafirmando el compromiso del alcalde @gustavovelezr con una Tuluá más verde, segura y sostenible. 💙🍃 #ParaSerFelices",52,2025-07-22 15:17:00,,https://www.facebook.com/reel/1068224528778518/,1,0,Reels,,,,,Total,1063.0,766.0,64.0,46.0,6.0,12.0,43,43.0,,,13870.511,14.646,0.0,0.0,,,
1192562632911067,100064720237286,Alcaldía de Tuluá,"#Hábitat | Tochecito y la media montaña tendrán mejores vías para transitar

Con el mantenimiento y compactación de las vías rurales de la alta montaña, ahora los campesinos de Tochecito, Altaflor, Cascajeros y Volcanes, podrán transportar sus productos y transitar con facilidad hacia la zona urbana.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-07-22 09:53:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0wXtYgP4QzjubEEEHHa1zPpUe4GL7VwQS2qrP9vF5vVgFbkT6w2ZZaBBHmz75BP8ol,0,0,Enlaces,,,,,Total,2233.0,1442.0,60.0,44.0,8.0,8.0,35,23.0,,12.0,,,,,,,
1192498622917468,100064720237286,Alcaldía de Tuluá,"🏅 ¡Tuluá presente en los Juegos Departamentales 2025! ⚽🔥

Estos son algunos de nuestros deportistas tulueños que ya están dejando huella en los Juegos Departamentales. 💪 Ellos integran la selección Tuluá de fútbol masculino, representando con pasión, disciplina y talento a nuestro municipio. 💙⚽

Ellos se unen a los más de 300 jóvenes atletas que participarán en 33 disciplinas deportivas, demostrando que en Tuluá sí se transforma el deporte #ParaSerFelices. 🏃‍♀️🏋️‍♂️

¡Vamos, Tuluá! 💙 💪🏽","🏅 ¡Tuluá presente en los Juegos Departamentales 2025! ⚽🔥

Estos son algunos de nuestros deportistas tulueños que ya están dejando huella en los Juegos Departamentales. 💪 Ellos integran la selección Tuluá de fútbol masculino, representando con pasión, disciplina y talento a nuestro municipio. 💙⚽

Ellos se unen a los más de 300 jóvenes atletas que participarán en 33 disciplinas deportivas, demostrando que en Tuluá sí se transforma el deporte #ParaSerFelices. 🏃‍♀️🏋️‍♂️

¡Vamos, Tuluá! 💙 💪🏽",24,2025-07-22 08:25:00,,https://www.facebook.com/reel/1081372730804253/,1,0,Reels,,,,,Total,5754.0,2700.0,313.0,217.0,13.0,83.0,339,339.0,,,38922.545,8.147,0.0,0.0,,,
1191931586307505,100064720237286,Alcaldía de Tuluá,"🚧 Agricultores de Tochecito y Altaflor cuentan con mejores vías para sacar sus productos 🌄

Con maquinaria y labores de compactación,  mejoramos la vía para facilitar el transporte de productos frescos del campo a la ciudad, de estudiantes de zona rural y el acceso a servicios. 

💪🌱 Porque una vía en buen estado mejora la calidad de vida de nuestros campesinos. 🌾 #ParaSerFelices 💙","🚧 Agricultores de Tochecito y Altaflor cuentan con mejores vías para sacar sus productos 🌄

Con maquinaria y labores de compactación,  mejoramos la vía para facilitar el transporte de productos frescos del campo a la ciudad, de estudiantes de zona rural y el acceso a servicios. 

💪🌱 Porque una vía en buen estado mejora la calidad de vida de nuestros campesinos. 🌾 #ParaSerFelices 💙",57,2025-07-21 15:17:00,uploaded,https://www.facebook.com/reel/761921066370376/,1,0,Reels,,,,,Total,2654.0,1454.0,286.0,165.0,18.0,103.0,53,53.0,,,24795.761,10.331,0.0,0.0,,,
1191783262989004,100064720237286,Alcaldía de Tuluá,"#SEDAMA | Alcaldía retira árbol que representaba riesgo en la calle 25.

La Administración Municipal, a través de la Secretaría de Desarrollo Agropecuario y Medio Ambiente, realizó la erradicación de un árbol en la calle 25 que representaba un riesgo para quienes transitan por esta vía y para los habitantes del sector. Esta acción hace parte del compromiso del alcalde Gustavo Vélez Román con la seguridad, la movilidad y el bienestar de todos los tulueños.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-07-21 10:40:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0DddvZeajpu4NEbAo9UF3HNVdTcwaJQ67NaBqbFVE8gBFPU5pgbtB9EbtmbbiC4xZl,0,0,Enlaces,,,,,Total,6117.0,3521.0,64.0,37.0,16.0,11.0,274,150.0,,124.0,,,,,,,
1191782796322384,100064720237286,Alcaldía de Tuluá,"#Salud | 250 mascotas esterilizadas en jornadas descentralizadas.

Con diferentes jornadas tanto en zona urbana, dos de ellas en el Coliseo de Ferias Manuel Victoria Rojas con el apoyo de la Gobernación del Valle, como en zona rural en La Iberia, La Moralia, Venus y Pardo Alto, ya son 250 los animales esterilizados en Tuluá gracias a la estrategia de bienestar animal que lidera Secretaría de Salud de la Alcaldía de Tuluá, en articulación con la Subsecretaría de Protección y Bienestar Animal del Departamento.

Lee la noticia completa:⬇⬇⬇
",,0,2025-07-21 10:39:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0YzKLMqcodSFT3wtGAhVXjMp7U98NgSgZFgNLMYKzjfXtreVyRqsEriSNExu6gQA7l,0,0,Enlaces,,,,,Total,993.0,638.0,22.0,15.0,0.0,7.0,6,3.0,,3.0,,,,,,,
1191780806322583,100064720237286,Alcaldía de Tuluá,"#Salud | Tres Esquinas tiene renovado puesto de Salud

Con una remodelación total y dotación completamente nueva, el Puesto de Salud del corregimiento Tres Esquinas volvió a abrir sus puertas, tras permanecer cerrado durante cuatro años. Este centro, ahora en óptimas condiciones, brindará atención médica continua en medicina general, odontología y otros servicios básicos para la población rural de esta zona de Tuluá.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-07-21 10:36:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02vtsDsgwkgk9iEhGd22s7Rfc9begigBtoMXescuyeT4HeNbN16doo7PDaiQG6kf84l,0,0,Enlaces,,,,,Total,1059.0,720.0,23.0,16.0,0.0,7.0,10,2.0,,8.0,,,,,,,
1191780449655952,100064720237286,Alcaldía de Tuluá,"#Planeación | Más de 80 familias de La Estrella inician proceso de legalización

Más de 80 familias del asentamiento La Estrella, ubicado en la vía a Tres Esquinas, comenzaron el proceso de legalización urbanística gracias a la primera jornada de atención integral y caracterización social, liderada por la Alcaldía de Tuluá a través del Departamento Administrativo de Planeación Municipal.

Lee la noticia completa: ⬇⬇⬇
",,0,2025-07-21 10:35:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0E2u5fahdjHCUicXUayKc8uTLpo3ADQfagQ5THDZeD4YYyL6nEk6rkk6b9vSLPVTEl,0,0,Enlaces,,,,,Total,1119.0,773.0,25.0,16.0,0.0,9.0,8,2.0,,6.0,,,,,,,
1191692129664784,100064720237286,Alcaldía de Tuluá,"🐾 Un día lleno de huellas, amor y esperanza 💙🤩

Este fin de semana celebramos  el Día Mundial del Perro en el Parque de la Familia📍. Una jornada cargada de emociones, donde tulueños y tulueñas se unieron para honrar la vida de nuestros peludos con amor y compromiso. 🐾🐶

Durante el evento, realizamos vacunación antirrábica gratuita tanto a perritos como gatitos, desparasitación, asesorías sobre tenencia responsable, rifas y actividades para toda la familia. Además, muchos animalitos encontraron una nueva oportunidad de vida gracias a la jornada de adopción liderada por la Fundación Huellitas En La Calle.  🤩🐾💙

¡Porque cada vida cuenta y cada ladrido también merece un hogar! 🐶🏡 #ParaSerFelices",,0,2025-07-21 08:19:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0NpUPqEJ3W5gpPagHTDts5NdVLdwQafQjTPenMHWAzjXRQfL3ewe7hf7Csxpcrf6rl,0,0,Fotos,,,,,Total,6833.0,3954.0,85.0,63.0,6.0,16.0,491,141.0,350.0,,,,,,,,
1191147766385887,100064720237286,Alcaldía de Tuluá,➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #*ParaSerFelices* 💙✅ 😎,➡️Conoce las noticias más importantes de la semana en nuestro resumen semanal “45 segundos” #*ParaSerFelices* 💙✅ 😎,63,2025-07-20 16:14:00,,https://www.facebook.com/reel/1255790266585375/,1,0,Reels,,,,,Total,785.0,640.0,33.0,23.0,1.0,9.0,6,6.0,,,6814.719,9.977,0.0,0.0,,,
1190924196408244,100064720237286,Alcaldía de Tuluá,"🇨🇴✨ Hoy celebramos con orgullo el Día de la Independencia💪🏼

La Plaza Cívica Boyacá se llenó de honor y patriotismo en el homenaje a nuestros símbolos patrios.🎶 Con presentaciones artísticas y culturales vivimos la conmemoración del Grito de Independencia. 🙌 Exaltando la labor de nuestras fuerzas armadas quienes se encargan de la seguridad de nuestro municipio y del país.

¡Viva nuestra historia, viva nuestra gente, viva Colombia! 💛💙❤️ #ParaSerFelices",,0,2025-07-20 09:33:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0nqzcRGiHVzecDp2bwqJbnp8C43vHxJhvBrpsYr6kBpswy5wyDhbprSyExnhQoBvYl,0,0,Fotos,,,,,Total,26905.0,13713.0,444.0,337.0,43.0,64.0,2876,908.0,1968.0,,,,,,,,
1190166333150697,100064720237286,Alcaldía de Tuluá,"‼️🚨 ¡El podcast de Vélez llegó a la Radio Tulueña! En minutos, no te lo pierdas por las emisoras Mundo 89 Tuluá y La Cariñosa ✌🏽😎",,0,2025-07-19 10:02:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0zqLNjf7LRpDwvTvDaLxQAKXZwZeDykQ3QsQ1qcLKTMPoDd3xhdwbtPZsnjPpKqrGl,0,0,Texto,,,,,Total,6346.0,3795.0,74.0,65.0,2.0,7.0,79,79.0,,,,,,,,,
1190164453150885,100064720237286,Alcaldía de Tuluá,"🎙️ #ElPodcastdeVélez | Episodio 23: Comer con dignidad: una obra con sentido social.

En esta entrega del podcast, el alcalde Gustavo Vélez conversa con Felipe Laborda,  un invitado muy especial sobre cómo avanzan tanto las obras civiles como las sociales que están transformando a Tuluá.
💙 Conoce cómo el comedor comunitario “Sazón para ser Felices” ahora brinda alimento, dignidad y esperanza a 250 personas cada día.
#ParaSerFelices","🎙️ #ElPodcastdeVélez | Episodio 23: Comer con dignidad: una obra con sentido social.

En esta entrega del podcast, el alcalde Gustavo Vélez conversa con Felipe Laborda,  un invitado muy especial sobre cómo avanzan tanto las obras civiles como las sociales que están transformando a Tuluá.
💙 Conoce cómo el comedor comunitario “Sazón para ser Felices” ahora brinda alimento, dignidad y esperanza a 250 personas cada día.
#ParaSerFelices",903,2025-07-19 10:00:00,,https://www.facebook.com/AlcaldiaDeTulua/videos/1256000175575033/,1,0,Videos,,,,,Total,4247.0,3350.0,458.0,285.0,34.0,139.0,100,100.0,,,91818.17,24.795,0.0,0.0,0.0,,
1189579429876054,100064720237286,Alcaldía de Tuluá,"🍽️ ¡Ahora 250 personas podrán acceder a alimentación digna y balanceada! 💙✨

El alcalde @gustavovelezr visitó el comedor comunitario del programa “Sazón para Ser Felices” y anunció la ampliación del cupo para beneficiar a niños, adultos mayores y personas vulnerables 👵👦👨‍🦳 Esta estrategia, liderada por la Secretaría de Bienestar Social, se mantendrá hasta el 30 de diciembre de 2025, garantizando acceso a comida saludable para quienes más lo necesitan 🥗🙌

✅ Lucha contra el hambre
✅ Bienestar social
✅ Atención con enfoque humano

¡Así construimos una Tuluá más justa y solidaria! #ParaSerFelices 💙🍲","🍽️ ¡Ahora 250 personas podrán acceder a alimentación digna y balanceada! 💙✨

El alcalde @gustavovelezr visitó el comedor comunitario del programa “Sazón para Ser Felices” y anunció la ampliación del cupo para beneficiar a niños, adultos mayores y personas vulnerables 👵👦👨‍🦳 Esta estrategia, liderada por la Secretaría de Bienestar Social, se mantendrá hasta el 30 de diciembre de 2025, garantizando acceso a comida saludable para quienes más lo necesitan 🥗🙌

✅ Lucha contra el hambre
✅ Bienestar social
✅ Atención con enfoque humano

¡Así construimos una Tuluá más justa y solidaria! #ParaSerFelices 💙🍲",27,2025-07-18 15:41:00,auto,https://www.facebook.com/reel/632863379828682/,1,0,Reels,,,,,Total,3972.0,2313.0,206.0,144.0,27.0,35.0,94,94.0,,,28171.609,8.242,0.0,0.0,,,
1189437666556897,100064720237286,Alcaldía de Tuluá,"🔵 ¡+2.000 personas beneficiadas en Tres Esquinas! 🏥🙌

Con la apertura del Puesto de Salud en este corregimiento, los tulueños tendrán acceso a servicios médicos de calidad, más cerca de sus hogares 💙 El alcalde @gustavovelezr entregó este renovado espacio con atención integral y personal capacitado del Hospital Rubén Cruz Vélez, mejorando la calidad de vida en la zona rural de Tuluá 🌿

¡Seguimos transformando la salud para quienes más lo necesitan! #ParaSerFelices 💙✨","🔵 ¡+2.000 personas beneficiadas en Tres Esquinas! 🏥🙌

Con la apertura del Puesto de Salud en este corregimiento, los tulueños tendrán acceso a servicios médicos de calidad, más cerca de sus hogares 💙 El alcalde @gustavovelezr entregó este renovado espacio con atención integral y personal capacitado del Hospital Rubén Cruz Vélez, mejorando la calidad de vida en la zona rural de Tuluá 🌿

¡Seguimos transformando la salud para quienes más lo necesitan! #ParaSerFelices 💙✨",45,2025-07-18 10:44:00,mixed,https://www.facebook.com/reel/1938802600190195/,1,0,Reels,,,,,Total,2900.0,1586.0,219.0,169.0,8.0,42.0,69,69.0,,,20613.482,7.882,0.0,0.0,,,
1188809166619747,100064720237286,Alcaldía de Tuluá,"🔵 Tres Esquinas tiene renovado Puesto de Salud 🏥✨

El alcalde Gustavo Vélez, reabrió este centro con espacios dignos, personal calificado y atención continua para la comunidad rural 💙

📅 Martes y sábados
🕖 De 7:00 a. m. a 4:00 p. m.

🩺 Servicios:
✅ Medicina general
✅ Odontología
✅ Enfermería
✅ Programas de promoción y prevención

¡Seguimos llevando salud de calidad a todos los rincones de Tuluá!  #ParaSerFelices 💙🤩",,0,2025-07-17 16:19:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02Q3Zv1BNGHFCrTXoYwQy3XMFtdxqAwVoxkavCzpguFLWs9P4mt57sRugS4EiLEMugl,0,0,Fotos,,,,,Total,14791.0,7680.0,307.0,201.0,5.0,101.0,813,219.0,594.0,,,,,,,,
1188588906641773,100064720237286,Alcaldía de Tuluá,"🏡✨ 📝 Más de 80 familias en proceso de legalización en La Estrella 
🏡

Con una jornada de atención integral,🐶 vacunación para mascotas, 🧑‍💼 atención social y 📋 caracterización puerta a puerta, inicia el proceso de legalización urbanística en este asentamiento ubicado en la vía a Tres Esquinas, donde las familias de este sector, comienzan a ver hecha realidad la esperanza de una vivienda digna, servicios públicos legalizados y beneficios del Estado. 💧🏠📑

¡Seguimos transformando a Tuluá en un municipio más humano! 💙
#ParaSerFelices",,0,2025-07-17 08:49:00,,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0gMz1RVAF8CG8LrqDTXQBgjmtoRZ5CZwpnpbSEErpPKC3d4NRXU2FgYxj86TcygT5l,0,0,Fotos,,,,,Total,4607.0,2719.0,46.0,34.0,1.0,11.0,212,56.0,156.0,,,,,,,,
