"Identificador de la publicación","Identificador de la página","Nombre de la página",Título,Descripción,"Duración (segundos)","Hora de publicación","Tipo de subtítulo","Enlace permanente","Es una publicación cruzada","Es una publicación compartida","Tipo de publicación",Idiomas,"Etiquetas personalizadas","Estado de contenido financiado","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Reacciones, comentarios y veces que se compartió",Reacciones,Comentarios,"Veces que se compartió","Segundos reproducidos","Segundos en promedio reproducidos","Ingresos estimados (USD)","Impresiones del anuncio","Total de clics","Clics de otro tipo","Clics en el enlace","CPM del anuncio (USD)","Consumo de segmentación del público coincidente (Photo Click)"
1168401745327156,100064720237286,"Alcaldía de Tuluá","🐄🏟️ ¡La tradición ganadera también se vive en la #67FeriaDeTuluá! 🇨🇴🐮

En el Coliseo de Ferias, familias enteras han disfrutado del Pabellón de Ganadería, un espacio lleno de historia, fuerza y orgullo rural. 💪🌿

✨ Aquí se realiza la Exposición GYR y F1, donde llegan ejemplares de diferentes regiones del país, mostrando lo mejor de la genética bovina nacional. 🐂👨‍🌾

¡Ven y conoce de cerca estos animales imponentes y disfruta en familia de una feria que lo tiene todo! 🎉👨‍👩‍👧‍👦","🐄🏟️ ¡La tradición ganadera también se vive en la #67FeriaDeTuluá! 🇨🇴🐮

En el Coliseo de Ferias, familias enteras han disfrutado del Pabellón de Ganadería, un espacio lleno de historia, fuerza y orgullo rural. 💪🌿

✨ Aquí se realiza la Exposición GYR y F1, donde llegan ejemplares de diferentes regiones del país, mostrando lo mejor de la genética bovina nacional. 🐂👨‍🌾

¡Ven y conoce de cerca estos animales imponentes y disfruta en familia de una feria que lo tiene todo! 🎉👨‍👩‍👧‍👦",24,"06/22/2025 13:08",mixed,https://www.facebook.com/reel/1311354180346723/,1,0,Reels,,,,,Total,1033,794,20,13,0,7,1964.874,2.051,0,0,1,1,,,
1168338585333472,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | Fedequinos presente en nuestra Feria, uno de los jurados de esta área nos habla y nos cuenta su experiencia dentro del Coliseo de Ferias Manuel Victoria Rojas.  #ParaSerFelices  #HayQueSentirla  ✅","#FeriadeTuluá2025 | Fedequinos presente en nuestra Feria, uno de los jurados de esta área nos habla y nos cuenta su experiencia dentro del Coliseo de Ferias Manuel Victoria Rojas.  #ParaSerFelices  #HayQueSentirla  ✅",234,"06/22/2025 11:12",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/723611103943804/,0,0,Videos,,,,,Total,1568,1630,31,24,0,7,10541.608,7.305,0,0,30,30,,0,
1168333572000640,100064720237286,"Alcaldía de Tuluá","🌾💚 ¡Los campesinos llegaron con alegría y así se vivió la Fiesta Campesina! 🎉👒

Desde todas las veredas y corregimiento de la zona rural alta, media y plana, nuestros campesinos tulueños vivieron una jornada llena de música, sabor, tradición y orgullo por lo nuestro 🎶🍲🌿

😄 Con sonrisas sinceras y corazones contentos, disfrutaron de un espacio pensado especialmente para ellos, celebrando su día en el marco de la #67FeriaDeTuluá.

👨‍🌾🤝 Gracias al trabajo articulado con EMTULUÁ, hoy el campo también tiene su lugar en la feria. Porque cuando reconocemos a quienes siembran la vida, cultivamos felicidad. 🌟 ¡Así construimos espacios #ParaSerFelices!","🌾💚 ¡Los campesinos llegaron con alegría y así se vivió la Fiesta Campesina! 🎉👒

Desde todas las veredas y corregimiento de la zona rural alta, media y plana, nuestros campesinos tulueños vivieron una jornada llena de música, sabor, tradición y orgullo por lo nuestro 🎶🍲🌿

😄 Con sonrisas sinceras y corazones contentos, disfrutaron de un espacio pensado especialmente para ellos, celebrando su día en el marco de la #67FeriaDeTuluá.

👨‍🌾🤝 Gracias al trabajo articulado con EMTULUÁ, hoy el campo también tiene su lugar en la feria. Porque cuando reconocemos a quienes siembran la vida, cultivamos felicidad. 🌟 ¡Así construimos espacios #ParaSerFelices!",51,"06/22/2025 11:05",N/A,https://www.facebook.com/reel/596356160179542/,1,0,Reels,,,,,Total,2742,1742,133,68,3,62,18333.008,7.28,0,0,46,46,,,
1168333138667350,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 |  Más de 3.000 tulueños vibraron con el espectáculo de Delirio en el Pueblito Artesanal

Más de 3.000 tulueños llenaron por completo el Pueblito Artesanal para disfrutar de una noche inolvidable, con el espectáculo estelar de Delirio, un show que combinó salsa, circo, luces, color y toda la energía de la cultura caleña. La puesta en escena deslumbró al público con su nivel técnico, coreográfico y visual, convirtiéndose en uno de los eventos más impactantes de la programación nocturna de este fin de semana.

Lee la noticia completa:
",,0,"06/22/2025 11:05",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0Q6dHKc7v2aW6xE8jjEmfpRKZjFNpQH4TnmKpYbAr1iL6PBokDZ4xbrE2U7W2XGwdl,0,0,Enlaces,,,,,Total,4846,3696,76,58,0,18,,,,,50,19,31,,
1168332518667412,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | 🍉🍍 ¡Desde Bogotá con sabor a Valle! 🍓🍧

""Fruticampo"" vuelve a acompañarnos en la #67FeriaDeTuluá, como lo han hecho desde el 2006, trayendo lo mejor en productos a base de frutas naturales: sorbete de guanábana, salpicón, lulada, champús valluno, jugo de sandía, micheladas y muchas delicias más que refrescan el alma y llenan de sabor la feria 🍹🍓💚

Son emprendedores que creen en Tuluá, que cada año llegan felices al Coliseo de Ferias a compartir su pasión por lo natural y a aportar a la economía local con productos frescos y hechos con amor 🛍️✨

🌟 ¡Aquí la economía se mueve con emprendimiento, sabor y trabajo conjunto! #ParaSerFelices  #HayQueSentirla","#FeriadeTuluá2025 | 🍉🍍 ¡Desde Bogotá con sabor a Valle! 🍓🍧

""Fruticampo"" vuelve a acompañarnos en la #67FeriaDeTuluá, como lo han hecho desde el 2006, trayendo lo mejor en productos a base de frutas naturales: sorbete de guanábana, salpicón, lulada, champús valluno, jugo de sandía, micheladas y muchas delicias más que refrescan el alma y llenan de sabor la feria 🍹🍓💚

Son emprendedores que creen en Tuluá, que cada año llegan felices al Coliseo de Ferias a compartir su pasión por lo natural y a aportar a la economía local con productos frescos y hechos con amor 🛍️✨

🌟 ¡Aquí la economía se mueve con emprendimiento, sabor y trabajo conjunto! #ParaSerFelices  #HayQueSentirla",107,"06/22/2025 11:04",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1173547297789609/,0,0,Videos,,,,,Total,1295,1212,38,25,0,13,5207.233,4.386,0,0,14,14,,0,
1168305772003420,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | Alcalde presentó primer bus eléctrico como apuesta por un transporte más limpio y moderno

En el marco de la Feria de Tuluá en su versión número 67, el alcalde Gustavo Adolfo Vélez Román presentó oficialmente el prototipo del primer bus eléctrico que hará parte del sistema de transporte colectivo urbano del municipio.

Lee la noticia completa:⬇️⬇️⬇️
",,0,"06/22/2025 10:25",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid025Do2fseDXe9QHJNqxJ61eeiooQcmM4osRoVATgz2SuSGQUKftHByTAsd6NY3LVrql,0,0,Enlaces,,,,,Total,2829,2071,54,41,3,10,,,,,41,12,29,,
1168284655338865,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | Nuestros expositores y emprendedores están listos para recibirte con los brazos abiertos, ven ahora y visita la Estación del Ferrocarril y el Hospital San Antonio, dentro del Coliseo de Ferias. ¡Ven ahora! #ParaSerFelices #HayQueSentirla","#FeriadeTuluá2025 | Nuestros expositores y emprendedores están listos para recibirte con los brazos abiertos, ven ahora y visita la Estación del Ferrocarril y el Hospital San Antonio, dentro del Coliseo de Ferias. ¡Ven ahora! #ParaSerFelices #HayQueSentirla",260,"06/22/2025 09:53",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/1790577898193285/,0,0,Videos,,,,,Total,968,936,25,17,0,8,3051.362,3.491,0,0,11,11,,0,
1168268028673861,100064720237286,"Alcaldía de Tuluá","🌾🎉 ¡La tradición campesina volvió a brillar en la Feria de Tuluá! 💚👒

Más de 3.000 campesinos de la zona alta, media y plana del municipio, provenientes de sectores como Barragán, Puerto Frazadas, Tochecito, San Rafael, entre otros, disfrutaron del gran Reencuentro Campesino, una jornada llena de alegría, sabor y raíces 🌄🎶

🥣 Desayuno, almuerzo, merienda, cocteles, música en vivo y lo mejor del espíritu rural hicieron de este domingo una verdadera fiesta para el alma 💃🎤🌽

Este emotivo encuentro se realizó en articulación con EMTULUÁ y la Secretaría de Desarrollo Agropecuario y Medio Ambiente de la Alcaldía de Tuluá, reafirmando el compromiso con quienes cultivan el corazón de nuestra tierra 🌱🤝 #ParaSerFelices #HayQueSentirla",,0,"06/22/2025 09:31",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0Yr8J5seoqionBTKvKZHKR2Nnp5JSfiu9161FtmLAo2bxqi3h5mXp2DoQC642FZEil,0,0,Fotos,,,,,Total,24893,14430,350,292,12,46,,,,,3110,973,,,2137
1168230035344327,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | 🌺🏆 ¡Las flores también compiten en la Feria de Tuluá! 🌿✨

En el Pabellón de Plantas Ornamentales se llevó a cabo el juzgamiento y premiación de orquídeas y bonsáis, con expertos jueces de Pereira, Armenia, Cali y Buga 🌸🎋🔍
Cada especie fue evaluada por su belleza, técnica y categoría, resaltando lo mejor de la naturaleza hecha arte 💫🌼

💐 Ven y visita esta zona única, donde los sueños florecen y cada planta cuenta una historia de dedicación y amor por lo natural 🌷🪴

📍Te esperamos en el Coliseo de Ferias Manuel Victoria Rojas.
¡Descúbrelo y enamórate de este jardín vivo! 🌿💖 #HayQueSentirla  #ParaSerFelices",,0,"06/22/2025 08:43",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0tVJAgfeqpcWBskJvFxgv4fkytoRauJPZp9QYmHJpiLfdHbzqGsvj4mA7FYKmHZwil,0,0,Fotos,,,,,Total,5810,3941,69,59,1,9,,,,,396,69,,,327
1168208445346486,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | Ven y conoce la Plaza del Mecato, un espacio mágico lleno de sabores y colores, con más de 40 expositores de diferentes municipios del Valle del Cauca, no te lo pierdas.","#FeriadeTuluá2025 | Ven y conoce la Plaza del Mecato, un espacio mágico lleno de sabores y colores, con más de 40 expositores de diferentes municipios del Valle del Cauca, no te lo pierdas.",107,"06/22/2025 08:13",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/9836773683111416/,0,0,Videos,,,,,Total,1171,1162,35,23,0,12,4870.902,4.522,0,0,19,19,,0,
1168204848680179,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | 🌸✨ Un rincón lleno de vida, color y armonía natural 🌿💫

Déjate maravillar por la belleza del Pabellón de Plantas Ornamentales, un espacio donde las orquídeas, heliconias, bonsáis y flores exóticas despiertan todos tus sentidos 🌺🌼
Sumérgete en un ambiente mágico, lleno de aromas, texturas y místicas sensaciones que solo la naturaleza puede ofrecer 🌿🧘‍♀️🌈

📍 Ven al Coliseo de Ferias Manuel Victoria Rojas y descubre este paraíso floral en la #67FeriaDeTuluá. #HayQueSentirla #ParaSerFelices 
¡Una experiencia que florece en tu corazón! 💚🌷","#FeriadeTuluá2025 | 🌸✨ Un rincón lleno de vida, color y armonía natural 🌿💫

Déjate maravillar por la belleza del Pabellón de Plantas Ornamentales, un espacio donde las orquídeas, heliconias, bonsáis y flores exóticas despiertan todos tus sentidos 🌺🌼
Sumérgete en un ambiente mágico, lleno de aromas, texturas y místicas sensaciones que solo la naturaleza puede ofrecer 🌿🧘‍♀️🌈

📍 Ven al Coliseo de Ferias Manuel Victoria Rojas y descubre este paraíso floral en la #67FeriaDeTuluá. #HayQueSentirla #ParaSerFelices 
¡Una experiencia que florece en tu corazón! 💚🌷",163,"06/22/2025 08:09",mixed,https://www.facebook.com/AlcaldiaDeTulua/videos/1651883962180733/,0,0,Videos,,,,,Total,1391,1426,53,39,0,14,8430.963,6.426,0,0,21,21,,0,
1168198422014155,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | 🚀 ¡La tecnología llegó con fuerza a la 67 Feria de Tuluá! 🤖💡

Por primera vez, el Pabellón de Ciencia, Tecnología e Innovación abre sus puertas a una experiencia única: Labs Summit 🧠⚙️
Si te apasiona la Inteligencia Artificial, el networking, la innovación y las ideas que transforman el mundo…
🎯 ¡Este es tu momento!

💬 Conecta, aprende, experimenta y sé parte del futuro que ya está ocurriendo.

📍 Visítanos en el Coliseo de Ferias y vive la revolución tecnológica desde el corazón del Valle.","#FeriadeTuluá2025 | 🚀 ¡La tecnología llegó con fuerza a la 67 Feria de Tuluá! 🤖💡

Por primera vez, el Pabellón de Ciencia, Tecnología e Innovación abre sus puertas a una experiencia única: Labs Summit 🧠⚙️
Si te apasiona la Inteligencia Artificial, el networking, la innovación y las ideas que transforman el mundo…
🎯 ¡Este es tu momento!

💬 Conecta, aprende, experimenta y sé parte del futuro que ya está ocurriendo.

📍 Visítanos en el Coliseo de Ferias y vive la revolución tecnológica desde el corazón del Valle.",49,"06/22/2025 08:01",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/725560857071455/,0,0,Videos,,,,,Total,988,1031,28,20,0,8,3209.054,3.461,0,0,12,12,,0,
1168190182014979,100064720237286,"Alcaldía de Tuluá","🎬 Una experiencia que no se puede contar... ¡hay que vivirla! 💫🔥

DELIRIO no solo fue un espectáculo, fue una explosión de emociones que dejó huella en el corazón de quienes lo vivieron.
Salsa, circo y orquesta se fusionaron en una puesta en escena que rompió todos los esquemas y convirtió la noche en pura magia ✨💃🎪 Gracias @delirio.oficial 🤩😎

Lo que pasó en el Coliseo de Ferias fue inolvidable, irrepetible y profundamente tulueño.
¡Así se escribe la historia de una Feria que se atrevió a soñar en grande! 🌟 #HayQueSentirla #ParaSerFelices","🎬 Una experiencia que no se puede contar... ¡hay que vivirla! 💫🔥

DELIRIO no solo fue un espectáculo, fue una explosión de emociones que dejó huella en el corazón de quienes lo vivieron.
Salsa, circo y orquesta se fusionaron en una puesta en escena que rompió todos los esquemas y convirtió la noche en pura magia ✨💃🎪 Gracias @delirio.oficial 🤩😎

Lo que pasó en el Coliseo de Ferias fue inolvidable, irrepetible y profundamente tulueño.
¡Así se escribe la historia de una Feria que se atrevió a soñar en grande! 🌟 #HayQueSentirla #ParaSerFelices",55,"06/22/2025 07:51",mixed,https://www.facebook.com/reel/572730569240118/,1,0,Reels,,,,,Total,4834,3407,140,115,5,20,31394.888,6.978,0,0,102,102,,,
1168182888682375,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá2025 | Ven ahora al Coliseo de Ferias Manuel Victoria Rojas y conoce nuestros artesanos.  Hoy con SALMAN COLLECTION, telas frescas y térmicas para tu comodidad y la de tu familia.  ¡Te esperamos!","#FeriadeTuluá2025 | Ven ahora al Coliseo de Ferias Manuel Victoria Rojas y conoce nuestros artesanos.  Hoy con SALMAN COLLECTION, telas frescas y térmicas para tu comodidad y la de tu familia.  ¡Te esperamos!",175,"06/22/2025 07:42",N/A,https://www.facebook.com/AlcaldiaDeTulua/videos/3577304222402248/,0,0,Videos,,,,,Total,1172,1112,36,22,0,14,6353.154,5.92,0,0,20,20,,0,
1167864328714231,100064720237286,"Alcaldía de Tuluá","🌟 DELIRIO encendió la magia en la 67 Feria de Tuluá 💃🎪🎷

Por primera vez, el Coliseo de Ferias Manuel Victoria Rojas fue el escenario de @delirio.oficial Salsa, Circo y Orquesta, un show que desbordó arte, ritmo y emoción ✨🎭💫
Más de 3.000 tulueños vibraron con esta noche inolvidable en el corazón del Pueblito Artesanal 🏡🔥
💃 Música, luces, colores y mucho sabor caleño hicieron de este sábado de salsa una verdadera fiesta para el alma 🎉🎶🕺

¡La salsa se vive, la feria se siente y Tuluá baila feliz! 💙💃🌈
#67FeriaDeTuluá #ParaSerFelices #HayQueSentirla",,0,"06/21/2025 22:37",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02rMn9GE9aQSqQiXrBDjqfRJzfp1ottWrJyCaigxdMKQgJdnEtzeSPbch4Wq7F3Zcsl,0,0,Fotos,,,,,Total,15386,10409,205,166,9,30,,,,,1297,425,,,872
1167687602065237,100064720237286,"Alcaldía de Tuluá","#FeriaDeTuluá |🌿✨ ¡La esencia BoHo también llegó a la Feria de Tuluá 2025! ✨🌿

Hoy conversamos con la coordinadora de la Feria BoHo de Tuluá, un espacio que impulsa el talento local, el emprendimiento creativo y el estilo de vida consciente.

🛍️ Más de 30 marcas llenas de color, arte y originalidad se tomaron el Coliseo de Ferias para mostrar lo mejor del diseño, la moda, los accesorios y la gastronomía alternativa.

🎥 No te pierdas esta entrevista y descubre cómo esta feria se ha convertido en una vitrina única para emprendedores y en un plan ideal para disfrutar en familia.💙✌

#FeriaBohoTuluá #FeriaDeTuluá2025 #EstiloBoho #EmprendimientoLocal #HayQueSentirla #ParaSerFelices","#FeriaDeTuluá |🌿✨ ¡La esencia BoHo también llegó a la Feria de Tuluá 2025! ✨🌿

Hoy conversamos con la coordinadora de la Feria BoHo de Tuluá, un espacio que impulsa el talento local, el emprendimiento creativo y el estilo de vida consciente.

🛍️ Más de 30 marcas llenas de color, arte y originalidad se tomaron el Coliseo de Ferias para mostrar lo mejor del diseño, la moda, los accesorios y la gastronomía alternativa.

🎥 No te pierdas esta entrevista y descubre cómo esta feria se ha convertido en una vitrina única para emprendedores y en un plan ideal para disfrutar en familia.💙✌

#FeriaBohoTuluá #FeriaDeTuluá2025 #EstiloBoho #EmprendimientoLocal #HayQueSentirla #ParaSerFelices",260,"06/21/2025 16:29",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1041053984781628/,0,0,Videos,,,,,Total,2170,1905,60,52,0,8,21509.851,11.232,0,0,64,64,,0,
1167682508732413,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá | Tuluá volvió a vibrar con la noche del rock en su tradicional Pueblito Artesanal.

En el marco de la versión número 67 de la Feria de Tuluá, los artistas del Pueblito Artesanal dieron inicio a las tardes y noches de goce y disfrute que caracterizan esta tradicional celebración. La apertura estuvo marcada por el esperado regreso de la Noche del Rock, un evento que volvió a encender la emoción de los tulueños tras cinco años de ausencia.

Lee la noticia completa:⬇⬇⬇
",,0,"06/21/2025 16:17",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid02GdwCcebnEXiEd4VrsTBYqnJapCjfwPAG6m11Sv7e5ryB7tA9jaYezGX8THLJ3V2Cl,0,0,Enlaces,,,,,Total,3743,2912,98,55,35,8,,,,,60,12,48,,
1167680405399290,100064720237286,"Alcaldía de Tuluá","#FeriaDeTuluá | 🐔🐴 ¡Conoce a los amigos de La Granja de Lupita! 🐇🐐

Una granja especializada en la crianza de animales domésticos, ornamentales y especies menores que hoy llega al Coliseo de Ferias Manuel Victoria Rojas para brindarle a las familias una experiencia única y educativa.

🌾🐾 Ven con los más pequeños, acércate a los animalitos y disfruta en familia de esta muestra viva que enamora a grandes y chicos.

📍 ¡Te esperamos en la Feria de Tuluá N.º 67!
#FeriaDeTuluá #LaGranjaDeLupita #ParaSerFelices #HayQueSentirla 🐣✨","#FeriaDeTuluá | 🐔🐴 ¡Conoce a los amigos de La Granja de Lupita! 🐇🐐

Una granja especializada en la crianza de animales domésticos, ornamentales y especies menores que hoy llega al Coliseo de Ferias Manuel Victoria Rojas para brindarle a las familias una experiencia única y educativa.

🌾🐾 Ven con los más pequeños, acércate a los animalitos y disfruta en familia de esta muestra viva que enamora a grandes y chicos.

📍 ¡Te esperamos en la Feria de Tuluá N.º 67!
#FeriaDeTuluá #LaGranjaDeLupita #ParaSerFelices #HayQueSentirla 🐣✨",67,"06/21/2025 16:12",mixed,https://www.facebook.com/AlcaldiaDeTulua/videos/1738539600875673/,0,0,Videos,,,,,Total,1290,1117,25,17,1,7,6838.939,6.073,0,0,11,11,,0,
1167678578732806,100064720237286,"Alcaldía de Tuluá","#FeriaDeTuluá | La Feria de Tuluá N°67 abrió sus puertas con un lanzamiento lleno de alegría, color y tradición

Un día cargado de alegría, cultura y sentido de pertenencia marcó el inicio de la edición número 67 de la Feria de Tuluá. El Coliseo de Ferias Manuel Victoria Rojas fue el escenario que reunió a cientos de familias tulueñas e invitados especiales, quienes celebraron con entusiasmo el lanzamiento oficial de esta tradicional festividad del centro del Valle del Cauca.

Lee la noticia completa:⬇⬇⬇",,0,"06/21/2025 16:09",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0RNnDgTDzEL5pscArq3MZJwWtLk7dpysa88pqzsjCojEaCGEiBQhj3gQSsWE134Fjl,0,0,Enlaces,,,,,Total,4160,3259,47,33,0,14,,,,,76,7,69,,
1167676768732987,100064720237286,"Alcaldía de Tuluá","#FeriaDeTuluá | 🎸🔥 ¡Orgullo tulueño en el escenario! 🔥🎸

En exclusiva durante la Noche del Rock, hablamos con Rain of Fire, la banda nacida en Tuluá que no solo hizo vibrar el Coliseo de Ferias, sino que ahora se prepara para representar a nuestra ciudad en Rock al Parque 2025, uno de los festivales más grandes de Latinoamérica.

🎤 Entre riffs potentes y letras que nacen del alma, nos contaron cómo ha sido su camino, su emoción por dejar en alto el nombre de Tuluá y lo que significa para ellos este regreso de la noche más rockera de la Feria.

💥 ¡Una banda con fuego en el corazón y talento de exportación!
 #FeriaDeTuluá #ParaSerFelices #HayQueSentirla","#FeriaDeTuluá | 🎸🔥 ¡Orgullo tulueño en el escenario! 🔥🎸

En exclusiva durante la Noche del Rock, hablamos con Rain of Fire, la banda nacida en Tuluá que no solo hizo vibrar el Coliseo de Ferias, sino que ahora se prepara para representar a nuestra ciudad en Rock al Parque 2025, uno de los festivales más grandes de Latinoamérica.

🎤 Entre riffs potentes y letras que nacen del alma, nos contaron cómo ha sido su camino, su emoción por dejar en alto el nombre de Tuluá y lo que significa para ellos este regreso de la noche más rockera de la Feria.

💥 ¡Una banda con fuego en el corazón y talento de exportación!
 #FeriaDeTuluá #ParaSerFelices #HayQueSentirla",178,"06/21/2025 16:04",auto,https://www.facebook.com/AlcaldiaDeTulua/videos/1360359698411233/,0,0,Videos,,,,,Total,1485,1454,50,40,0,10,10320.578,7.69,0,0,18,18,,0,
1167673992066598,100064720237286,"Alcaldía de Tuluá","#FeriadeTuluá | La calle 25 se llenó de color: Miles de tulueños disfrutaron del Primer Carnaval del Pueblo.

Con la participación masiva de miles de tulueños y una puesta en escena sin precedentes, la calle 25 se convirtió en el escenario del primer concurso de comparsas "" Carnaval del Pueblo "", evento con el que se dio apertura oficial a la Feria de Tuluá en su versión número 67.

Lee la noticia completa:⬇⬇⬇
",,0,"06/21/2025 15:58",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0xiUR5f2t1kcs2C82G7XgfPCZYPfBC3H19hR4UE1dPqYQ7Lzvmeo44peVkvz4TrTVl,0,0,Enlaces,,,,,Total,2684,2025,56,44,0,12,,,,,34,7,27,,
1167658712068126,100064720237286,"Alcaldía de Tuluá","🤠🐎 ¡Nuestra feria también es ganadería!

En la Gran Nacional de Vaquería, vivimos un espacio familiar lleno de tradición y talento 💪🏼

👨‍⚖️ Nuestros jurados nos cuentan cómo se vive esta experiencia con vaqueros de todos los rincones del país 🇨🇴

¡Ven y acompáñanos, porque la Feria de Tuluá también se vive a caballo! 🐴
#FeriaDeTuluá67 #ParaSerFelices #HayQueSentirla","🤠🐎 ¡Nuestra feria también es ganadería!

En la Gran Nacional de Vaquería, vivimos un espacio familiar lleno de tradición y talento 💪🏼

👨‍⚖️ Nuestros jurados nos cuentan cómo se vive esta experiencia con vaqueros de todos los rincones del país 🇨🇴

¡Ven y acompáñanos, porque la Feria de Tuluá también se vive a caballo! 🐴
#FeriaDeTuluá67 #ParaSerFelices #HayQueSentirla",32,"06/21/2025 15:22",mixed,https://www.facebook.com/reel/703374132670323/,1,0,Reels,,,,,Total,1547,1105,33,26,0,7,6913.695,4.868,0,0,14,14,,,
1167652758735388,100064720237286,"Alcaldía de Tuluá","🍩✨ ¡Eyedonuts llegó a la Plazoleta del Mecato!
Las mejores donas 100% artesanales están aquí 😍 esponjosas, deliciosas y hechas con amor 💛

Por primera vez en la Feria de Tuluá, ¡ven, conócelas y pruébalas!
📍Plazoleta del Mecato – ¡Te esperamos!

#FeriaDeTuluá67 #HayQueSentirla #SaborAFeria #DonasArtesanales #Eyedonuts 🍩🎉","🍩✨ ¡Eyedonuts llegó a la Plazoleta del Mecato!
Las mejores donas 100% artesanales están aquí 😍 esponjosas, deliciosas y hechas con amor 💛

Por primera vez en la Feria de Tuluá, ¡ven, conócelas y pruébalas!
📍Plazoleta del Mecato – ¡Te esperamos!

#FeriaDeTuluá67 #HayQueSentirla #SaborAFeria #DonasArtesanales #Eyedonuts 🍩🎉",49,"06/21/2025 15:10",uploaded,https://www.facebook.com/reel/1753074898926915/,1,0,Reels,,,,,Total,3086,2231,124,103,6,15,18681.971,6.62,0,0,82,82,,,
1167647938735870,100064720237286,"Alcaldía de Tuluá","🐄🐏 Así vivimos la experiencia ganadera en la 67 Feria de Tuluá 🎉
📍Expo Raza GYR en el pabellón de ganadería
📍Ovinos en el pabellón de especies menores
🥛 Sección de hembras con certificado de crecimiento para leche, avalado por Asocenú Colombia

¡Tradición, calidad y orgullo del campo! 🇨🇴
#FeriaDeTuluá67 #HayQueSentirla #ParaSerFelices",,0,"06/21/2025 15:01",N/A,https://www.facebook.com/AlcaldiaDeTulua/posts/pfbid0WXUDekRbKcADEtcgc5rvtJzof56T5LfLCfr6RrvbGPg7FVDGUAXdGGKkMyJDexpEl,0,0,Fotos,,,,,Total,5967,4180,46,36,2,8,,,,,394,123,,,271
1167629392071058,100064720237286,"Alcaldía de Tuluá","🎸🔥 Vivimos una noche de pura energía y pasión por el rock
En el Pueblito Artesanal del Coliseo de Ferias Manuel Victoria Rojas, los tulueños disfrutaron con alegría la Noche del Rock, un espacio cargado de música, talento y adrenalina.

Con presentaciones de Superlitio, Iron Lord (tributo a Iron Maiden) y Rain of Fire, vivimos una velada inolvidable con bandas de talla nacional e internacional que hicieron vibrar a todos los amantes del rock 🤘🎶

¡Gracias por ser parte de esta noche llena de fuerza, emoción y buena música!😎🤩
#NocheDelRock #FeriaDeTuluá67 #HayQueSentirla","🎸🔥 Vivimos una noche de pura energía y pasión por el rock
En el Pueblito Artesanal del Coliseo de Ferias Manuel Victoria Rojas, los tulueños disfrutaron con alegría la Noche del Rock, un espacio cargado de música, talento y adrenalina.

Con presentaciones de Superlitio, Iron Lord (tributo a Iron Maiden) y Rain of Fire, vivimos una velada inolvidable con bandas de talla nacional e internacional que hicieron vibrar a todos los amantes del rock 🤘🎶

¡Gracias por ser parte de esta noche llena de fuerza, emoción y buena música!😎🤩
#NocheDelRock #FeriaDeTuluá67 #HayQueSentirla",42,"06/21/2025 14:28",N/A,https://www.facebook.com/reel/1296082232078499/,1,0,Reels,,,,,Total,971,961,21,18,0,3,4707.931,5.331,0,0,10,10,,,
